,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002075.SZ,X002466.SZ,X600426.SH,X000401.SZ,X601158.SH,X600126.SH,X000898.SZ,X600219.SH,X000553.SZ,X000932.SZ,X000883.SZ,X600486.SH,X600516.SH,X000709.SZ,X600315.SH,X002353.SZ,X600529.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00202138722617282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207773382337509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871139615803901,0,0.0146254152496268,0.0221211560526313,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224038578368784,0,0,0,0,0,0,0,0,0.0965541913751214,0,0,0.0512719770212021,0,0,0,0,0,0,0,0,0,0.00287455559619493,0,0,0,0,0,0,0.0282717256896154,0,0.0188440252377377,0,0.0129741065583985,0.00982090257057724,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0333581437606065,0.589933174474823,0,0,0,0,0,0,0,0.0671196907586998,0,0,0,0,0,0,0,0,0,0,0.0346288882666251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258252006263971,0.000992704686974805,4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00172098878839614,0,0,0,0.044660671729486,0,0,0,0,0,0,0,0,0,0.431057146691157,0,0,0,0,0.00120589277121275,0,0,0,0,0,0,0.0034166483617841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800778012222466,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0259828957813046,0.0114486415884097,0,0,0,0,0,0,0,0,0.0328771362538627,0,0,0,0,0,0,0.102822878291706,0,0,0,0.0513268018260854,0,0.0655090938178726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113254384171186,0,0.0557985409197903,0,0.0318118694530007,0.0171841348260895,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00794044921516015,0.0393020116723477,0,0,0,0,0,0,0.0247774058511467,0,0,0,0,0,0,0,0,0,0,0.536385241522943,0,0,0,0,0,0,0,0.0254468911418071,0,0,0.107090592751005,0,0,0,0,0,0,0,0,0,0.0285388152083189,0.039224339202106,0.0334316116342576,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.00933498563837036,0,0,0,0,0,0,0.113882233193646,0,0.187947184296625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605104047141339,0,0,0,0,0,0.0720707634836559,0,0.010477658966108,0.00434390356444033,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0410968682721424,1.38777878078145e-17,0,0,0,0,0,0,0.0688386941757608,0,0,0,0,0,0.0602478592231188,0,0,0,0,0,0.0709310569764307,0,0.0496476202695732,0,0,0,0,0.154751747124682,0,0,0,0,0,0.283711219567866,0,0,0,0,0,0.0680718367378247,0,0.00952562331614032,-0.0263178579054538,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0350472940386776,0,0,0,0,0,0,0,0,0,0.164417267588795,0,0,0,0,0,0.43164821349696,0,0.0239303279419106,0,0,0,0,0,0,0,0,0,0,0,0,0.0315746328271168,0,0,0,0,0,0.0727392478847899,0,0,0,0,-2.16840434497101e-19,0.00703097963106896,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.123654672925952,0.312474161208357,0,0,0,0,0,0,-0.032463214382721,0,0,0,0,0,0,0,0,0,0.0190924541327067,0.19569907503575,0,0,-0.0098293353907527,0,0,0,0,0.0605453275925112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235672022415734,0.0133221441044868,0,0,0,0,0,0
