,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600010.SH,X000786.SZ,X600111.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600219.SH,X600801.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X600315.SH,X002353.SZ,X000825.SZ,X600157.SH,X000408.SZ,X000959.SZ,X002080.SZ,X000883.SZ,X600027.SH,X600486.SH,X300037.SZ,X600516.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.242947292794952,0,0,0,0,0,0,0,0,0,0,0,0.0397841215787239,0,0,0.0261712256794002,0,2.16840434497101e-19,0,0,0,0,0.0162259111338261,0.0269504846982206,0,0,0,0,0,0,0,0.0479116715250995,0,0.0236143572088295,0,0,0.0214148534722738,0.0459467678083605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0731419772552092,0,0,0,0,0,0,0,0,0,0,0.21683490807264,0,0,0,0,0,0,0,0,0.0564221194449206,0,0.0967272117421238,0,0,0,0.0184879672874948,0,0,0,0,0,0,0,0,0,0,0,0,0.0643006376636389,0,0,0,0,-0.0152071420598996,0,0
X601088.SH,0,0,0,0,0,0,0.0465968852673963,0,0,0,0,0,0,0,0.00603668163120165,0.000156901075036131,0,0,0,0,0,0.109667652472045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111925789738725,0,0,0,0,0,0.0837823667240638,0,0,0,0,-0.0189302385258004,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.152482620034104,0,0,0,0,0,0,0,0,0,0,0.128479732138873,0.205780036583928,0,0,0,0,0.0679458104473903,-0.0351163310438627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433932844223073,0,0,0,0,0,0,0.0820080831986904,0.0372326306845708,0,0,0,0,0,-0.0747332465188769,0,0,0,-0.0169472896722882,0,0
X600585.SH,0,0,0,0,0,0,0.0162407341573042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163422844157032,0,0,0,0,0,0.199076405194732,0,0,0,0.0669551334701032,0,0,0,0,0,0,0,0,0,0,0,0.0568665206970897,0,0,0,0,0,0,-0.000663216794519068,0,0,0,-0.0162321687857168,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100824932144386,0,0,0,0,0,0.0581163749356672,0,0,0,0,0.0638656704010406,0,0,0,0,0,0,0.311381853958759,0.0530012432537602,0,0,0,0.235001158709906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249825722692039,0,0,0,-0.00275515249438908,0,0
X002460.SZ,0,0,0,0.0123367401823788,0,0,0,0,0.211400027477496,0,0,0,0,0,0,0.598847996407802,0,0.0608989524297047,0,0,0,0,0.0262311562880231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959312985126208,0,0,-0.0133155958419765,0,0,0,-0.0178970690629518,0,0
X002271.SZ,0,0,0,0,0,-0.232480160681356,0,0,0.0626308919233405,0,-0.106809392284707,0,0,0,0,0,0,0,0,0,0,0,0.0533294791363993,0,0.0299799873539262,0,0,0,0,0,0,-0.00989560759176667,0.136798324542093,0,0,0,0,0,0,0,0.0146787932286266,0,0,0,0,0.0419661317062714,0.0664071011824694,0.0322351150994868,0,0,0,0,-0.139949082970509,0,0,0,-0.00591961260777409,0,0
X600660.SH,0,0,0,0,0,0,0.11917994554063,0.0314473885131504,0,0,-0.109052278986446,0,0,0,0,0.0226617181150929,0,0,0,0,0,0,0.0579862204424135,0,0,0,0,0,0,0,0,0,0.0393523556667622,0,0,0,0,0,0,0,0,0,0,0,0,0.397724978049478,0,0,0,0,0,0,-0.0545032264827013,0,0,0,-0.00816039149114622,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090505991219773,0.0615287399312058,0,0,0.104407015543865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28390866332083,0,0.165350142939001,0.351248384166642,0,0,0,0,0,0,0,0,0,0,0.00100026488583719,0,0,0,-0.118375411830288,0,0,0,-0.0190959609996784,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0217779922180454,0,0,1.0842021724855e-19,0,0,0,0,0,0.179099606318396,0,0,-0.0956287837334108,0,0,0,0.117696279548809,0,0,0,0.107429186482714,0,0,0,0.0114851206729987,0,-3.46944695195361e-18,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0324688748662979,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474043372935544,0,0,0.0457048934523562,0,0,0,0,0,0,0,0.0830604991582411,0,0,0,0,0,0,0,0,0,0.0118853479436829,0,0,0.0475043718752817,0.0172500096116559,0,0.00367449147965688,0,0.0607466361467304,0,0,0,0,0,0,0.0173060781408191,0,-0.0388884187190361,-0.00875506210644722,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256846712133189,0,0,0,0,0.0905463047177543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320777665161611,0.0476903311142934,0.0688834351424103,0,0,0,0.038177219529418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190367468786684,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.139175752921208,0,0,0,0,0,0,0,0,0.0383134067661462,0,0,-0.0207120536002265,0,0.0347728445783826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567309745176758,0,0,0,0,0,0,0.515250814296152,0,0,-0.049562978349182,0,0,0,-0.0310919810526197,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.161076032587018,0,0,0,0,0,0,0.0656874252138584,0,0,0,0,0,0,0.198643704641372,0.0494058993899323,-0.0834301124770618,0,0,0,0,0,0,0,0.128006488272849,0,0,0,0,0,0,0,0,0.0229318150932661,0,0,0,0,0,0.00874370699975587,0,0,0,0,0,0,0,0,-0.0245070003462613,0,0
X002466.SZ,0,0,0,0,0,0,0.664154884107029,0,0.00638637912983983,0,0,0,0,0,0,0,0,0,0,0,0,-0.104850674050586,0,0,0,0,0,0,0,-0.043075489366587,0,0,0,0,0.0233755055528504,0,0,0,0.180066007944386,0,-0.290183716845082,0,0,0,0,0,0,0.0703295386510539,0,0,0,0,0,0,0,0,-0.0013669348113379,0,0
X600010.SH,0,0,0,0,0,0,0.178406871203569,0,0,0,0.1451029535253,0.0500684621529702,0,0,0,0,0,0,0.0597713259012791,0,0,0,0,0,0.00268104047049032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12931119806432,0,0.0449740031932445,0,0,0.0397350220803974,0,0,0.178109513385257,0,0,0,0,0,0,-0.00792667350624303,0,0
X000786.SZ,0,0,0,0.313502366012414,0,0,0.0168513266860567,0,0,0,0,0,0.0569842857609159,0,0,0,0,0,0,0,0,0,0,0,-0.00168357837990575,0,0.0718915005786723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135537309099592,0,0,0,0,0,0,0,0,0,0,-0.114532182867732,0,0,0,2.16840434497101e-19,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.138666379806663,0.103830322961268,0,0,0,0,0,0.254150641379177,0,0,0,0,0,0.00515497253839846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800977034374393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423160859048947,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178357751541032,0,0.0140174027963853,0,0,0.063710992608701,0.0298803626985069,0,0.115236900120131,0,0,0,0,0,0,0,0.142876164916642,0,0,0,0,0,0,0,0,0,0,0.0502648626869304,0,0,0,0.00236468844369458,0,0,0,-0.000327468741093241,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0186955747868082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630512112252964,0.12949283826185,0,0.02446133519141,0,0,0,0,0.00198882171130438,0.0714155573515284,0,0,0,0,0,0,0,0,0,0.0210468382836837,0.0324273036699827,0,0,0.0627117212065079,0,0,0,0,0.0116574947111153,0,0,0,-0.0258120122182504,0,0
X600188.SH,0,0,0,0,0,0,-0.0864699171590599,0,-0.006075754190997,0,0.379551394679553,0,0,0,0,0,0.0126061315945691,0,0,0,0,0,0,-0.277910622965137,0,0,0,0,0,0,0,0,0.0149872291626645,0.125479724031798,0,0,0,0,0,0.154615017945613,0,0.0980395728406937,0,-0.157308662260688,0,0,0,0.114073172297076,0,0.187049941740893,0,-0.0295915766325437,0,0,0,0,-4.33680868994202e-19,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.0922122916232701,0,0,0,0,0,0,0.18220957157959,0,0,0,0,0,0,0,0.187832123819387,0,0,0,0,0,0,0,0,0.102665575533368,0,0,0,0,0.114111377273848,0,0,0,0,0.342522494367373,0,0,0.0912138499320243,0,0.0765080780552459,0,0,0,0,0,0,0,0,-0.0158125991467233,0,0
