,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X600362.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X000301.SZ,X600027.SH,X601699.SH,X000983.SZ,X600489.SH,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X600426.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X601168.SH,X002271.SZ,X600985.SH,X600219.SH,X600176.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.193319932907363,0,0,0,0,0.0380836069816061,0,0.222361012693816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661262667728601,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837009264892019,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0337290116544295,0.0880938617670489,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.064938501817456,0,0.0914812826260072,0,0.002443768306944,0,0,0,0,0,-0.0680725274834012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154491790051565,-0.00849387693376289,0,0,0,0,0.0717248988616622,0,0,0,0,0,0,0,0,-0.00528534498159442,0,0,0,0,0,0,0
X601088.SH,0.00463253801310842,0,0,0,0.148648356718684,0,0,0.118624515132484,0,0,0,0,0,0,0.020666476318606,0,0,0,0,0,0,0,0,0,0.0628954599061656,0,0,0,0,0,0,0,0,0,0,0.0535194564715705,0.0225117983978348,0,0.279644571529703,0,-0.0589749610536821,0,0,0,0,0,0,0,0,0,0,-0.0122440580648633,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200094916662983,0,0.0610859059835352,0,0.0146179361770028,0,0,0,0,0.170465831362854,0,0,0,0.174188698987115,0.00311948183481484,0,0,0,0,0,0,0.0222358831382384,0.111225023574004,0,-0.103940731304376,0,0,0,0,0,0,0,0.142098170302772,0,-0.0161600866206089,-0.0413379335006815,0,0,0,0,0,0
X600188.SH,0,0,0.191292526223546,0,0,0.0481110433946954,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-6.93889390390723e-18,0.175797203948199,0.107165316861312,0,0.0503360688629487,0,0,0,0,0,0,0,0,0,0.00520576380091527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279028201560009,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.193775092155493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383483057129741,0.0375282715968827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192665280188477,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216823310760468,0,0.182785409744938,0,0,0,0,0
X600019.SH,0,0,0,0,0.136035771615559,0.0489642923894935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758636916254253,0,0,0,0,0,0,0,0,0,0,0.0952915993264035,0,0,0,0,0,0.0369969625540407,0,0,0,0,0,-0.0364907987523018,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0602391970728755,0.129067901508809,0,0,0,0,0,0,0,0,0.0407753955581608,0,0,0,0,0,0,0,0.271903198356432,0,0,0,0,0,0,0.159276638708082,0,0,0,0,0,0,0.00662279439109441,-0.000661360811877484,0,0,0,0,0,0,0,0,0,0,0,0.00748935447498518,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0385983823928381,0,0,0,0,0,0,0,0,0,0,0,0.00779469680962792,0,0.0878569119369569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312272637161544,0,0,0.286091336494883,0,0,0,0,0,0,-0.00563227792184533,0,0,0.025870423534737,-0.0493735623665345,0.0437399363788664,0,0,0,0,0,0
X601600.SH,0.25321491234665,0,0,0,0.0146582808362112,0,0,0,0,0,0.0157379492748184,0,0,0,0.004977982329796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152622992588937,0,0,0.311649988695884,0,0.034060718220052,0,0,0,0,0,0,0,0,0,0,0,0.0843655584526357,0,0,-0.0118348333072312,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0886655965058452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685203176655487,0,0,0,3.46944695195361e-18,0,0,0,0,0.00734702902343468,0.117728277606828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566714589139067,0,-0.000641489870374935,-0.0281600824677259,0,0,0,0,0
X600660.SH,0.118279591107089,0,0,0,0,0,0.0789763469972508,0,0,0,0,0,0.0240624600265706,0,0,0,0,0,0,-0.0363882499835139,0,0,0,-0.0282699051369968,0,0,0.0500536538885594,0,0,0,0.0149052826988319,0,0,0,-0.134336286581066,0,0,-0.0493492650086373,0,0,0,0,0,0,0,0,0,0,0.186222130945982,0,0,-0.0371089247055487,0.0793968646914086,0.03770655808948,0,0,0,0,0
X600886.SH,0,0,0,0,0.13596864842426,0.012752885487663,0,0,0,0,0,0,0,0,0.409351980016721,-0.0101362159657979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196943718395061,0,0,0,0,0,0,0,0.0273100939053062,0,0,0,0,0.0952219326251294,-0.00159213334211124,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139235431046807,0,0,0,0,0.0701868193278827,0,0,0,0,0,0,0,0,0,0.136718935398685,0.0346094556120134,0,0,0,0,0,0,0,0,0.0206017510888892,0,0,0,0,0,0,0,0.0227367873559874,0.0512677240356619,0,0,-0.0109532551732492,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.177417412087203,0,0,0,0,0,0,0,0.288731673532159,0,0,0,0,0,0.0313861191546936,0,0,0,0.300445476346677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504499358192319,0,0,0,0,0,0,0,0,0,0,0.00289597238450578,0,0,0,0,0,0
X002466.SZ,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73620711675464,0,0,0.126521688251455,0,0,0,0,0,0,0,0,0,0,0,0.122107548110771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0290849781369162,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0746513775952919,0,0,0,0,0,0.0297120000801237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173934697756459,0,0,0.152391698214514,0,0.147384698373931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671544762679377,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682478811324621,0,0,0,0,0,0,0,0,0,0,0.0418999646834049,0,0,0,0.137013383580092,0,0,0,0,0,0,0.0434721620437027,0,0,0,0,0,0,0,0,0,0,0,0,0.0155813371829861,0.0329774483263384,-0.0567161752029416,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269553678613897,0,0,0,0,0,0,0,0.0190284014350925,0.0752993989547104,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.093139809881814,0,0,0,0,0,0,0.00995527099594841,0,0,0.035452783254341,0.097135185696882,0,0,0,0,0,-0.0269626821792395,0.0181526548446003,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0726798349023077,0,0,0,0,0,0,0,0,0,0,0,0.25838104535143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523460610909041,0,0,0.00251223921207298,0,0,0,0,0,0,0,0,0,0.00829843519957772,0.00357943009665713,0.030427188528644,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.0208860330009161,0,0,0,0,0,0,0,0,0.373388708392264,0,0.0139893196873224,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00656223344830372,0,0,0,0,0.199771189234203,0,0,0,0,0,0,0,0,0,0,0.0206668059817904,0,0,0,0,0,0,0
