,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X002460.SZ,X600027.SH,X000301.SZ,X601991.SH,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000807.SZ,X000786.SZ,X601699.SH,X000408.SZ,X000630.SZ,X600985.SH,X600176.SH,X002128.SZ,X601168.SH,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600352.SH,X600378.SH,X600995.SH,X002353.SZ,X600612.SH,X600299.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.447971500157188,0,0,0.234780526895348,0,0,0,0.0608418835042223,0,0.0292518864094936,0,0,0,0,0,0,0.108955548677644,0,0,0,0,0,0,0,0,0,0,0,0.205135198892551,0,0,0,0,0.182850675342304,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0512135023188686,-0.00329371544804062,0,0,0,-0.0242957358306388,0,0
X600028.SH,0.259461324786488,0,0,0,0.199967027899664,0,0,0,0.243349854231138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864446248394198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159478770850469,0,0,0,0,-0.0243457395831413,0,0
X601088.SH,0,0.0151642008149897,0,0,0.26037931528018,0,0,0,0,0,0,0,0,0.214019838076594,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0107150010435642,0,0,0,0,0,0,0,0,0,0.0603710786161749,0,0,0.0333478688554004,0,0,0,-0.00524369235789877,0,0,0,0,0.0410056939633186,0,0,-0.00122850467758455,0,0,0,0,0,0
X600309.SH,-0.0170460692824991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311701370120884,0,0,0,0,0.034351560186186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230785485974203,0,0,0,-0.0728512578232041,-0.0490644932506579,0,0,0,0,0,0
X601898.SH,0,0.289524686746376,0.0800448617904935,0,0,0,0.181345439146607,0,0,0.0277584979060013,0.129580404532353,0,0,0,0,0,0,0.047124973477023,0,0,0,0,0,0,0,0,0,-0.0278543339170785,0,0,0,0,0.0437258162022719,0,0,0,0,0,0,0,0,0,0.0317367192438663,0,0,0,0,0,0,0.0935891777582013,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251574849483258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714847042723812,0,0,0,0,0,0,0,0,0,-0.0312466618845633,-0.0856178720016293,-0.193423756096876,0,0,-0.0287547590040225,0,0
X600188.SH,0,0,0,0,0.0985730729688765,0,0,0,0,0,0,0,0,0.0443019377835325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327734014798985,0,0,0.414354381038274,0,0,0,0,0,0,0,0,0,0,0,0.106467933251985,0,0.225068825882745,0,0,0.00088215431604066,0,0,0,0,0,0
X600019.SH,0.108190727948883,0.134276967359117,0,0,0,0,0,0,0,0,0,0,0.141505080028531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846854829202459,0.239928148272902,0,0,0,0,0,0,0,-0.0537078963070323,0,0,0,0,0,0,0,0,0,0,0.00665185174135399,0,0,0,-0.043178078458675,0,0
X600886.SH,0.0526685453697211,0,0,0,0,0,0,0,0,0,0,0,0,0.087048951102857,0,0,0,0,0,0.180375192539333,0,0,0,0,0,0,0,-0.0337452262440949,0,0,0,-0.101776399897867,0,0,0,0,-0.130658983308044,0,0,0,0,0,0.125698927201176,0,0,0,0,0,0,0,0,0,0,0.20249946797184,0,0,-0.045757414565994,0,0
X600547.SH,0,0.00789262248801232,0,3.46944695195361e-18,0,0,0.128777086827921,0,0,0,0,0,0,0,-0.0656407760159574,0,0,0.649532711401942,0.127739902876591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419530185675299,0,0,0.0102822562728278,0,0,0,0,0,0,-0.173239730323604,0,0,0,0.0324314358338654,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753040109359676,0,0,0.00656087027688611,0,0,0,0,0.229029203582816,0,0,0,0,0.0114864930696296,0,0.192921715659122,0.354019452718975,0,0.0569258565312884,0,0,0,0,0,0,0,0,0.101051544829307,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936580687617888,0,0,0,0,0,0,0,0,0.114938529439827,0,0,0,0.0200562641291014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141969625769222,0,0,-0.0224920339973872,0,0,0,0,0,0,0.104018051165689,0.0145219921528118,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.267551829754194,0,0,0.021695220588133,0,0,0,0,0.202836364885838,0,0,0,0,0,0,0,-0.0592982342341672,0.193005282255499,0,0,-0.00559702841129147,0,0,0,0.100635824149344,0,0,0,0,0,0,0,0,0,0,0,-0.0337650817919835,0.0330335912358872,0,-0.119639525575797,0,0,0,0,0.030703577312659,0,-0.0590646140926325,0,0,0,0,-0.0533366896916633,0,0
