,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600583.SH,X600985.SH,X000990.SZ,X600426.SH,X000825.SZ,X000027.SZ,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0151574598030065,0,0,0,0,0,0,0.00479019313381768,0,0,0.0568411704455577,0,2.16840434497101e-19,0.0187789928584582,0,0,0,0,0,0,0,0,0.0306554159001007,0,0,0,0,0.0230866748146313,0,0,0,0,0,0,0.0517927811534253,0,0,0,0,0,0,0.0126093087266608,0,-0.0137433490307318,-0.0116686072233295,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161689540332668,0,0.00737189298983587,0.0691849503715882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566946225490259,0.0682826436582505,0,0,0,0,0.0276621903679191,0,0.00608678089785292,-0.0432582844246629,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129813222519783,0,0,0,0.0437589080804248,0.10690111625537,1.73472347597681e-18,0,0,0,0,0.0310935994168638,0,0,0,0.0186358901844156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332983745145571,0,0.0105966680252946,-0.0646763127352704,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.088852399484318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487609999563201,0,0,0,0,0,0,0,0,0,0,-0.0238529713487655,0,0,0,0,0,0,0,0,0,0,-0.00171369540414057,0,0,0,0,0,0,0,-0.00781682856189452,0,0,0,0,-0.0190841168933178,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0739805262087811,0,0,0,0,0,0,0.0530281277866901,0.0322246269790357,0,0,0,0,0.161571987081548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635269510933324,0,0,0,0,0,0,0.112311765549222,0,0,-0.0232129308384029,0,0,0,1.0842021724855e-19,0,0
X600309.SH,0,0,0,0.0517148658260109,0,0,0.0175063554569991,0,0,0,0,0,0.129006520435607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123756760058538,0,0,0,0,0,-0.139422796503916,0,0,0,0,0,0,0,0.0773336298122135,0.173516399072493,0,0,0,0.333631288658989,0,-0.0508553067561753,0.0355027797168492,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0333557383106964,0,0,0,0,0.0987437879578654,0,0,0,0,0,0,0.0129859452807907,0,0,0,0.340840539830347,0,0,0.04882119017004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451311243734617,0,0,0,0,0,0,0,0,0.0118346144386627,0,0.0513981417002409,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.325522845160617,0,0,0,0,0,0,0,0,0,0.0762164063598259,0,0.141250233036328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155709833284263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472493930980403,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.224260056262317,0,0,0,0,0,0,0,0,0,0,0.0753149930907052,0,0,0.0843642783412944,0,0,0,0,0,0.00345074718325176,0,0,0,0,0,0,0,0.289553735385967,0,0,0,0,0,0,0,0,0.0558620344879784,0,0,0,0.0840535936601459,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.041004486915826,0,0,0.00267897401923684,0,0,0,0,-0.0500892469010573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363017313563749,0,0,0.0913118915290421,0,0,-0.0150547046625751,0,0,0,0,0,0,0.115607067984637,0,0.0185577620990699,-0.0377727532077862,0,0,0,0.00616026430833986,0,0
