,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X601699.SH,X600111.SH,X600010.SH,X002460.SZ,X000983.SZ,X600803.SH,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X600985.SH,X002128.SZ,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X600348.SH,X000408.SZ,X000883.SZ,X600096.SH,X600612.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600995.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0451195383783343,0.542849160926248,0,0,0,0,0,0,0.103046718803617,0,0,0,0,-0.136435433637451,0.0939320130228016,0,0,0.0380729787933887,0,0,0,0,0,0,0,-0.0308841487258911,0,0,0,0,0.0380898099482271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211246663019734,0.0284001912674951,0,0,0,0,0,0
X601088.SH,0.110376668038878,0,0.178425611897862,0,0.0612007646949588,0,0,0,0,0.0376066681667956,0,0,0,0,0,0,0,0,0,0.00872210433646655,0,0,0,0.227142608201103,0,0.0130593877650089,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0186789092581912,0,0,0,0,0,0.0864982357826817,0,0.019498256243321,-0.0535936916687497,0,0,0,0,0,0,0,0,0,0.0356948106301564,0,0
X600028.SH,0.476188037107359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040092195917918,0,0,-0.0272154375842833,0,0,0,0,0,0,0,0,-0.115839181700607,0,0.0215041759416477,0,0,0,0,0,0,0.0173417621076896,0,0,0,0,0,0,-0.0118142810462718,0,0,0,0,0.00719956099410248,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367546526808768,0.0783447072164632,0,0,0,0.101654071282383,0,0,-0.00869570551445087,0,0,0.0158852943474794,0,0,0,0,0,0.000826930195003375,0,0,0,-3.46944695195361e-18,0.0944170749007562,0,0,0,0.00396863318187752,0,0,0,-0.11589281764883,0,0,0,0,0,0,0,0,0,0,0.042963490253312,0,0
X600188.SH,0,0.00602879838749156,0,0,0,0.0120576672486227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237696219828377,0,0,0,0,0,0,0,0,0,0,-0.23309028941372,0.00780033430620262,0,0.281709347153374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197508524131608,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0427832308539923,0,0,0,0,0,0,0,0,0,0,0,0.00228150672142344,0,0,0.182257353694102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374067817895502,0,0,0,0,0,0,0,0,0,0.0731335277960716,0,0.136188687649439,0,0,0,0,0,0.0286254425712978,-0.00477430909205703,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.223755508700867,0,0,0,0,-0.0865383897799394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176166282357508,0.0909328506769974,0,0,0.015156725703863,0,0,0,0,0,0.286354734090783,0,0,0.0150464947672775,0,0,0,0,0,0
X600011.SH,0.0941925331729571,0,0,0,0,0,0,0,0,0,0,0,0,0.213910304052246,0,0,0,0.411623123397645,0,-0.0793378869310854,0,0,0,0,0,0,0,0.10565933735913,0,0,0,0,0,0,0.0156307053366277,0,0,0,0,0,0,0,0.0565181329331329,0,0,0.0872470440924091,0,0,0,0,0,0.0243403340266021,0.00269097417154755,-0.0109868238492793,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219341939164801,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0352960481124918,-0.020145705748817,0,0,0,0,0,0,0,0,0,0,0,0.144531152553485,0,0,0,-0.0823249818994414,0,0,0.000386869174011082,-0.0720796747252979,0,-0.0163594400442219,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0901237838515818,0,0,0,0,0,0,0,0.0899348361455142,0.00550027783505111,0,0,0,0,0,0.197405281527716,0.176781103256527,0.0375615684804047,0,0,0,0,0,0.238402454428984,0,0,0,0,0,0,0,0,0,0.0840585233114857,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.091399556904659,0,0,0,0,0,0,0,0,0,0.0508002438228301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225748493065643,0,0.226594118410775,0,0,0,0,0,0,0.0354338808494732,0,-0.0208846885439263,0,0,0,0.103061528991409,0,0,0.0908073451403507,0,0,0.0257725439761247,0,0,-0.0337611072949624,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760228689092576,0,0,0,0,0,0,0,0,0,0,0.0112217982802749,0,0.174829742728623,0,0,-0.0280044987768232,0,-0.0104328422690343,0,0,0,0,0,0,0,0,0,-0.0307916580693477,0,0,0,0,-0.0734734807141861,0.0530004973079089,0,0,0,0,0,0
