,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X002466.SZ,X000301.SZ,X600027.SH,X600160.SH,X600426.SH,X601991.SH,X000983.SZ,X000786.SZ,X000807.SZ,X601699.SH,X600219.SH,X000630.SZ,X600176.SH,X600985.SH,X000408.SZ,X601168.SH,X000933.SZ,X000877.SZ,X002128.SZ,X600096.SH,X002271.SZ,X002353.SZ,X000027.SZ,X600378.SH,X600995.SH,X600352.SH,X000883.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.515603074844672,0,0,0,0,0,0,0,0,0.077414080523412,0,0.237855152253772,0,0,0,0,0,0,0.0359804644288068,0,0,0,0,0,0,0,0,0,0,0,0,0.0040985868057754,0.0213789943317142,0,0,0,0.260495190328397,0,0,0,0,0,0.148509323176891,0,0,0,0,0,0,0,0,-0.0625286175876364,0,0,0,0,0,0
X600028.SH,0.501717538845921,0,0,0,0.121604997553802,0,0,0,0,0,0,0,0.0513780118651058,0,0.15792971757197,0,0,0,0,0,0,0,-0.0677001199506254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197108582260724,0.0179072692615833,0,0,0,0,0,0
X601088.SH,0.163464345050745,0,0,0,0.190372874514428,0,0,0,0,0,0,0,0,0,0.071565436788825,0,0,0,-0.114535313774209,0,0,0,-0.0462996834899,0,0,0,0,0,0,0,0,0,0,0,0,0.135153431103265,0,0,0.0561585380053277,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275777670263951,-0.0175224502379376,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19859479315296,0,0,0.0859480484011736,0,0,0,0,0.473745481316147,0,0,1.58932936829455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130781349257807,0,0.0108492961894958,0,0,0,0,0,-0.104458155427659,-0.0224713114035841,0,0,0,-0.0733732938064015,0,0
X601898.SH,0,0.165696706056522,0.552026176178155,0,0,0.131959853307125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754368035768979,0,3.17936776256081e-06,0,0,0,0,0,0,0,-0.0101623336517775,0,0,0,0,-0.0335097729536497,0,0,0,0,0,0,0.0943554933613409,0,0,0,0,0,0,0.149880706683928,0,0,0,0,0,0,0,0.02030699869775,0,0
X600188.SH,0,0,0,0,0.167223826418926,0,0,0,0.112694786353297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150584809949928,0,0,0,0.398147153691294,0,0,0,0,0,0,0.0509809316958341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.29535374639339,0,0,0,0,0,0,0,0.0218330196699281,0,0.0246771576436035,0,0.162415440625954,0,0,0,0,0,0.0829958497779531,0.128497008755098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049385217983482,0,0,0,0,-0.0547366997965838,0,0
X600660.SH,0,-0.0228713616279392,0,0.258082248192246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00969285421527259,-0.0841793479298639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237341343768902,0,-0.190442540810811,0,0,0,0,0,0,0,0,0,0.325380896505357,0,0,-0.0405161119226844,-0.0390625754334129,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.062557168768865,0,0,0,0,0,0,0,0,0.0318192846579111,0,0,0,0,0,0,0,0,0,0.0632921721422739,0,0,0,0,0,0,0,0,0,0,0,0.101028735114949,0.443262011145156,0.169296630777654,0,0.0802894144377632,0,0,0,0,0,0,0,0.0348841059321988,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13855636245434,0,0,0,0,0,0,0,0,0,0.0895128250216375,0,0,0.0157298932672805,0,0,0.0864461854863295,0,0,0,0,0,0,0,0,0,0.177829802920897,0,0,0.00376511322095831,0,0,0,0,0,0,0.0150842166404153,0,0.0981493705933652,0.00336974594453705,0,0,0,0,0,0
