,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X600309.SH,X000027.SZ,X000539.SZ,X000709.SZ,X000898.SZ,X000630.SZ,X000883.SZ,X600352.SH,X002470.SZ,X600021.SH,X600660.SH,X601918.SH,X000792.SZ,X600489.SH,X600098.SH,X600623.SH,X600863.SH,X300072.SZ,X600022.SH,X002004.SZ,X600008.SH,X600808.SH,X600307.SH,X600547.SH,X000629.SZ,X600578.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.674286737341437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864860526658405,0,0,0,0,0,0,0,0,0,0.0654963867497246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240796173232987,-0.020914948533514,0.0288043959164729,0.0638675948030598,0,0,0,0
X600028.SH,0.171979304480695,0,0,0,0,0,0,0.0308481670813974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662660278052168,0,0,0,0,0,0,0,0.0599262807190166,0,0,0,0,0,0,0,0,0,0,0,0,0.0240342261684781,0,0,0,0,0,-0.00459312586494921,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0323092831721051,0,0.172075971229856,0,0,0,0,0,0.304253721653793,0,0,0,0,0,0,0,0.246664390072649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102780217781934,0,0,0,0,0,0,0,0,0,0,-0.0219310008734669,0.0125527072394688,0,0,0,0,0,0
X600011.SH,0,0,0.0658147114567684,0,0,0,0,0,0,0,0,0.401131600223572,0.13869536826737,0,0,0,0,0.054267043773795,0,0,0.0883305022371525,0,0,0,0,0,0,0.0536969797437498,0,0.041281564737675,0,0,0,0.0199734555442507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199485551675999,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00358109783191817,0,0,0,0,0,0,0,0,0,0.253442456048006,0,0,0.0376811897071043,0,0.179519226340652,0,0,0,0,0.114953492260041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646561563126856,0,0,0.156120485076027,0,-0.00276564750419788,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0202803377474807,0,0,0.135662602744952,0,0,0,0.154209755793725,0.0726884435715473,0,0,0,0.205132657242741,0,0,0,0,0,0.0502774485587444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498549370150792,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0203877057666266,0,0,0,0,0,0,0
X600585.SH,0,0,0.0322693268224536,0,0,0.191185658441266,0,0,0,0,0,0.0287233735367682,0,0,0,0,0,0.0651706143406169,0,0,0,0.192074234401347,0,0,0,0,0,0,0,0,0,0.0756578925994682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235176538858738,0,-0.0139267291123204,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.144599488586997,0,0,0,0,0,0,0,0,0.1276757923603,0.0922891750890781,0,0,0.211016354186084,0,0,0,0,0,0,0,0.152560964139947,0,0.120205628547955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507222548409515,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00822432842039632,0,0,0,0,0.0115443444161535,0,0.187642285826733,0.25452400330628,0,0,0,0,0,0,0.0361886220146615,0.163642433858787,0,0.0726133431933872,0,0,0,0,0,0,0,0.00762142334031216,0,0,0,0,0,0,0,0,0,0,0,0,0.00688992792748951,0,0,0,0.0594920534510094,0,-0.0121284374905125,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.140960061964561,0,0,0,0,0,0,0.0451825975773994,0,0,0,0.0733009706424086,0,0,0,0.0787318880023596,0,0,0,0,0,0,0,0.0168170666502868,0,0,0,0.0264036137373299,0,0.170072865311966,0,0,0.0713853600968292,0,0,0,0.140914665892629,0,0.0452277973550581,0,0,0,-0.0166890461694764,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145939830683825,0,0,0,0,0,0,0,0,0.584375550851349,0,0,0,0,0,0,0,0.0939731840000663,0,0,0,0,0,0,0.0526836606113985,0,0,0,0.11000866277846,0,0,0,0,0,0,0,-0.0414578747104711,0,0,0,0,0,0,0
X601991.SH,0,0,0.104570910530572,0,0.0788949450229967,0,0,0,0,0,0,0,0.131659339961532,0,0,0,0,0.111961967951085,0,0,0.0754108480826082,0,0,0,0,0,0,0.00739313774369324,0,0.0990777572035704,0,0,0,0.204000855477705,0,0,0,0,0.0277377761300132,0,0,0,0,0,0,0,0.00460319089415714,0,0,-0.000891944884931174,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.485965763919026,0,0,0,0,0,0,0,0,0.0601831046144249,0,0,0,0,0,0,0,0,0.132364306929823,0,0,0,0,0,0,0,0.150822152533333,0,0,0,0,0,0,0,0,0,0,0,-0.0189217578985131,0,0,0,0,0,0,0
