,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X600660.SH,X300072.SZ,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X002460.SZ,X600008.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600299.SH,X600219.SH,X600352.SH,X600176.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600578.SH,X000539.SZ,X000027.SZ,X600583.SH,X000786.SZ,X600808.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00153834255194668,0,0,0.023744415658356,0.160478504135116,0,0,0.00324218023410971,0,0,0,0,0,0,0,0,0,0,-0.0258273876960961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271375955246162,0,0,0,-0.0162928834919371,0.00476906747966801,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137890253450007,0,0,0,0,0,0,-0.0440396017985009,0,0,0,0,0,0.0256657859428265,0,0,0,0,0,0.0680264734751897,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102036434970536,-0.0140950640874864,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647859677608353,0,0,0,0,0,0,0,0,0.137910414654148,0.0731060981574937,-0.0502086195849251,0,0,0.00370418071641477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109226651657944,0,0,-0.0171744824100027,0.00114534614703528,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0157917770742222,0,0,0,0.174715318282347,0,0,0,0.0340721595123837,0,0.308603230431631,0.0324210636337383,0,0,0,0.0745623869030966,0.036687526709747,0,0,0.0429903528797844,0.00552964895289448,0,0,0,0,0,0,0,0,0,-0.0822227877995914,0,0,0,0,0,0,0,0,0.0217506544684017,-0.00781739181084847,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00918138187760542,0,0.102247628360944,0,-0.0723644207325431,-0.00882455739212686,0,0.158027464693033,0,0,0,0,0,0,0,0,0,0,0,0,-0.00661022123698026,0.094268817094314,0,0,0,0,0,0,0,0,0.20401921134703,0,0,0,0,-0.0533036843890912,0,0,0,0,-0.0207785761058264,0,0,0,-0.0399982920993438,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0635460572714646,-0.0685271624897199,0,0,0,0.0934013331605691,0,0,0,0,0.0439352315628893,0,0,0.13867223294626,0,0,0,0,0,0.0747553688928857,0,0,0,0,0,0,0,0,0,0,-0.033444274644694,0,0.0771380557895875,0,0,0,0,0,-0.00876111621203361,-0.0177713012063122,0,0,0,0,0,0
X601898.SH,0,0,0,0.0615213599478876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293365265260318,0,0,0.106056020513581,0.029443630969526,0.00115352883422711,0,0,0.0193982611747036,0.000114024436963773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531127995282374,0,0,0.182867864439904,0,-0.00312590820399558,-0.0121907130458385,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0725103221241413,-0.0848388018131587,-0.137918265376908,0.187816783553524,0.180165691239935,0,0.355821680013279,0,0,0,0,0,0.0343872721768339,0,0,0,0,0,0,0,0,0.0443252399036279,0,0,0,0,0,0,0,0,0,0,0,0.143613702663485,0,-0.0629843657668474,0.0490442955614435,0,0,0,-0.0169473392874178,-0.027683740183154,0,0,0,0,0,0
X600688.SH,0,0.341272853734846,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0083364220427545,0,0.0228413210719616,0,-0.00854602902104336,0,0,-0.0173298995057461,-0.0170477955932885,0.0217126213242035,0,0,0,0,0,0.0294880763469061,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687320405783653,0,0,0,0,0,0,0,0,0,0,-0.0188871528562787,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0130893321663457,0,0,0,0,0,0,0,0.0563462511099948,0,0,0.0733762594009219,0,0,0,-0.0309833726206589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036590171969404,0,0,0,0,0,0.000418117096155989,0,-0.0182715481990593,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080928386166592,0,0,0,0.808924698016861,0,0,0,0,0,0,0,0,0.223275375499601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427897686865829,0,0,0,0,0,0,0
X601600.SH,0.0820576115248783,0,0,0.0815068089456955,0,0,0.0355148749686178,0,0,0,0,0.0733520004309661,0,0.0177885351558587,0,0,0,0,0,0,0,0.22461503226431,0,0,0,0.0742523795812288,0.122867295323385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212742628913136,0,-0.0137688926071822,-0.0222584591847068,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.152317281739027,0,0,0.00803184701312224,0,0,0,0,0,0.0138415026741851,-0.0113112707193281,0,0,0,0,0,0,-0.0520529893817779,0,0,0,3.46944695195361e-18,0,0,0,-0.0365563424518487,0,0.119456529415288,0,0,0,0,0,0.0795527103674202,0,0,0.23026047274443,0,0,0,0,0,0,0,0,0.0140910962625751,8.67361737988404e-19,0,0,0,-0.106007516290488,0,0
X300072.SZ,0,0,0,0,-0.252136933162913,-0.417160676248422,0,0,0.644678005384477,0,0,0,0,0,0,0,0,0,0,-0.258533130508682,0,0,0,0,0,0,0,0,-0.380580792716035,0,0,0.240890399741121,0,0,0,0,0,0,0,0,0,-0.282225478947486,0,0,0,0,0,0,0,0,-0.0477953322513375,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682343580895735,0,0,0,0,0,0.0150308123065173,0,0,0.00645735690200987,0,0.190512747035326,0,0,0,0.0639370680364146,0,0,0.0209089698453198,0,0,0,0,0,0,0,0.109243674217488,0,0,0,0,0,0,0.149611429552251,0,0,0,0.0193633999046202,-0.114173368283807,0,0,0,0,0,0
