,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600010.SH,X600660.SH,X600188.SH,X000708.SZ,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000408.SZ,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X601991.SH,X002080.SZ,X600803.SH,X600219.SH,X600795.SH,X600027.SH,X600399.SH,X300037.SZ,X600688.SH,X300073.SZ,X002326.SZ,X600352.SH,X600801.SH,X600157.SH,X000825.SZ,X600516.SH,X600489.SH,X600378.SH,X600141.SH,X000959.SZ,X000807.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118464933431991,0,0,0,0.115562250661236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793464932947883,0,0,0,0,0,0,0,0,0,0.0452353274684236,0,0,0,0,0,0,0,-0.0177647170490215,0,0,0,0,-0.0416562594279969,0,0
X600028.SH,0.173242882192488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488423735303041,0,0,0,0.051605363420336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516257268898398,0,0,0.084926946889652,0,-0.0191752747078333,0,0,0,0,0,0,0,-0.00491539193931473,0,0,0,0,-0.0233366363965238,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.11776233312251,0,0,0,0,0,0.283412964714015,0,0,0,0,0,0,0,0,0,0.0581249284451685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387250066164645,0,0,0,0,-0.0362142816936224,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0183828792904672,0,0,0,0,0,0,0,0,0.0073137816246137,0.00715080986351804,0,0.0173598665275739,0,0.04611724774705,0,0,0,0,0,0,0,0.143493976784013,0,0.0652488257041977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195114256929952,0,0,0,0,0.00900315917524625,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159469886411025,0,0,0.0906864803349692,0,-0.0689538347908872,0,0,0,0,0,0,0,0.0331007206766133,-0.0395860956861486,0,0.231134567992998,0,0,0,0,0,0,0,0,0,0,-0.0166363590528615,0.0196132146913379,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.506038855631696,-0.0267181929235004,0,0,0,0.332046510546294,0,0,0,0,0,0,0,0,0.123915633514751,0,0,0,0,0,0.00722786260342769,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.180789862960479,0,0,0,0,-0.00301727923495847,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.214068791908117,0,0,-0.0784470300598656,0.168819631768613,0,0.0488188952500858,0,0,0.0127466159793931,0,0,0,0,0.248666607782645,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00602558614548951,0,0.052973640898913,0,0,0,0,0,0,0,0.0586934150763036,0,0,0,0,0,0,0.0385570357323085,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.417523406310177,0,0,0,0.15222355198014,0,0,0,0,0,0,0,0,0,0,0,0.0128504251748713,0,0,0,0,0,0,0,0,0,0,0,0.121669444704559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0481886129091053,0,0.0665719660266659,0,0,0,0,0,0,0,0,0.0486492892712066,0,0,0.0827423918474775,0,0,0,0.0099831488691276,0,0,0,0.00128392002482158,0,0,0,0,0,8.67361737988404e-19,0,0.0649340450542234,0,0.129036588725906,0,0,0,0,0.105114484094397,0,0,0,-0.00707123030806184,0.0189004676032831,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.631730881655746,0.228316726815479,0.0203732943691583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603035494479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729769312439373,0.028476857912312,0,0,0,0,0,0,0,0,0.00546764295269921,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.169731225389587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651843571121843,0,0,0.10945061447469,0,-0.0212704613873013,0,0,0,-0.141133362283012,6.93889390390723e-18,0.0844859037854022,0,0,0.0992903914831663,0.500858119115905,0,0,0,0,0,0,0,0.168946394968014,0,0,0,0,0,0,0,0,0,-0.00536137605245638,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0957741661128439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404157043189716,0,0,0,0,0,0,0,0,0,0,0.0136708256067641,0,0.146422597744099,0,0.0513794579073533,0,0,0,0.0735643081751143,0,0,0,0,-0.0137108772512645,0.0366968160065751,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,-0.0552533497618754,0,0,0,0.10350726725259,0,0,0,0,0,0,0,0,0,0,0,0,0.812749174920763,0,0,0,0,0,0,0,0,0,-0.0542814033231133,0,0,0,0,0,-0.0800771457439085,0,0,-0.0184000775094292,0,0,0,0,-0.0244634983571756,0.0144532783762143,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.28710425469276,0,0,0,0,0,0,0,0.123248077066322,0,0.0419430036143747,0.0664023398101168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564819000506747,0,4.33680868994202e-19,0,0.124011101747856,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.02631044711852,0,0,0.0759507607024818,0,0,-0.0432797344108003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550557205736581,0,0,0,0,0,0
X600188.SH,0.0874661908530903,0,0.389648188153739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259907148122536,0.0267968623766713,0.484806224808985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957859535794203,0,0,0,0,0,0,0.0986398186665407,0,-0.0352917924838908,0,0,0,0,0,0.0242050754388443,0.0236437732816419,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0143174447293793,0,0,0,0,0.101839514184822,0,0,0.0967053116332418,0,0,0.12703384798102,0,0,0,0,0,0,0,0,0.0252613344400116,0,0,0,0,0,0,0,0,0,0,0,0,0.105196507127598,0,0,0,0,0.00568486129091202,0.0210606262397857,0.0591368223721686,0,0,0,0,0.0164239964687351,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0157750872895967,0,0,0.0712758775390354,0,0.119593054048068,0.189539705698764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714411429887996,0,0,0,0,0,0,0.181556687014287,0,0,0,0,0,0.309362320584173,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,-0.130716568356884,0,0,0,0,0,0,0,0.0839158982648964,0,0,0.301178455790976,0.258545279693729,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.124408567242594,0,0,0,0,0.150429715377648,0,0,0,0.143557532436544,0,0,0.243238742421326,0,0,0,0,0.295940777298898,0,0,0,0,0.0170279584394731,0,0,0,0,0,0,0
X601898.SH,0,0,0.11361656392963,0,0,0,0,0,0,0,0,0,0,0,0,0.279023113840303,0,0.0189774726432663,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0819368221829238,0,0,0,0,0,0,0.0557873305710959,0.509697551553521,0,0.102982962444701,0,0,0,0,0,0,0,-0.000312697352972669,-0.0905690685577655,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0571893677359577,0,0,-0.00821598792763583,0,0.00636315822036213,0,0,0,0,0.074358524025218,-0.0646054954192747,0,0,0,0,0,0,0,0,0.0171841507248592,0,0,0,0,0,0,0.0198218460485074,0,0,0,0.0403348759872266,0,0,0,0,0,0,0,0.0543563628324349,0,0,0,0,-0.0162064278242767,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.260225319966693,0,0,0,0,0.17238610823041,0,0,0,0,0,0,0,0,0,0.0238448014561183,0,-0.0836211488747752,0.142734906271095,0,0,0.095980350854982,0.105699037962934,0,0,0,0,0,0,0,0,0,0.140266511621558,0.0959702271932834,0,0.0542045532087287,-0.0920050663852974,0,0,0,0,0.00942341188489319,-0.062339062565507,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794883935677863,0,0.0203932981056191,0,0.0366523484029897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150279582851905,0,0,0,0,0,0.0401077443506039,0.0620810350308289,0,0,0,0,0,0,-0.0218111069805663,-0.00971635411372138,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.226910788581076,0,0,0.391511820739184,0,0,0,0,0,0,0,0,-0.163311866908341,0,-0.120190660099882,0,0,0,0,0,0,0,0,0,0,0,0.0262746689707421,0,0,0.162229346720224,0,0,0,0,0,0,0,0.0823020329443013,0,0.0888038211892304,0,0,-0.0538873558138196,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0868963322776301,0,0.0670544258574679,0,0,0,0,0,0,0.0600721942377359,0,0,0,0.0424280469308078,0,0,0,0,0,0.0803329702563735,0,0,0,0.020357390395164,0,0,0,0.104554410950147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158790936538947,0,0,0,0,0,0
