,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000408.SZ,X600803.SH,X601991.SH,X600801.SH,X601699.SH,X600486.SH,X600219.SH,X600141.SH,X000807.SZ,X600295.SH,X002080.SZ,X600027.SH,X000932.SZ,X300073.SZ,X000830.SZ,X600985.SH,X000630.SZ,X601666.SH,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.130274591242568,0,0,0,0,0,0,0,0,0,0.0146748645819262,0,0,0,0,0,0.0215153970339678,0,0,-3.46944695195361e-18,0,0,0,0.0596825257945,0.134995245923206,0,0,0.0679575072910131,0,0.0466751631128753,0,0,0,0,0,0,0.12972175746402,0.00031906424425588,0,0,0,0,-0.0506068805963132,0,0,0,0,0,0
X601088.SH,0.206643757497024,0,0,0,0,0.108217539696145,0,0,0,0,0.176300862968161,0,0,0,0,0,0,-0.0110820767244817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0539833793418286,0,0,0,0.16407473147746,0,0.0463969954763537,0,0,0,0.0485384526396773,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0245166468206704,0,0,0,0,0,0,0,0,0.0210334752179422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294901284820219,0,8.67361737988404e-19,0.0250440192220797,0,0,0,0,0,0,0.0983706371758364,0,0,0,0,0,-0.0511579087291988,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179947953258764,0.0659895904108808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351716470237088,0,0,0,0,0,0,0,0,0,0.0117942996463362,-4.33680868994202e-19,0,0.145500419707334,0,0,0,0.121143905262331,0.00253154145959596,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0648865269430198,0,0.0583894534675148,0,0,0,0,0,0,0,0.0573664781633475,0,0,0,0,0.050229331049989,0.00210339939673969,0,0,0,0,0.336144769541291,0,0,0.0554997610079134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.308031779951647,0,0,0,0,0.093716386148308,0.00727662688886455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941623695295634,0,0,0,0,0,0,0,0,0.361577940000082,0,0,0,0.0754492742435598,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.548152543916197,0,0.162119898802063,0,0.0572417007943728,0,0,0,0,0,0.0522484871582549,0,0,0,0,0,0,0,0,0.00788812828556165,0,0,0,0,0,0.068202050462415,0,0,0,0,0,0,0,0,0.0475933987516761,0,0,0,0,0,0,0,-0.0574487735817022,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.00463141257376197,0.149211536544136,0,0,0.289631961301677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263813311195412,0.0339752011001625,0,0,0,0,0,0.324006150792205,0,0,0,0,0,0,0,0,0.104482592784049,0,0,0,0,0.0218147757407961,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0216969654137325,0,0,0.437392168192006,0,0,0.0380639834300982,0,0.0410549792585486,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.0127276375812979,-0.0767705718538987,0,0,0,0,0.822496918353711,0,0,0,0,0,-0.0409616489177413,0,0,0,0,0,0,0,0,0,0,0,0,0.078604197525942,0.115487951581206,0,0,0.0309748927041738,0,0,-3.46944695195361e-18,0,0,0.0853138361012546,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0344345516582249,0,0,0,0.00344071814431872,0,0,0,0,0,0,0
