,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600886.SH,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X002466.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000883.SZ,X600219.SH,X600352.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000723.SZ,X000027.SZ,X002460.SZ,X000825.SZ,X600098.SH,X600578.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.202540096432859,0,0,0,0.121049128666341,0,0,0,0.0182937321056356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110250836939926,0,0,0,0,0,0,0.0280415353788933,0,0,0,0,0,0,0,0,0,0,-0.0521035423886751,0,0.0291473361756076,0,0,-0.00806693531570728,0,-0.00309291949108346,-0.00121535308335281,0,0,0,0,0,0
X600028.SH,0.410353764872228,0,-0.0128887315253821,0,0,0,0,0,0,0,0.41180981844967,0,0,0,0.0280911116206435,0,0,0.00923225655900551,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469861347719682,0,-0.0878955603485356,-0.0390117323852525,0,0,0,0,0.041703551985204,0.00652617523316017,0.00509428723997945,0,0,0,0,0,0
X601088.SH,0.00615089577759626,0,0,0,0.190895212182184,0,0,0.0368365841631186,0,0,0,0,0,0,0,0,0,0.0683585616025739,0.0211618612250861,0,0,0,0,0,0,0.12896867775926,0,0,0.0374268715269631,0,0,0,0,0,0,0,0,0,0,0,0.00702839127759473,0,0,0,-0.025384381091659,0,0,0.163889459890058,0,0,-0.0137147782054792,0.00357752443918072,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373285805640648,0,0,0,0,0.569305032541993,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164111765364791,0,0,0,0,-0.00214887426469213,-0.0733979419911008,0.0257809030863965,0,0,-0.127863575413202,0.0256062340707872,-0.0392183163144574,0.00915418011739515,0,0,0,0,0,0
X600011.SH,0,0,0.154927186204417,0.142566729331763,0,0,0,0,0,0,0,-0.104852898009522,0,0,0,8.67361737988404e-19,0,0,0,0.05691842201391,0,0,0,0,-0.0503006346770964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272438800673468,0,-0.0552327799222558,0,0,0,0,0,0,0.0394463946338895,-0.0136346561473725,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.318460596731955,0,0,0,0,-0.000259519960329574,0,0,0,0,0,0.179131567676796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123378560512349,-0.102453655103081,0,0.0299212072178668,0,0,0,0,-0.0652966546244619,-0.0111310527069566,0.00603905876559107,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0307468555560705,0,0,-0.0134140348664655,0,0,0,0,0,0.046229535562582,0,0.0350021709686031,0,0,0,0,0,0,0,0,0.15606386213701,0,0,0,0,0,0,0,0,0,0,0.103449838061245,0,0.106589022595567,0,0.0228146780620623,0,0,0,0,0.0405756293516664,0,0,0,0,0.00111440870526246,-0.00402505647942724,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0266197368408697,0,0,0,0,0.102261292500811,0,0,0,0,0,0,0,0,0.0936804202429443,0,0,0.0090335852760514,0,0,0,0,0,0.312992362008829,0,0,0,0,0,0,0,0.158173216174978,0,0,0,0,0.0182419141615188,0,0,0,0,-0.00614855909410698,0.00103028613365669,0,0,0,0,0,0
X300072.SZ,0,0,-0.0510536749835544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231134417047223,0,0,0.00463180355775544,0,0,0,0,0,0,0,0,-0.110181665079109,0,0,0,0,0,0,0,0,0.075159213376327,0,0,-0.0653898825338942,0,0,-0.0281743180590058,0.0474573963324506,0.174140634090463,0.0200613077948175,0.00287937058991944,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299674287395463,0,0,0,0,0,0,0,0,-0.0163941626003879,0,0,0,0,0,0,0,0,0,0,0,0,0.463132935772784,0,0,0,0,0,0,0,-0.0202872933114339,0,0,0,0,-0.0750110323765941,-0.0192506565639201,0.00433471569438498,0,0,0,0,0,0
