,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X002460.SZ,X600362.SH,X600188.SH,X002466.SZ,X600801.SH,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X002353.SZ,X601992.SH,X600176.SH,X600027.SH,X600583.SH,X000723.SZ,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X600489.SH,X600219.SH,X601158.SH,X600612.SH,X000709.SZ,X000883.SZ,X000553.SZ,X000792.SZ,X000630.SZ,X000027.SZ,X002080.SZ,X000629.SZ,X600808.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.000565979458526725,0.0867568872571902,0,0,0.01081771860612,0,0,0,0,0.0192635636282984,0,0,0,0,0,0.223229810398681,0,0,0,0,0.02473084435474,0,0,0,0,0.0451561056683906,0,0,0.185981559731428,0,0,0,0,0,0,0,0,0,0.0132604777843689,0,0,0,0,-0.008613616751794,0.0060595222839775,0,0,0,-0.00428561617889149,0,0
X600028.SH,0.140501630840717,0,0,0,0,0,0,0,0,0,0.115197758903339,0,0,0,-0.00993117898938058,0,0,0.0285446513700947,0,0,0,0,0,0.212729678376276,0,0,0.0415688805351521,0,0,0,0,0,0,0,-0.0064014547352136,0,0.0553384803691117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070457810990912,0.00427351042508869,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0990428383977759,0,0,0,0,0,0,0.270773791990769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100279583645907,0,0,0,0,0,0,0,0,0,0,0.0120618906153502,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0103335165637282,0.0247917619587699,0,0,0,0.0208978970755196,0,0
X600585.SH,0,0,0,0,0.0797770031678144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390864955908777,0,0,0,0,0,0.0250368826901561,0,0,0,0,0,0,0,0.0606828758642067,0,0,0,0,0,0,0,0,0,0,0.0458961675482586,0,0,0.0218576975363111,0,0,0,0,0.0207556293543702,0,0,0,0,0.0613753049678428,0,0
X600309.SH,0,0,0.0659341739350996,0.0529280475170001,0,0,0,0,-0.0211300115655383,0,0,0,0,0,0,0,0,-0.00995155186923618,0.271947967630729,0,0,0,0,0,0,0,0,0,0,0,0,-0.283453003618866,0,0.177173307605188,0,0,0.11521666699586,0,0,0,0,0,0,0,0,0,0.027125840850581,0,0,0,0,0,-0.0328268654464976,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00547772926959847,0,0,0.0303565408542555,0,0,0,0.113516492357112,0,0,0.0548916479346473,0,0,0,0,0,0,0,0,0,0,0,0,0.0614511207976277,0,0,0,0.0592797630454175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129971604665609,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588798935968719,0,-0.0227800895947708,-0.0509127937060866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580888765385803,0,0.904632787311304,0,0,0.190988339819411,0,0,0,0,0,0,-0.0529534497857222,0,-0.192059980293832,0,0,-0.0162723555406196,0.0180224406830429,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.127336503649725,0,-0.0529606242266162,0.0293032126617963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337065709674733,0,0,0,0,0,0.184684225517957,0.0611270422916352,0.133654216024214,0,0.0380719390267538,0,0,0,0,0,0,0,0,0.0804329120391149,0,0,0,0,0,0.11097637627163,0,0,0.0390688491147957,-0.0273875178449809,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.306147552525566,0,0,-0.103252357703718,0,0,0,0.126784715784192,0,0.129866326213865,0,0,0,0,0,0,0.267900519093361,0,0,0,0.171994320831204,0,0,0.233344295782865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108379817763557,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0575086234017585,0,0.0345809757043416,0,0,0,0,0,0,0,0.583418373284443,0,0,0,0,0,0,0,0,0,0.00697809807714188,0,0.0845603591420612,0,0,0.118225444603573,0,0,0.0162453446959349,0,0,0,0,0,0,0,0.0224136651490742,0,0,0,-0.0113112008346292,0,0,0,0,-0.00774445924260623,0.00781527927236753,0,0,0,-0.0196685268424447,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100165815669008,0,0,0,0,0,-0.0923944603331172,0,0,0,-0.0350418840420566,0.024218867321742,0,0,-0.0325749882267247,0,0,0,0,0,0,0,0,0,0,0,0,0.0620718136831502,0,0,0,0,0.0445853916765286,0,0,0,0.0699651124467447,0,0
X600010.SH,0,0,0,0,0,0.111344345240329,0,0,0.156982842383391,0.0400775904821451,0,0,0,0,0,0,0.0455769889914331,0,0,0,0,0,0,0,0,0,0,0,0.0192845341405727,0,-0.062277626914288,0,0,0,0,0,0,0,0,0.00973993266237349,0,0,0,0,0,0,0,0,0.279478143520636,0,0,0,0.0245390701199806,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.000414548966540192,0,0,0,0,0,0,0,0,0,0.0415742931269685,0,0,0,0,0,0,0,0,0.217146694009167,0.185452268234887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979790911296018,0,0,0,0,0,0.00423459686780305,-0.00527239146139328,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.174593866794063,0,0.14192174720028,0.243808797312158,0,0,0,0,0,0,0,0.0298605673745475,0.108228232577107,0.116592241885046,0,0,0,0,0,0,0,0,0.0526412803010506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100567501051507,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141834637599776,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312126331957994,0,0,0,0.34173606699029,-0.052516055660791,0,-0.0594083065161762,0,0,0,0.185198553282091,0.161898114552728,0,0,0,0,0.164171367666324,0,0,0,0.0672230361404866,0,0,0,0,0,0,0,0,-0.0177609340623035,0,0,0,0,0,0,0,0.0346116929368462,0,0,0,0,0.0635093264466259,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0404054365740018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351985411840522,0,0,0,0,0,0.106830492848586,0,0.138232558844192,0,0,0,0,0,0,0,0,0,0,0,0,0.102665160376231,0.0864119760110631,0,0,0,-0.0100232995039893,-0.0158592988927589,0,0,0,0,0,0
X600188.SH,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0473524215853299,0.35764714670605,0,0.151345743805076,0,0,-0.0115839945455919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107795937563951,0,0,0,0,0,0,0,0,0,0,0,0,0.30577469598214,0,0.0172496551801202,0,-0.00217175770918866,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.27914129620859,0,0,0.0576490268709486,0,0,0,0,0.208759537895399,0.610795361176158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162621968838314,0,0,0,0,0,0,0,0,0,0.00137524195057006,0.00486115375083194,0,0,0,0.00154755176854501,0,0
X600801.SH,0,0,0,0.760010108642284,0,0,-0.104661126131785,0,0,0,0,0,0,0,0,0.0464551983537682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151770607965554,0.014693063419193,0,0,0,0,0,0
X600352.SH,0,0,0,0.0292787989877659,0.113329526665001,0,0,0,0.0841986806483608,0,0,0.015654895790707,0,0,0,0,0,0,0.0794428358053246,0,0,0,0,0,0,0,0,0.259000079492486,0,0,0,0.0567989632171196,0,0,0,0,0,0,0,0,0,0,-0.0462122584693082,0,0,0,0,0,0.187478016635997,0,0,-0.00114745257460432,0,0,0,0,-0.00760242148096098,0,0
X000786.SZ,0,0,0,0.072403917539643,0,0,0.0683104785930204,0,0,0,0,0,0,0,0,0,0,-0.0306740021127087,0.14191323962828,0,0,0,0,0,0,0,0.14000021056173,0,0,0,0,0.0481354671327915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601010518730167,0,0,0,0,0,0.00563566755049061,0,0,0,0.0877707811652122,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0143214271432629,0,0,0,0,0,0,0.0967810832895457,0,0,0,0,0,0,0,0,0,0,0,0.0802692973316178,0,0,0.147028476983425,-0.00750796941505636,0,0,0,0,0,0,0,0,0,0,0,-0.00910957241809663,0,0.113504079808545,0,0,0.0124509569986219,-0.00328721356855307,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0141455811999245,0,0,0.173205573050823,0,0,0,0,0.0287065478978265,0.0122973249759718,0,0,0,0,0,0,0,0,0,0.0654820924436516,0,0.0622312361554675,0,0.0473546481648192,0,0.0906930953759498,0.0607022395297718,0.0146673735849574,0,0,0,0,0,0,0,0,0,0,0.0579873123099496,0,0,0,0,-0.0145145947990206,0.005434783586187,0,0,0,0,0,0
X600688.SH,0.549293812747093,0,0,0,-0.0178799607430774,0,0,0,-0.109255300396055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588705929211114,0,0,0,0,0,-0.0486812701875569,0,0.0604600897711893,0,0,0,0,0,0.164876015369936,0,0,0,0,0,0,0,0,0.0335175032382368,-4.33680868994202e-19,0,0,0,0.0617047477618386,0,0
X002271.SZ,0,0,0,0.00793928544913899,0.087554116835992,0,0,0,0,0,0,0,0,0,0.0553513531460816,0,0,0,0.0918047835160077,0,0.131485590770906,0,0,0,0,0,0,0,0.020877737382135,0,0,-0.0910218454602514,0.127910015552483,0.143189376335021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483153595273451,0,0,0,0,0.0445531276270487,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081561067322995,0.188085411603147,0.00789450010398077,0,0,0.0624879452115102,0.370833096588962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675199797199538,0,0,4.33680868994202e-19,0,0,0,0,-0.00884221402947497,0.00990335393945442,0,0,0,0,0,0
X002353.SZ,0.385488444598808,0.0856417312566065,0,-0.151096900657466,0,0,0.0959707894536884,0,-0.172861121294361,0,0,0.0643196730225132,0,-0.132019029332758,0,0,0,0.0146996656660206,0,0,0.215900019784665,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826542901899487,0,0,0,0,0.0971263887638827,0,0,0,0.177709417216711,0,0,0,0,0,0,0,-0.0328496791993592,0.0357102135795284,0,0,0,0,0,0
X601992.SH,0,0,0,0.0357094973991891,0,0,0,0,0.0121700584401908,0,0,0.0405803321514392,0,0,0,0,0.184209669562332,0,0.0416354109428448,0,0,0,0,0,0,0,0,0,0,0,0,0.165497241812613,0,0,0.0211444534910294,0,0,0,0,0,0,0,0,0,0,0.0762709932008567,0.0239828175783535,0,0,0,0,-0.0103900508853797,0.0129855748941436,0,0,0,0,0,0
X600176.SH,0,0,0,0.275166382662307,0,0.353913524696031,0,0,0,0,0,0,0,0.0294159931961805,0,0.0273890941472406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013264481956306,-0.0101107104296701,0,0,0,0.00671587900638655,0,0
X600027.SH,0,0,0,0,0,0,-0.0049080136560133,0.228482743085375,0.0318485452063437,0,0,0,0,0,0,0,-6.93889390390723e-18,0.019305598344857,0,0.207360191066331,-0.029974532385262,0,0,0,0,0,0,0,-0.0236804169066888,0,0,0.00788519482522175,0,0,0,0,0,0,0,0.0391659807525909,0,0,0,0.0638362212368644,0,0,0,0,0,0,0,0.0192449026425173,1.0842021724855e-19,0,0,0,0,0,0
