,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600010.SH,X600027.SH,X600160.SH,X600111.SH,X600803.SH,X002460.SZ,X601991.SH,X000983.SZ,X600426.SH,X000301.SZ,X601699.SH,X000807.SZ,X002466.SZ,X002128.SZ,X000630.SZ,X600219.SH,X000877.SZ,X000933.SZ,X601168.SH,X000786.SZ,X600176.SH,X600985.SH,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002409.SZ,X600282.SH,X002271.SZ,X600348.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.535612385192747,0,0,0,0,0.0424849209004134,0,0.0544136155027883,0,0,0,0,-0.10094172092062,0,0.077353821836362,0,0,0,0,0,0,-0.0183187527806081,0,0,0,0,0,0,0,0,0,0,0,0.0987790641586431,0,0,0,0,0,-0.0250078281342193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.259884803166713,0,0,0,0.0347464901684444,0,0.173103026420676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794332352867627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686457421325672,0,0,0.0141498085111047,0,0,0,0,0,0,0
X600028.SH,0.49474621706926,0.0887955765642198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0145454114479931,0.00896023297397932,0,0,0,0,0.00720818271099509,0,0,0,-0.0332747895721443,0,0,0,0.0282655703710658,0,0,0,0,0,0,1.0842021724855e-19,0,0
X600309.SH,-0.212716353903134,0,0,0,0,0,0,0,0,0,0,0,0.0591363703685693,0,0,0.0472955060788095,0,0,0,0,0,0,0.0675969581782428,0,0,0,0.0658151972850232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112850235973455,0,0,-0.0209777631494989,0,0,0.0170545672264732,0.199639513233772,0,0,0,-0.0126385152863349,0,0,0,0,0.00714054466323897,0,0
X601898.SH,0,0,0,0,0,0,0.0141069677356207,0,0,0,0,0,0,0,0,0,0,0.029623442122345,0,0.0336862184367695,0.0280901096958885,0,0,0,0,0,0,0,0.210878409944297,0,-0.0342385162247304,0.0722335136297242,0,0,0,0,0,0,0,0.270338915559548,0,0,0,0,0,0,0,0,0.0603239433655461,0.0221904808696422,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.125469473296833,0,0,0,0,0,0,0,0,0,0,0,0,0.106142634602792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288378805720748,0.0221019878995712,0,0,0,0.0619303949351989,0,0,0,0,0.158379797103304,0,0,0.23839369946488,0,0.0337586396773201,0.0205581491883553,0,0,0,0,0,0
X600188.SH,0.153004754166326,0,0,0,0.199670034658638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275030217373036,0,0,0.294690057125851,0,0,0,0,0,0,0.0157236495329269,0,-0.0680293661787969,0,0,0,0,0,0,0,0,0,-0.0017481791793499,0.222209566609649,0,0,-0.0498143937255276,0.00959078044990665,0,0,0,-0.0401745470712375,0,0
X600011.SH,0.0348938309925325,0,0,0,0,0,0,0,0,0,0,0,0,0.170125784106095,0,0,0,0,0,0.174813971114732,0,0,0,0,0.353641728748992,0,0,0,-0.0280484348759264,0,0,0.0542883235389114,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0219619236829808,0,0,0,0,0,0,0,0,0.0474104068436865,0,0,0,0,-0.0843017743895099,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122865692809887,0,0,0,0,0,0,-0.142993827615064,0,0,-0.0115119140791042,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566122448659854,0,0,0,0,0.186752217360618,0,0,0,0,8.67361737988404e-19,0,0,-0.132358989068258,0,0.00212212293609443,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215571785907267,0,0,0,0,0,0,0,0,0.24159219474179,0,0.0708824028439217,0.130213630116969,0,0,0.250279462330108,0.1597757242677,0,0,0,0,0,0.0908832837685047,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323822608689349,0.660312415688342,0,0,0,0,0,-0.0888605426460927,0,0,0,0,0,0,0,-0.015079920874149,0,0,0,0,0,0.116325213792911,-0.0149195506788871,0,-0.0134544321019778,0,0,0,0.0884090360205094,0,0,0,-0.040928426553249,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.175179005172379,0,0,0,0,0.0880437026207883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139506182038907,0,0,0,0,0.134628409081852,0,-0.0888993744997104,0.0159535922651829,0,0,0,0,0,0.00680718761031215,0,0.0310017733000213,-0.0641167311049961,0.0508568935024529,-0.0337500782192055,0,0,0,0.0720635300759226,0,0
X600660.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.20567002873077,0,0,-0.00851515605261917,0,0,0.266627636616296,0,0,0,0,0,0,0,-0.114445240279582,0,0,0.0285656939734109,0.0283232936367349,-0.0846164245121883,0,0,0.0737838547665256,0,0,0,0,-0.0420442622766641,0,-0.0499295743110117,0,0,0.0154310858118675,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.400294553848526,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.314343466211682,0,0,0.070311065887959,0,0,0,0,0,0,0,0,0,-0.0226162426784429,0,0,0.0271240298747382,0,0,-0.0219223445849246,0,0,-0.0106663002153541,0,-0.028681289315227,0.0187861028535585,0,0,0,0,0,0,0,-0.0227858548425924,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812013599671069,0,0,0,0.0382894801623657,0,0,0.237260638212078,0,0,0,0,0,0,0.0464264831718063,0,0,0,0,0,0.0544192474109161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421587492183523,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0823858161361449,-0.0423318312896597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605293397518209,0,0,0,0.234201961537615,0,0,0,0.00336946801210242,0,0,0,0,0,0,0,0,0,0,0,-0.0135446165287342,0,0,0,0,0,0
X600489.SH,0,0,0,-0.0410287159109581,0,0,0,0,0,-0.0114399225094465,0.765568533886825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122977983140928,0,0.0379931423310796,0,0,0,0,0,0,0,0,0,0,0,0.0700674681234388,0,0,0,0,0,0,0.0756867284149098,0,0,0,0.00685295179365203,0.0363323122674791,0,0,0,0.0378093739630033,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0371479622999924,0,0,0,0,0,0,0,0,0,0,0.332754006830843,0,0,0,0,0,0.0447696071185267,0,0,0,0.00179037569779708,0,0,0.0327991151338485,0,0,0,0,0.0499218786922589,0,0.280698205440775,0,0,0,-0.0506504842944309,0.117828636305571,0,0.0800406855640972,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530128714186364,-0.118395879229508,0,0,0,0,0,0,0,0,0,0,0,0.0507960489503403,0,0,0,0,0,0,0,0,0,0,0,0,0.020975289761271,0,0.114732747837127,0,0,-0.00628037795376129,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.5195382154845,0.258754480191902,0,0,0,0,0,0,0,0,0,0,0,0.0943671878593049,0,0,0,0.272443246443137,0,0,0,0,0,0,0,0,0,0,0.209271194669974,0,0,0,0,0,0,0,0,0,0,0,-0.0539891521885623,0,0,0,-0.00458684221683448,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0.0497158176646544,0,0,0,0,0,0,0,0,0,0,0,0.0650429041359405,0,0,0,0,0,0,0,0,0,0,0,0.00453617354718661,0,0,0.125830862907644,0,0,0,0,0,0,0,0,0,0,0,0.099794451168796,0,0,0,0.164992457087016,0,0,0,0,0,0,0,0,-0.0481612333302457,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.074558552984423,0,0,0,0,0,0,0,0,0.393279260913721,0,0,0,0,0.114778858283446,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0590763732797863,0,0.112196988827584,0,0.0262260544012604,0.0220470501675828,0,0,0,0,0,0.132128426803522,0,0.0522161165415493,0,0.045202209044733,-0.0224505052935322,-0.0350883593287287,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217237049230174,0,0.123213215901887,0,0,0,0,0.0774165312921821,0,0.0044677079223961,0,0,0,0,0,0.0722506512252322,0,0,0.141642348562356,0,0,0,0,-0.0873307032619654,0,0
