,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000708.SZ,X000301.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X000807.SZ,X600096.SH,X000408.SZ,X600219.SH,X600489.SH,X000933.SZ,X600378.SH,X000723.SZ,X000831.SZ,X600141.SH,X000932.SZ,X002080.SZ,X600348.SH,X600801.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.143908839597425,0,0.0189935778900404,0,0,0,0,0,0,0.0191276613320104,0.0174022347751152,0,0,0,0.00185960474023643,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0500981716920981,0,0,0,0.0832069439313887,0,0,0.0120524014085464,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.138070466179452,0,0,0,0,0.0727522071636807,0,0.0459799418931194,0,0,0,0,0,0,0,0,0,0,0,0.0744851806196906,0,0,0,0.00962984302261563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107874803469775,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0734161653016945,0,0,0,0,0,0,0.121567460704819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13337001245744,0,0.0634329918594018,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478916266533102,0,0,0,0,0,0,0,0,0,-0.0174792210981044,0.0290371641224989,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160279275639413,0,0,0,0,0,0,0,0.258688694119143,0,0,0,0,0,0,0,0,0,0.097544832645329,0,0.0714857724679277,0,0,0,0,0,0.00360607645323117,0,0,0,0,0.292247834589215,0,0,0,0,0,0,-0.0207979836372662,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0353257681984342,0,0,0.0112782063353441,0,0,0,0,0,0,0,0,0.220592179898128,0,0.145782205992229,0,0,0.0793185892535842,0,0,0,0,0,0,0.0247000218199805,0,0,0,0,0.209053007660026,0,0,0,0,0,0,0.0932699092276433,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145192095009951,0,0,0,0.0046528042722827,0,0.313762973826989,0,0,0,0,0,0,0,0,0,0,0,0.143030826542668,0,0,0,0,0,0,0,0.136213113110045,0,0,0,0,0,0,0,0.142468391776149,0,0,-0.00928733876229921,0.0187271828908768,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118886730855347,0,-8.67361737988404e-19,0,0.218585905193959,0,0,0,0,0,0.0424636926578403,0.047606653193576,0,0,0,0,0.053755787062432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793544995003931,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0242006006172941,0,0,0,0,0.571068749617535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00506937532545301,0,0,0,0,0.160581264815272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122004696379004,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.132982461322361,0,0.15241097344394,0,0,0.000780504658928304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110841947498377,0,0,0,0,0.00757929705171001,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.578045225161505,0,0,0,0,0.112882926788857,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00327882424620497,0,0,-0.054165392063189,0,0.0353906951791618,0,0,0,0.114919871605748,0.0185043890398095,0,0,0,0,0.0757458278392914,0,0,0,0,0,0,-0.0486292040104553,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176744253625194,0.053641411219753,0.582971559033801,0,0,0,0,-0.144047466976769,-0.0303496306447518,0,0,0,0,0,0.0518713530158745,0,0,0,0,0,0,0,0,0,-0.022236480805353,0.0482657775024807,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.257206555796675,0,0,0,0,0,0,0,0,0,0,0,0.0131610176185564,0,0,0,0,0,0,0,0,0.156659957806102,0.0382822973947936,0,0,0,0,0,0,0,0.0940892630858618,0,0,0,0,0,0.0966583556545476,0,0,0,0,0,0,0.0496590352203146,0,0,0,0,-0.00883361641522216,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0819014099620273,0,0,0,0,0.0257060477253672,0,0.124562296983988,0,0.0211499580251548,0.00148604498306009,0,0,0,0,0,0,0,0,0.0663704838349823,0,0,0,0,0,0.0156851108842252,0.0554439128409976,0.00967462102549267,0,0,0,0,0,0.161986125190712,0.242555980596301,0,0,0,0,0,0,0,-0.00915527986977121,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.161765423456353,0,0,0,0,0,0,0,0,0,0.0171837549742043,0,0,0,0.174936840109062,0,0,0,0,0.0115454045145276,0,0,0,0,0,0,0.030371503705004,0,0.0347085273239848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682165862241038,0.0183272551075175,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297284333002804,0,0.104062326831911,0,0,0.0927753388221858,0,0,0,0,0,0,0,0,0.120216622459188,0.0651283828985132,0.425789703126392,0,0,0,0.03091919649224,0,0,0,0,0,0,0.229787810908928,0,0,-0.259942950606695,0.0306655759809075,0.0329560811016081,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12866911268365,0,0,0,0,0,0,0,0,0.127129782545582,0,0,0.0552119365645881,0,0,0,0.0213448909217744,0,0,0,0,0.0902954165875216,0,0,0,0,0,0,0,0,0,0,-0.0168667413606996,0.00397562139292897,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881186912815133,0,0.159091652587736,0,0,0,0.233635929463334,0.0625257882811263,0,0,0,0,0,0,0,0,0.0329658807345415,0.167880026888215,0,0,0,0,0.0374876876294272,-0.0546775025696831,0,0.182094737523592,0,0,0,0,0,0,0,0,-0.00296985524918208,0,0,0,0,0,0
