,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X002466.SZ,X601992.SH,X000898.SZ,X600516.SH,X600176.SH,X600111.SH,X002460.SZ,X600352.SH,X000709.SZ,X000629.SZ,X600489.SH,X000786.SZ,X600808.SH,X600299.SH,X600219.SH,X601158.SH,X600801.SH,X000825.SZ,X002271.SZ,X000553.SZ,X000883.SZ,X600157.SH,X600583.SH,X002470.SZ,X002110.SZ,X600985.SH,X600339.SH,X000630.SZ,X601699.SH,X000408.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.12065914484787,0,0,0,0,0,0,0,0.104444950802293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0431711018066962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995205360725444,0.0444534959008691,0,0,0,0,0,-0.00486050585387421,0.0298930175731155,0,0,0,0.0159939613948735,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633803263504133,0,0,0,0,0,0,0,0,-0.00446507999082869,0,0,0,0,0,0,0,0,0.187655772652727,0,0,-0.0348317353610527,0,0,0,0,0.165965973839935,0,0,0,0,0,0.0293207461843733,0.0752032165682674,0,0,0,0.029845397440151,0,0
X601088.SH,0,0,0,0,0,0.172847471246698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705866227432492,0,0,0,0,0,0,0,0,0.0202110526643035,0,0,0,0,0.159841523388007,0,0,0.044493978803684,0,0,0,-0.0639760242133583,0,0,0,0,0,0,0.00732736584584387,0.00676140942040005,0,0,0,0.0352567450875036,0,0
X600585.SH,0,0.0818299182062529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144631405890108,0,0,0,0,0,0,0,0,0,0.204846965720528,0,0,0,0,0.335840128596267,0,0,0,0,0.0414149147417977,0,0,0,0,0,0,0,0,0,0,0,0.00391483181229278,0,0,0,0.0240799098190128,0,0
X600019.SH,0,0,0,0,0,0.0598957132102649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164649021443818,0,0.0575822950790712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872984624361093,0,0,0.289611953384253,0,0,0,0,0,0,0,0.00668060099216231,0.00926441092098013,0,0,0,0.0312327399296919,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187589680351928,0,0,0,0,0,0,0,0,0,0,0,0.167938716561992,0,0,0,0.377991986561112,0,0,0,0,0,0,0.018383289119191,0.210687263887237,0,0,0,0,0,0.0801760578766094,0,0,0.0208502624786983,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512187693921896,0,0,0,-0.0955926204880752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135907572975623,0,0.158081771880371,0,0,-0.122710485184945,0,0,0,0,0,-0.0053601880494598,0.0120188004158115,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494345719127541,0,0.0156916428371287,0,-3.46944695195361e-18,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.213761881707972,0,0,0,0,0,0.0108202482228059,0.136728769637711,0.0147417850618112,0,0,0,0,0,0.00328507161904439,0.00827535696604533,0,0,0,0.024644195294892,0,0
X600547.SH,0,0,0,0,0,0.0753652504605091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153280043475899,0,0,0,0.70233385577055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307916574063842,0.0457250690176125,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27364151662829,0,0,0,0,0,0,0,0,0,0,0,0.0200749750147788,0,0,-0.0103391356497375,0,0,0.168727641017079,0,0.0124836624246781,0,0,0,0,0,-0.0202297935916892,-0.00891536547001342,0,0,0,-2.16840434497101e-19,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0121544379988486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845097677077956,0.225466568351033,0,0,0,0,0,0,0,0.0110339226538593,0,0,0,0,0.0199152677130447,0,0,0,0,0,0,0,0,0.0442981398466486,0,0,0,0,-0.0133941400707027,0.039338201421598,0,0,0,0.0382019192346818,0,0
X600660.SH,0,0.0920925259573611,0,0,0,0.0323868312507836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140253348754054,0,0,0,0.0777267005744654,0,0,0,0,0,0,0.226246438602671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455143406888498,0,0,0,-0.0466287712645079,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358180794753329,0.0711638244635431,0,0,0,0.0319704591485407,0.127350837494149,0,0,0,0,0,0.0231584704427712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467866427672938,0,0,0,-0.0327510714021353,4.33680868994202e-19,0,0.000866688727124047,4.33680868994202e-19,0,0,0,-0.00220735203026422,0,0
X600688.SH,0,0,0,0,0.103057805484056,0,0.0420561239744294,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391554385585561,0,0.124466175592087,0,0,0.0164533293022407,0,0,0,0,0,0,0.0357789140772676,0,0,0,0.0758159515892141,0,0
X600886.SH,0,0,0,0,0,-0.0283840460979947,0.0554117241221362,0,0,0,0,0,0,0,0,0,0.0299610209045823,0,0,0,0.193936365701443,0.0819607456472412,0,0,0,0.156443958649996,0.274480575599147,0,0,0,0,0,0,0,0,0,0,0,-0.177911184707065,0,-0.00317417307484054,0,0,0,0,0,0,0,0,0,0,0.0162219857799949,-0.0370472858889918,0,0,0,-0.042659997721517,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.338592661863932,0.00329888032062817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025431666797138,0.00614449407651204,0,0.0482032767839802,0,0.0118032737862068,0,0,0,0,0,0.0026722456665359,0,0,0,0,5.42101086242752e-20,0,0
X600795.SH,0,0,0,0,0,0,0.167671555587195,0,0,0,0,0.0111865549462637,0,0,0,0,0,0,0.00917946142356613,0,0,0,0,0,0,0.0469083839752028,0,0,0,0,0.0308362693025182,0,0,0,0,0,0,0.0047850942663435,0,0,0.00947335763022691,0.201240186882041,0.00318487423838927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218762707024751,0,0
X600188.SH,0,0,0,0,0,0.0441656114339244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733326877728443,0.00982621177763865,0,0,0.113355695728381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288952375052623,0,0,0.0150155957496186,0,0.028962849143229,0.181170433063849,0,0,0,0,0,0,0,-0.00211827619858445,-0.0104648604062194,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.190694808777891,0.492437641112794,0.314529020217216,0,0,0,0,0,0,0,0.0612086349211765,0,0,0,0.131925102230318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255770439861368,0,0,0,0,0.0291178372052676,0,0,0,0,0,0,0,-0.137996276543926,0.0605982826113355,0,-0.0127156479527531,-0.0298835909473866,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051609876153285,0,0,0.745429680876849,0,0,0,0,0.0748035652792724,0,0,0,0,0,0,0.00866553454476815,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643645145189425,0.023611813176555,0.00885467328881204,0,0,0,0.0485451061509653,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.0856253421789617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441750486239356,0,0,0,0.313934959761104,0,0,0,0,0.17594735581284,0,0.107516856121227,0.034700945655476,0,0,0,0,0,0.0411923843838341,0,0,0,0.173355015793787,0,0,0.0273425806575955,0,0,0,0,0.0303048980456072,0,0
X000898.SZ,0,0,0,0,0.14847901367646,0.0611141193018888,0,0,0,0,0,0,0,0,0.0558377674003303,0,0,0,0,0.0685081304653422,0.118646563571116,0,0,0.078673642394254,0,0.0294590365604906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101376159156683,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0294544161500591,0,0
