,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X600188.SH,X600660.SH,X600011.SH,X000877.SZ,X000301.SZ,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X002080.SZ,X600426.SH,X000408.SZ,X600803.SH,X600219.SH,X002326.SZ,X300073.SZ,X300037.SZ,X000831.SZ,X000786.SZ,X601991.SH,X600795.SH,X600516.SH,X600688.SH,X000959.SZ,X600399.SH,X600096.SH,X600141.SH,X600027.SH,X000825.SZ,X600157.SH,X600352.SH,X600486.SH,X600489.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.122689036668799,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.169258607390654,0,0,0,0,0,0,0.0275822255648324,0,0,0,0,0.0387522419829258,0,0,0.179938446343167,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0190639609242465,0,0,0,0,-0.0255362529281839,0,0
X600028.SH,0.0567598827442471,0,0,0,0,0,0,0,0,0,0,0.0675514306759514,0,0.00266390529174792,0,0,0,0,0,0.0364018402494161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117064970847148,0,0,0.0985743290462229,0,0,0.00777931667925371,0,-8.67361737988404e-19,0,0.0446827933751684,0,0,0,0,0,-0.021470958485654,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.238609804859266,0,0.0643451277909802,0,0,0,0,0.0513617686368349,0.489562697824749,0,0,0,0,0.0300958678102278,0,0,0,0,0.0401013094085384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003382173875335,0,0,0,0,0,0,-0.0109231640334317,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0181229419391491,0,0,0,0,0,0,0,0.0412637608857044,0,0,0,0,0,0,0,0.122066374696514,0.227588308427756,0,0,0,-0.069099564665435,0,0,0,0.0885785352987677,0,0,-0.0322049875254588,0,0,0,0.00474604425998624,-0.0752294305459113,-0.0411821513265896,0,0,0,0,0,0,0,0,0.0323839650603324,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.527752584540191,0,0,0,-0.0418674080237505,0.206612260880376,0,-0.0198365289280886,0.0139203302911782,0,0,0,0,0,0,0,0,0,0,0,0.157759856501919,0,0,0,0.0319850440205306,0,0,0,0,-0.0315958960702234,0,0,0,0,0,0.0677851583141514,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0033645859385668,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.102855963088021,0,0,0.283931742885808,0,0.0688751836655022,0,0,0,0,0,0,0,0,-0.00631524076100534,0,0.0424058354241561,0,0,0,0,0,-0.0804347136160602,0.191125837731253,0,0,0,0,0.112632356435732,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00406107592730378,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.22286763070007,0,0,0.332489850254805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107287996665558,0,0.11371871116095,0,0,0,1.73472347597681e-18,0,0,0.1830455151116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.385486633470498,0,0.104492707125672,0,0,0.0878212285459098,0.0419589210370024,0,0,0,0,0,0,0,0,0,0,0.00895302024985646,0,0,0,0,0,0.168592705439748,0,0.0663206705398116,-1.73472347597681e-18,0,0.0650411931588599,0.0516951697854542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00918358330448301,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0031518267668498,0,0,0,0.0492357803252543,0.111773610705652,0,0,0.209457943182852,0,0,0,0,0,0,0,0,0,0.0419113212925127,0,0,0.0182349913803424,0,0,0,0,0,0,0,0,0,0.00644860133131081,0,0,0,0,0,0,0.197684514204861,0.0261276689858191,0,0,0,0,0,-0.0146479534389277,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.29215436369551,0,0,0,0,0,0.180397861581893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142742187421693,0,0,0,0,0,0,0.031439481110277,0.284278098033064,0,0,0,0,0,-0.0930741209659981,-0.183778279328019,0,0,0,0.238958466729576,0,-0.0311702806755816,0,0,0,0,0,0,0
