,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X600188.SH,X002271.SZ,X000708.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600688.SH,X600219.SH,X300037.SZ,X600399.SH,X002326.SZ,X000786.SZ,X601991.SH,X600795.SH,X600141.SH,X000825.SZ,X300073.SZ,X600352.SH,X600096.SH,X600489.SH,X600516.SH,X600157.SH,X002409.SZ,X000155.SZ,X002407.SZ,X600486.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851555575722384,0.0695908324069871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208272870064821,0.153075606568081,0,0,0,0,0,0,0,0,0,0,0,0.011883579679179,0,0,0,0,0,0.00785021392250136,0,0.175274201533807,0,-0.015835107963343,-0.00389679300493845,0,0,0,-0.0524462292857183,0,0
X600028.SH,0.175625039682147,0,0,0,0,0,0,0,0,0,0,0,0,0.0292756707620034,0.0229712399278256,0,0,0,0.0801067685761642,0,0.0210976418714121,0,0,0,0.0118488698455557,0,0,0,0,0.038972490219515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870462285902667,0,0,0,0,0.0912337700863184,0,0,-0.0229538064419855,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206221736217113,0,0.102891313405064,0.0738820650160926,0,0,0.41123166845976,0,0,0.0790332290966156,0,0,0,0,-0.0195476676329834,0,0.0521567306491482,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0301046710017666,0.0267413253159527,0,0,0.00749330103114908,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.123762359640302,0,0,0.0209768459717385,0.0344220853220781,0,0.110977532103182,0,0,0,0,0,0.215326497068773,0.0476351369611656,0,0,0,0,0,0,0,-0.0891879899622126,0.0572093877113369,0,0,-0.0724384171821884,0,0,0,0.0430757468063445,0,0,0,0.0878563324389551,0,0,0,0,0,0,0.0251322957104035,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.453373239014362,0.0758546150514354,0,0,0,-0.0622262673972893,0,-0.0269290880366258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436723536550011,0,0,0,0.0797313935721717,0,0,0,0,0,0,0,0,0,0,-0.0147080632917225,0,0,0,0.284095520524631,0,0,0,-0.0132795769551942,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00942121077664064,0,0,0,0,0,0,0,0.424018086465629,0,0.0407321865604054,0,0,0,0,0,0,0,0.105425670869551,0.00279116849417914,0,-0.0971458609789283,0,0,0.0290953953284002,0,0,-0.0196832863930837,0,0,0.0903658713571613,0,0,-0.0414712025157249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017719226739654,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.164156999718011,0,0,0,0.337891318058456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252999455693205,0,0,0,0.210801847733944,0.0585968547918484,0,0,0,0,0,0.0941271858635461,-0.182062798583087,0,0,0,0,0,0,0,0,-0.0240853996721921,0,-0.00329232154906255,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.411854990534755,0,0.0603907964707314,0,0.0572676946145387,0,0,0.076958038783074,0,0.1630681077095,0,0,0,0,0,0,0,0.0306890682766512,0,0,0,0,0,0.0564997088332052,0.161785271453996,0,0.053522637787968,0,0,0,0,0,0,0,0,0.00984001583776824,0,0,0,0.02291898150799,0,0,0.00756468165292412,0,0,0,0,-0.00348851834759334,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.148785515691551,0,0,0,0.144302001332553,0,0,0,0,0,0,-0.155758546454417,0,0,0,0,-0.0089443655889158,0,0,0,0,0,0.269544480950863,0,0,0,0,0,0,0,0,-0.0479664582552593,0.0520725151715798,0,0,0,0,0,0,0.279511458670257,0,0,0,0,-0.00838171161035039,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00454153863763231,0,0,0,0,0.107256313260735,0.135943070753317,0,0.0351344907470793,0,0,0,0,0,0,0,0,0,0,0,0,0.109801806991524,0.122761869725236,0,0,0,0,0,0,0,0,-0.00158342728433622,0.276469560098059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
