,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X000708.SZ,X601699.SH,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X000983.SZ,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X600489.SH,X600160.SH,X601991.SH,X600985.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X600219.SH,X002128.SZ,X300037.SZ,X600096.SH,X000027.SZ,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.302055629270916,0,0,0,0.0237773823839442,0,0,0,0,0,0,0,0,0,-0.024371445981849,0,0,0,0,0,0,0,0,0.0863948162487615,0,0,0,0.116949148239123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00928281001178956,0.0503610380880533,0,0,0,0,0
X601088.SH,0.0583619180040288,0,0,0,0,0,0,0.164743841748469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088578828260082,0.217236189794901,0,0,0,0,-0.0187587600462015,0,0,0.10161639181766,0,0,0,0.0215047203589877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808471073290494,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0485985383910974,0,0,0,0,0,0,0.164479643804391,0,0,0,0.0105062561642808,-0.0589854050558421,0,0,0,0,0,0.0332031414734128,0,0,0,-0.0739971526764543,0,0,0,0,0,0,0,-0.0772593063847931,0,0.452220058189934,0,0,0,0,0,0,0,-0.00290832518235336,0,0,0,0,0,-0.0131948389603868,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146999214449054,0,0,0,0.112840190835336,0,0,0,0,0,0,0.179720634540953,0,0.150825335554766,0,0.0481694772376373,0,0,0.0284087443507056,0,0,0,0,0,0.0598037882998685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161464043900117,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.108512752669751,0,0,0,0,0,0,0,0,0,0,0,0.105158059064867,0,0,0,0,0,0,0.315660206014075,0.110066141497387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164430356420432,0,0.221712379438181,0,0,0,0,0,0,0,0,0,-0.00562339499598974,0,0,0,0,0,0
X601898.SH,0.0655807075327144,0.44872076273767,0,0,0.223008436038632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00471624976108277,0,0,0.012307448949274,0,0,0,0,0,0,0,0,0,0,-0.067913750009668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041573966803011,0,-0.0284415817834191,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384709785292999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113262644512271,0,0,0,0.308785815064633,0,0,0.158077245724009,0,0,0,0,0,0,0,0,0,0,-0.00414160268703878,0.00783546448070038,0,0,0,0,0,0
X600011.SH,0.137791653600611,0,0,0,0,0.0194299977103708,0,0,0,0,0.0413113441038321,0,0,0.0433812968575376,0,0,0,0,0,0,0,0,0,0.272610944391016,0,0,0,0,0,0,0,0.110238037392114,0,-0.00618683300778122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00239783079257,0,0,0,0,0,0
X600585.SH,0.195383313523413,0,0,0.0859844941728685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753517743666087,0.146887512818178,0,0,0,0,0,0,0,0.00823216319746443,0,0,0,0,0,0,0.0565754995497954,0,0,0,0,0.0512972326463793,0,0,0,0,0,0,0,0,0,0,0,0,0.00226012970339063,0.0133476385167284,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0200281314470493,0,0,0,0,0,0,0,0,0,0,0.0102703553349508,0,-0.0450483690942938,0,0,0,0,0.169078048179759,0,0,-0.137926869233297,0,0,0,0,0,0,0,0.00950737578682068,0,0,0,0.0630285323353383,0,0,0,0,0,0.0222352562723645,0,0.254194095265224,0,0,0,0,0
