,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600027.SH,X600886.SH,X600157.SH,X600188.SH,X000883.SZ,X600021.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000060.SZ,X600808.SH,X000792.SZ,X000825.SZ,X002470.SZ,X600489.SH,X600547.SH,X600660.SH,X002353.SZ,X000629.SZ,X002075.SZ,X600008.SH,X600578.SH,X600863.SH,X600549.SH,X600307.SH,X000831.SZ,X000012.SZ,X600219.SH,X002004.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.333695708729079,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.105708991930374,0,0,-4.33680868994202e-19,0,0,0.0024372695008431,0,0.0673633620757874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000840846942670918,0,0,0,0,0,0,0
X600028.SH,0.632836778623874,0,0,0,0.0557610594165852,0,0,0,0,0.0952153376744655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00172363683731331,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.247371491838389,0,0.217871882956682,0,0,0,0,0,0,0,0,0,0,0.0454286046620767,0,0,0,0,0,0,0.14186601974912,0,0,0,0,0.0181499566271414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473834718602936,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0649225398382911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253605658056826,0,0,0,0,0.00735922984405502,0.219495928383396,0,0,0,0,0,0,0.168366174740119,0,0,0.0702350619459012,0.0960232741442009,0,0,0.306128393895145,0.114136335792634,0,0,0,0,0.00156868974447651,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0881200229109579,0,0,0,0.0814284982197178,0.141511142528971,0,0,0,0,0,0,0,0,0.0067028792135154,0,0,0,0,0,0,0.0419895996911521,0,0,0,0.0159300298405091,0,0.16859253642195,0,0,0,0,0,0,0,0,0.236387101223862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.304531907035162,0,0,0,0,0,0.027075971221867,0,0,0,0.0786076184746317,0,0,0,0,0,0.221085205817828,0,0.167816477133601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00385919846257534,0,0,0,0,0,0
X600795.SH,0,0,0,0.0729142213899617,0,0,0,0,0.10923355929629,0,0.065668416807695,0,0,0,0.274080075242292,0.144530675329084,0.0160429827011164,0,0,0.0585309455840341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219576402701571,0,0,0,0,0,0,0,0,0,0.0266158303988137,0,0,0,0,0,0
X600585.SH,0,0,0.240679058535228,0,0,0,0,0,0,0,0,0,0,0,0,0.224256021225755,0,0,0,-0.00807518357576516,0,0.0572154179281646,0.096620766141056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551463321858538,0,0,0,0,0,0,0,0.0187353415869441,0,0,0,-0.00257771883447163,-0.00994296945599786,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.198933792784169,0,0.0295940153732683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324712410566155,0,0.0816918462699245,0.0815266972765765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317129257134676,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.227805026995039,0,0,0,0,0.176245795268673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124014891681448,0,0,0,0,0,0,0,0,0,0,0.021493101391228,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.361696674718003,0,0,0,0,0.305988894290673,0,0,0,0,0,0,0,0,0,0.0781511664276651,0.0811017130728223,0,0,0,0,0,0,0,0.0126615087718951,0,0,0,0,0,0,0,0,0,0,0,0.0756824801927305,0.100635660136345,0.037935506423534,0,0,0,0,0,0,0,0,0.00101808384797471,0,0,0,0,0,0,0
X600688.SH,0,0.53736792118846,0,0,0,0,0,0,0,0.0135126655188489,0,0,0,0,0,0,0.0615319822197599,0,0,-0.116840008842361,0,0,0,0.431673167390174,0,0,0,0,0,0,0,0,0,0,0,0.0308437729725798,0,0,0,0,0.117219394613967,0,0,0,0,0,0.0571741805225186,-8.67361737988404e-19,0,0,0,-0.0139081853740439,0.00236502626511771,0,0,0,0,0,0
X600111.SH,0,0,0,0.140149541894203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120159712285696,0,0,0,0,0,0,0,0,0,0,0,0.0391524458082084,0,0,0.00160819263673735,0,0,0,0,0,0.00770355352475199,0,0,0,0,0.0264529917756335,0,0.298023556446995,0,0.0448579070205007,0,0,0,-0.00858979561561094,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0715108027569115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285513070366514,0.0299022631194975,0,0.100848581536814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468377494433591,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0326631988054497,0,0.0369687344425164,0,0,0,0.123297489431285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243549256418248,0,0,0.152277285134902,0,0,0,0,0,0,0,0,0,0,0,0,0.121947358684176,0.390051516433471,0,0,0,0,0,0,0,0,0.00801413754104699,-8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0414308377346484,0.0677165420519624,0,0,0.389522018674148,0,0,0,0.0396755681960319,0,0,0,0,0.0659505367332318,0.0589859701405656,0.120096286269019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00470991884417431,0.00560020953713798,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0164958448217144,0,0,0,0,0,0.0265139311275163,0,0,0,0,0,0,0,0,0.164804761507372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597719380079989,0,0,0,0,0,0,0.36380247283099,0,0,0.0144549540642278,0,0,0,0,0,0.0107525782026238,0.0348011990102753,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0191384843186931,0.0375188701870451,0,0.00603516686344072,0.13187626074944,0,0,0,0,0,0,0,0,0,0,0,0,0.00440517307605955,0,0.00842911562943794,0.0537938452897723,0.0357644410238555,0,0.181933627122504,0.225721738635525,0,0,0,0,0,0.0988480481675631,0,0,0,0,0,0,0,0,0,0,0,0,0.00177904804106739,-0.00749508014922529,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0.165127403218515,0,0,0,0.196848437568771,0,0,0,0,0,0,0,0,0,-0.0607501269325666,0,0,0,0,0,0.278610837963666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35206273934763,0.0566437992278841,0,0,0,0,0,0,0.0208833689635799,0,0,0.0125950896167634,0.0441989540511751,0,0,0,0,0,0
X600583.SH,0,0,0,0.120443299505894,0,0,0.0566079790610377,0,0,0,0,0,0,0,0,0,0.00975815776484762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173801225515381,0.0780023734326437,0.0432427961774918,0,0,0.247498497608637,0,0,0.108835840429654,0,0,0,0,0,0,0,0,0,0,0,0,0
