,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600309.SH,X600795.SH,X600688.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000959.SZ,X601158.SH,X600008.SH,X000723.SZ,X600299.SH,X002460.SZ,X000883.SZ,X002271.SZ,X600219.SH,X600352.SH,X600176.SH,X000630.SZ,X600578.SH,X000792.SZ,X000539.SZ,X600583.SH,X000408.SZ,X600021.SH,X000027.SZ,X600808.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0256240182399012,0,0,0,0.161605954302744,0,0,0.00784337161704525,-0.0006659073496588,0,0,0,0,0,0,0,0,0,-0.02633946723266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299053839965412,0,-0.0172417579996815,0.00541211113502501,0,0,0,0,0,0
X600028.SH,0,0,0,0.045495361975133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136598198493463,0,0,0,0,0,0,0,-0.0521731864206881,0,0,0,0,0,0,-0.0232086353568491,0,0.0405582861672651,0,0,0.0608551423940023,0,0,0,0,0,0,0,0,0,0,0,-0.000841886532660758,0.00332304449901878,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.00781721321309523,0,0,0,0,0,0,0,0,0,0.0147502016505964,0,0,0,0,0,0,0.0867869679688542,-0.00400043684952498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00603017619417831,0,0,0,0,0,0.00895927610237513,0,-0.00922616029962348,-0.0114292124561221,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10574362253732,0.00880915902592776,0,0,0,0,0,0,0,0.188178944061863,0.128022258975684,0,-0.0440787253406135,0,0,0,0,0,0,0.0427484193558584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018640807523199,0.00169033354796311,0,0,0,0,0,0
X600011.SH,0,0,0.272484508452351,0,0,0,-0.0407534239145806,0,0,0,0,0,0,0,0,0.156330305190455,0,0,0,0,0,0.274653724786966,0.00800772583807615,0,0,0,0.0811589970712731,0,0,0,0.089570829386511,0,0,0,0,-0.0449940698256213,0,0,0,0,0.0924866105388927,0,0,0,-0.0821559784810252,0.168102448016924,0,0,0,0,0.0328955305251693,-0.0273056983749,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692695500158934,0,-0.1056728580542,0,0,0,0.165031109880485,0,0,0,0,0,0,0,0,0,-0.0112842442821919,0,0,0.0247876771777342,0,0.117303816914938,0,0,0,0,0,0,0,0,0.0968799702754283,0,0,0,0,0,-0.00580733815549494,-0.00779086761157376,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0730628596663249,0,0,0.145320811464646,0,0,8.67361737988404e-19,0,0.101912968215487,0,0,0,0,0.0196090584531612,0,0,0.0412371164826362,0,0.0432466433443102,0,0,0.0937082607823854,0,0,0,0,0,0,0,0,0,-0.0490241456160457,0,0,0,0,0,0.0581520874906277,0,0,0,-0.0133241439428836,-0.00146317856376132,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396187751348476,0,0,0,0,0,0,0,0.012064705154831,0,0,0,0,0,0,0,0,0,-0.0266375535950082,0,0,0,0,0.0291139116803703,0,0,0,0,0,0,0,0,0,-0.0134324913429453,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392074848290831,0,0,0,0,0,0,-0.148027611867476,0,0.706354226064731,0,0,0,0,0,0.209471972918865,0,0.285617505758812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401508153465673,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0774052999540635,0,0,0,0,0.151260009723748,0.19921379364701,0,0.295661552004416,0,0,0,0,0,0.0930748598097886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210072304431209,0,-0.0139328414785908,0,0,0,0,0.102399812292219,0,-0.0231587876414498,-0.016909153146839,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.00969682248431593,0.000590515477697766,0,0,0,0,0,0,0,0,0.0559062741645049,0,0,0,0.065809387141198,0,0,0,-0.0288968620677484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458357555442072,0,0,0,0,0,0,0,0,0,-0.0193908199432841,0.00205897463178475,0,0,0,0,0,0
X600688.SH,0,0.228394869481112,0,0,0,0,0,0,0.00679628709346549,0.024403718521263,0,0,0,0,0,-0.0317323780959885,0,0,-0.0903740863536872,0,0,0,0,0,0,0,0.0456414309692464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459358058477508,0,0,0,0.0736286840581963,0,0,0,0,-0.0137797833587503,-0.00116959036749497,0,0,0,0,0,0
X601600.SH,0.140143318510621,0,0,0.262432456210646,0,0,0,0,0.027706402427033,0,0,0,0,0,0.0151705588381333,0,0,0,0,0,0.0291201847617424,0.29221182980363,0,0,0,0.129991880545293,0.0884129316599918,0.165454614275473,0.00727318430553544,0,0,0,0,0,0,0,0,0,0.00885856759664331,0,0,0,0,0,0,0,0,0,0,0,-0.0202245951434109,0,0,0,0,0,0,0
