,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X600299.SH,X601992.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X000883.SZ,X600583.SH,X000027.SZ,X600309.SH,X000539.SZ,X600660.SH,X600352.SH,X002466.SZ,X000709.SZ,X000898.SZ,X600098.SH,X000630.SZ,X002470.SZ,X000629.SZ,X600021.SH,X000060.SZ,X600547.SH,X600489.SH,X002004.SZ,X600578.SH,X000012.SZ,X600315.SH,X300072.SZ,X600022.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0695773776558744,0,0,0,0.0787139876477633,0,0,0,0,0.000617729709044813,0.139108925978042,0,0,0,0,0,0.0520238459123028,0,0,0,0,0,0.0498005522335376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0494616891710436,0,0,0,0,0,0.184705795343251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104718350275726,0,0,0,0,0.144695016251273,0,0,0,0,0,0,0,0,0,0,0,0.0376123052511501,0,0,0,0,0,0,0,0,0,0,0,0,0.00109754256656739,0.010429700498936,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.309811622786026,0,0,0,0,0,0,0,0,0,0,0,0,0.129260734681965,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0155637831714814,0,0,0,0,0,0,0.0178095107545786,0,0,0,0,0,0,0,0,0,0,-0.00548123487559258,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156690522009454,0,0.0565513352328453,0,0,0,0,0,0,0,0,0,0,0,0.0771711027477192,0,0,0,0,0.0179791779608963,0,0,0,0,0.0375692862285798,0,0,0,0,0,0.0007466451406515,0.0133903925453386,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0095955477343116,0,0,0,0,0,0.258829576051842,0.0131095290142301,0,0,0.125000001761769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805016395970877,0,0.111728619822933,0,0,0,0,0,0,0,0,0,0,-0.0045287049122333,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.073791387137533,0,0,0,0,0,0,0,0.20735428981051,0,0.046774237295639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366586801153645,0,0,0,0,0,0,0,0,0,0,0,0.023959496192094,0,0,0,0,0,0
X600585.SH,0,0.240365026640378,0,0,0,0,0,0.137602732735126,0,0,0,0,0.0284937409561168,0,0,0,0,0,0,0,0,0,0.00681773356682008,0,0,0.14267159570949,0,0.0424822279183764,0,0,0.0373272817011595,0.0643200702921847,0,0,0,0,0,0,0,0.0188756574509876,0,0,0,0,0,0,0,0,0.0589321467551895,0,-0.0284767646045546,0.00209086788854336,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.118201951460294,0,0,0,0.103507734323964,0,0.00475513017501948,0,0,0.0365043585402739,0.150025769793601,0,0,0,0,0,0.0861486864536294,0,0,0,0,0,0,0,0.0397447300723996,0,0,0,0,0.0845530995331382,0,0,0,0,0.0608560391270701,0,0,0,0,0,-0.017213709265202,0.00575531858623663,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0576924965246848,0,0,0,0.0251859310683306,0,0,0,0,0,0,0,0.090041879213218,0,0.0580032423250141,0,0.0284583082788305,0,0,0,0,0,0,0,0,0,0,0,0.0813108992364486,0,0,0,0,0.0213414125707483,0,0,0,0,0,0,0,0,0,0,-0.0015131100848056,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.183276615055719,0,0,0,0.158910549347579,0,0,0,0,0,0.146195562980677,0,0,0,0,0,0,0,0,0,0,0,0.0210369056527658,0,0,0,0,0,0,0.160764496958903,0,0,0,0,0,0,0,0,0,0,0.0118795973445625,0,0,0,0,0,0,0
