,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X601992.SH,X601600.SH,X600688.SH,X300072.SZ,X601991.SH,X600547.SH,X600309.SH,X600795.SH,X000709.SZ,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X000959.SZ,X600157.SH,X002466.SZ,X600111.SH,X600489.SH,X600339.SH,X000898.SZ,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600008.SH,X000883.SZ,X600219.SH,X600578.SH,X002460.SZ,X000786.SZ,X000983.SZ,X600352.SH,X000401.SZ,X000539.SZ,X000027.SZ,X002092.SZ,X000825.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.254724170662281,0.0405618622353429,0.0673367811976503,0,0,0,0,0,0.0649636628929128,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0349260964352946,0,0,0,0,0,0,0.0511120587597269,0,0,0.0345457688315321,0,0,0,-0.0349229406519406,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0120374126873393,-0.00219259867627206,0,0,0,0,0,0
X600028.SH,0.0375541253796543,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0876545536534426,0.0754029687763083,0,0,0,0,0,0.0763352937765291,0,0,0,0,0,0,0,0,0,0,0.0450011809940667,0,0,0,0,0,0,0.0214841496180285,0,0,0,-0.043818428654516,0.00744662736666538,0,0,0.0650843141459351,0,0,0,0,0,0,-0.00333351003699375,0.0172348261479907,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0771457685908087,0,0,0,0,0,0,0,0,0,0.0309177287158545,0.0247952241735774,0,0,0,-0.0167802606189592,0,0,0,0,0.042673360076593,0.142225968947529,0,0,0,0,0,0,0,0,0,0,0,0,0.00471225684452954,0,0,0,0,0,0,0,0,2.71050543121376e-20,-0.00690236283924615,0,0,0,0,0,0
X600019.SH,0,0,0.101852043824149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518597028984803,0,0,0,0,0,0,0,0,0,0,0,0.238041230601821,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.01567574103543,0,0,0,-0.0989179540682027,0,0,-0.0378124740596735,0,0,0.240420801614151,0.00742047166971728,-0.0116000249372151,0.224819248488789,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.196534693521478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232977042321512,0,0,0,0,-0.329168529986246,-0.0296520697541095,-0.0408611746962815,0,0,0,0.0135719477678471,0,0,0,0.0724764645588377,0,0,0,0,0,0,0.00975797265242769,-0.00608963034376024,0,0,0,0,0,0
X600011.SH,0,0,0.10765776689407,0.108845387798412,0,0,0,0,0,0,0,0,0,-0.120004778342796,0.0386501600693005,0,0,0,0,0,0.18350724505095,0.108584838599576,0.0180704765865108,0,0,0,-0.120195217841919,0,0,0,0,0,0,0,0,0.314676381501763,0,0,0,-0.0132488470654118,-0.0877551810717548,0,0,0,0,0,0,0.0426630796297934,0,0,0.0355052939690034,-0.0120650451958573,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0325980490420639,0,0,0,0,0,0,0,0,0,0,0,0,0.0666415370157146,0,0,0,0,0,0.0827821796654964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436844058494421,0,0,0,0,0.106531580745585,0,0.0268617551012951,-0.00398922842719863,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.00876699568938216,0,0,0,0,0,0,0,0,0.0903101870324587,0,0,0,0,0.00872670809852615,0,0,0,0,0.0798631121604949,0,0,0,0,0.294101990903966,0,0,0,0,0.0326313313393381,0,0,0,0.170101786619651,0,0,0,0,0,0,0.0137612030194422,0,0.000206591886292075,-0.000156027441695683,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319282009666432,-0.00264357156359339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402156275107528,0,0,0,0,0,0,0,0.00415391830677554,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0031470651851581,0,0,0,0,0,0,0,0,0,0,0,0,0.312974155708152,0,0,0,0,0,0,0.0724327603501252,0,0,0,0,0,0,0,0,0,0,0,0,0.157836390578104,0,-0.0576779304096489,0.0790252453153712,0,0,0,0,0,0.144717208463493,0,0,0,0.013183176641136,-0.00701148863478766,0,0,0,0,0,0
