,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600188.SH,X600111.SH,X600362.SH,X600010.SH,X600795.SH,X600886.SH,X601992.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X000898.SZ,X601158.SH,X000709.SZ,X002353.SZ,X600489.SH,X000629.SZ,X600547.SH,X000539.SZ,X000825.SZ,X601699.SH,X600315.SH,X000831.SZ,X000027.SZ,X600660.SH,X600352.SH,X000983.SZ,X600808.SH,X000630.SZ,X000937.SZ,X002470.SZ,X600549.SH,X000959.SZ,X600307.SH,X600578.SH,X600490.SH,X600863.SH,X000960.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0907489586453748,0,0,0.0673246509963271,0,0,1.73472347597681e-18,0.00348512741717983,0,0,0,0,0,0,0,0,0,0,0,0.0229087014484782,0.0375009287120646,0,0,0,0,0,0,0,0.0270495266090858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50178988056372e-06,-0.00823375024336237,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0157100096524147,0.134628579669895,0,0.0516167911594548,0,0.0229972959321757,0,0,0,0,0,0,0,0,0.014366871657058,0,0,0,0.0104189674317134,0,0,0.0974093183285124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149562827030886,0,0,-0.00603576729347077,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0814884927100364,0,0.121156725271784,0.18529544369636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328629950512701,0,0,0,0,0,0,0,0.00444405830627354,0,0,0,0.0743228286237066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.14318497726176,0.0353272711397047,0,0,0,0,0,0.0269088309797514,0,0,0,0.0716930501232715,0.247195614049604,0,0,0,-0.0672567125637734,0,0,0,0,0,0,0,0,-0.0270408167659333,0,0,0.133112431159141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834464188271491,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0255678233698139,0,0,0.180910154963741,0,0,0,0.0425594314790065,0,0,0,0,0,0,0,0,0,0,0,0.0149942523640529,0.0533284415477231,0,0.0196557816024651,0,0,0,0,0,0.0624478088077333,0,0,0,0,0,0,0.0875479330652003,0,0,0,0,0,0,0,0,0,0,-0.0189751416110542,0,0,0,0,-0.0537620846854696,0,0
X600019.SH,0,0,0,0.117237094180494,0.195906044427022,0,0,0,0.0324903582540916,0.0495727951553795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221120394020022,0,0,0.22143176284567,0,0,-0.0580005634008895,0,0,0,0,0,0,0,0,0,0,-0.00521921635751499,0,0.0795244792624771,0,0,0,0,0,0,0,-0.0026454937856052,0.000339958339301582,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0912978589932244,0.20164953747427,0.144712394130891,0,0,0,0,0,0.072153601203166,0,0,0,0,0,0,0,0,0,0,0.0195898106381475,0,0,0,0,0,0,0.16764721678814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736760955289711,-0.00668072884283048,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0603636772081729,0,0,0,0,0,0,0.0152577396477224,0,0.186532178807994,0,0,0,0.00833647088324399,0,0,0,0,0,0.125179482502547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264824799016158,0.128737129968052,0,0,0,0,0,0.00871234703555396,-0.0246854595940325,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0593009489216407,0,0,0,0,0.44733137950919,0.0160893113721017,0,0,0,0,0,0,0,0,-0.0348111897333769,0,0,0,0,0,0.0394643859305503,0,0,0,0,0,0,0,0,0,0,0.0285260465387119,0,0,0,0,0.0688717619730234,0,0,0.0369383211588259,0,0,0,0,0.0069462591039064,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167570625293295,0,0,0,0,0,0,0,0,0,0,0.0144959797175961,0,0,0,0,0,0,0,0,0,0,0,0,0.415597769241553,0,0,0,0,0,0,0,0,0.298531020105075,0,-0.00954493097122614,0.000584101472733453,0,0,0,0,0,0
