,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600489.SH,X000301.SZ,X000708.SZ,X600160.SH,X002466.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X000877.SZ,X600219.SH,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X600985.SH,X601168.SH,X000933.SZ,X002353.SZ,X600352.SH,X002271.SZ,X600378.SH,X600995.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0535666444803529,0,0,0.00616330029625018,0,0,0,0.123355517137249,0,0,0.0366206471553838,0,0,0.158811367974709,0,0,0,0,0.136852833944127,0,0,0,0,0,0,0,0,0.0571331643820895,0,0,0,0,0,0,0,0,0,0.0434660013401726,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129273097017082,0,0
X601088.SH,0,0,0,0,0.376380591803859,0,0,0,0,0.00272169979694633,0,0,0,0,0,0,0,-0.0165280464575251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783047014820026,0,0,0,0,0,0,0,0,0,0,-0.0256034491125917,0,0,-0.0485417555453461,0,-0.0164227633576051,0,0
X600028.SH,0.186971597784193,0,0,0,0.0686061701450302,0,0,0.0411582839652417,0,0,0,0,0,0,0,0,0,-0.0162941534047726,0,0,0,0,0,0,0,0.0495938208622438,0,0,0,0,0,0,0,0,0,0,0,0,0.0029279673274169,0,0.23166606339552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366224349217374,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117928512756476,0.0686868657715528,0,0,0,0.217697438593692,0.00553826005655679,0.0130575093705736,0.0499671465137224,0,0,0,0,0,0,0,0.136854633130475,0,0,0,0.14326392200449,0,0,0,0,0,0,0,0,0,0,0.0335538294416287,0,0,0,-0.0479910435934762,0,0,0,0,0,0,0
X601898.SH,0,0.141742309853935,0,0,0,0,0.0869493688034112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948654655210174,0,0,0.0878383739378379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216594749558293,0,0,0,0,0,0,0,0,0,0,0.0276484399752361,0,0,0,0,-0.044813545604886,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408662383921708,0,0,0.14658736455315,0,0,0.203255025829039,0,0,-0.0378490868875969,0,0.0883871270193652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236489779462088,0.0513021188012873,0,0,0,0,0,0,0,-0.0240306188252895,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.249016264018731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324351596140192,0,0,0,0,0,0,0,0.0971221940686922,0,0,0.0843268486383216,0,0,0.0592217463428642,0,0,0,0,0,0,0.0214214412128749,0,0,0,0,0,0,0,0,0,0,-0.0120339769011631,0,0
X600188.SH,0,0,0,0.153722695782899,0,0,0,0,0,0,0,0,0,0,0,0,0.035255277575715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168953956824796,0,0,0,0,0.32022557124042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657072299562008,0,0,0,0,-0.0219778472381233,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156743206041289,0,0,0,0,0,0,0,0,0.0156212574910979,0,0,0,0.267551065355908,0,0,0,0,0,0,0,0.100654907987309,0,0,0,0,0,0,0.0344081829402919,0,0,0,0,0,0,0,0,-0.0114827986259871,0,0
X601600.SH,0,0.179799429480453,0,0,0,0,0.127082883449061,0,0,0,0,0,0,0,0,0,0,-0.0144048047867868,0,0,0,0,0,0,0,0,0,0.243444945562551,0.0211601599949365,0,0,0,0,0.301213973533137,0,0,0,0,0,0,0,0.303922063554332,0.0868585587540273,0,0,0,0,0,0,0,0,-0.0291288138856945,0,0,0,0,0,0,0
