,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X000629.SZ,X600299.SH,X002466.SZ,X000883.SZ,X600219.SH,X601158.SH,X002353.SZ,X000630.SZ,X000553.SZ,X600985.SH,X600612.SH,X000027.SZ,X000825.SZ,X601699.SH,X600583.SH,X600426.SH,X000401.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644547976733802,0,0,0,0,0,0,0,0,0.00576324557572631,0.0273372622806121,0.0436768959050994,0.0497287277584947,0,0,0,0,0,0,0.0813616709180649,0,0,0,0,0.0698231203387019,0,0,0.00262393792302858,0,-0.00678759569803877,0.012204884888658,0,0,0,-5.42101086242752e-20,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139924081531199,0,0.0763350620932094,0,0,0,0,0,0,0,0,0,0,0,0.0279441769585618,0,0,0,0,0,0,0,0,0,0.0482155897993895,0,0.0561912714015317,0,0,0,0,0,0.0338512381578827,0.107360847613023,0,0,0,-0.0145700060755118,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136054200629462,0,0,0.040131417702176,0,0,0,0,0,0.100908157497786,0,0,0.0226008490721842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00729471887460694,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0119770526476501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344890033482134,0,0,0.0880259913379723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296051198236533,0.0121901753897882,0,0,0,0,0,0,0,0,-0.0130164591284675,-0.00782218896936045,0,0,0,0.0212678153908212,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0163651250245973,0,0,0,0,0,0,0,0,0,0,0.0535951157904087,0.148433757266205,-0.00948371555375283,0,0.0317389728193361,0,0,0,0,0,0,0,0,0.0739619224517716,0,0.00179453481217909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183046231460367,0,0,0,0,0.017520199361583,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254882882023627,0.0252925762038644,0.01035875985898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174803808597112,0,0.0778503636564919,0,0,0,0,0,0,0,0,-0.0098169151451139,0,0,0,0,0.0547275533693577,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.159954436160798,0,0,0,0,0,0,0,0,0,0,0,0,-0.180545287115542,0,0,0,0,0,0,0,0.249143699118808,0,0,0,0,0,0.0459630874665134,0,-0.067246447976487,0,0,0,0,0,0,0,0,0,0,0,-0.0281139182305686,0,0,0,0.00484264430213528,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168202458328609,0,0,0,0,0,0,0.751303677231915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225958383913879,0,0,0,0,0,0,0,0,-0.0493179069606327,0,0,0,0,-0.0616267229641156,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.249055718463007,0,0,0,0,0.128761842732675,0,0,0,0,0.136070573964145,0.108241559488314,0,0.00325908905214061,0,0,0,0,0,0.0311470190824333,0,0,0,0,0.0120304923121394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727510721595704,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0288015974354757,0,0,0,0,0,0.122327194181037,0,0,0,0,0,0,0,0.00954204257521114,0,0,0,0,0,0.0744338520865283,0,0,0,0,0.0225730150012333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243228257502514,0.0873897689773483,0,0,-0.00229975592784769,0,0,0,0,0.00496300351493621,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.113887115033132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545938991207236,0.00276835200467298,0,0,0,0,0,0,0,0,0,0,0.107572527808916,0,0,0,0.128540641831168,0,0,0,0,0,0,0,0.0203272563833569,0,0
X600886.SH,0,0,0,0,0,0.0482611672472033,0,0.0235100641510011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927457983437258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899121167543201,0.109158539920203,0,0,0,0,0,0,0,0,0,0.0108439897703095,0,0.0347668453054001,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0291356499019016,0,0,0,0,0,0,0,0,0,0,0,0,0.0181967578406443,0.166351873671425,0,0,0,0,0.0381927292630265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642194140126457,0,0.0847056763695823,0,0,0,0,0,0,0,0,0,0,0,-0.0144105140713519,0,0,0,0.0259915074870525,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0103887996524458,0,0,0,0,0,0,0,0,0,0.0438660165326564,0.031476105227204,0.087315604919126,0,0.0513292987476701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049257097592929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133721553774674,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.388614856708286,0,0,0,0,0,0,0,0,0,0,0,0.0795781141490688,0,0.0558679744358547,0,0,0,0,0,0,0,0,0,0.00679522506120565,0,0,0,0,0,0,0.0938690447316812,0,0,0.135588898271135,0,0,0,0,0.190005888099967,0,0,0,-0.0231820424740835,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465891175341025,0,0.00210569284913329,0,0,0,0,0,0,0,0,0,0,0.167621834909444,0.16632326828754,0.0817699676102913,0,0,0.0131175265519044,0,0.00828545760559186,0,0,0,0,0.0260298458744742,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874871088441663,0,0,0,0,0,0,0,0.0878897268777475,0,0,0,0,0.151126793522344,0.125124740913485,0,0,0,0,0.164986408871928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207604115338149,0,0,0,0.0031350058543614,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608715724294962,0.0690931337007498,0,0,0,0.0130818100222918,0,0,0,0,0,0,0,0,0,0.1130947613339,0,0,0,0,0,0,0,0,0,0,0,0.0684703175764985,0,0,0,0,0,-0.0106770276365384,-0.0333546270300485,0,0,0,0,0,0
