,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X000786.SZ,X600027.SH,X000723.SZ,X002466.SZ,X002460.SZ,X600516.SH,X600176.SH,X600489.SH,X002353.SZ,X000898.SZ,X601158.SH,X600299.SH,X600583.SH,X000883.SZ,X600612.SH,X600426.SH,X000709.SZ,X600219.SH,X000027.SZ,X000792.SZ,X000629.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0716079051506073,0,0,0,0,0,0,0.0685082163941151,0,0,0,0,0,0,0,0,0,0,0.0950763484714069,0,0,0,0,0,0,0.0123789960351449,-0.0405970252775947,0,0,0,0,0.109254888522397,0,0,0,0,0,0,0.00455928126610134,0,0,0,-0.00893408522926577,0,0,-0.00481130388569602,0,0,0,0,-0.0290442877803443,0,0,0,0,0.00121038634887853,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.019443134891181,0,0.0361890139493307,0,0,0,2.30611820399122e-05,0,0,0,0.115981812763936,0,0,0,0.00661010117864704,0,0,0,0.1009034072958,0,0,0,0,-0.0255835017559637,0,0,0,0,0,0,0,0.0452931017897581,0,0,0,-0.00239091082826547,0,0,-0.0355960608984661,0,0,0,0,0,0.00210993911147143,0,0,0,0,0,0
X601088.SH,0,0,0,0.145690106228434,0,0,-0.0184042261371637,0,0,0,0.0234144952024671,0,0,0,0,0,0,0,0,0,0,-0.0307277149563374,0.116131012083021,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0822249511482508,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385532575384442,0,0,0,0,-0.0264924730235421,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0378028779607398,0,0,0,0,0,0,0,0.351861270792576,-0.00827667905933268,0,0,0.0461214191556739,0,0,0,0,0,0.0099470284612315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572213626770908,-0.00325214349013328,0,0,0,-0.0147233079289652,0,0
X600309.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0935857296739986,0,0,0,0,0,0,0,0.08273446722093,0,0,0,0.0191725078853038,0.0532931280052199,0.0934161865719261,0.011525862951507,0,-0.0881294349466892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224317057510579,0,0,0,0,-0.0094224614584263,0,0
X600019.SH,0,0,0.21529575898469,0,0,0,0,0,0,0,0.0194704708292677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788623824905516,0,0,0,0,0.00829864098457031,0,0,0,0,0.0825655966248273,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0171326279250869,0,0,0,0,-0.028462246556594,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197337570003287,0,0,0.0754239741853951,0,0,0,0,0,0,0,0,-0.0751406661166255,0,0,0.0299711573928407,1.12562310495891,0,0,0,0,0,0,0.0243256976001484,0,0,0,0,0.111426049672447,0,0,0,0,0,0,0,0,-0.0244897341858024,0,0,0,0.00284557221093582,0,0
X600011.SH,0,0,0,0,0.0643987028311499,0,0,0,-0.0411019309731282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808209387653119,0,0.00597587260739604,0.322906926891531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076112791733854,0,0,0,0,0.00890242632759143,0,0,0,0,-0.00645993257203328,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0514312171836198,0,0,0,0,0.0861638768800232,0,0,0,0,0,0,0,0,0.0878365254994315,0.0132074512161107,0,0,0.00129170369906779,0,0,0,0,0,0,0,0.120102004494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503635833041975,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0157167038506915,0,0,0,0.00188857117241797,0,0,0,0.105063990842704,0,0,0,0,0,0,0,0,0.200062203206055,0,0,0.112490443289656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218730084387551,0,0
X000708.SZ,0,0,0,0,0,0,0.160959863806957,0,0.280941834739929,0,0,0,0.0451961399045917,0,0.378993464704101,0,0,0,0,0,0,0,0,0,-0.0293132106982951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327100627983946,0,0,0,0,0.0212157868718209,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574425766653192,0.0440494264695354,0,0,0.140746797687469,0,0,0.0566796563946567,0,0,0,0,0,0,0,0,0,0,0,0,0.209565380786888,0,0,0,0,0,0,0.00315042155285004,0,0,0.0280866383026006,0,0,0,-2.16840434497101e-19,0,0
X600886.SH,0,0,0,0,0,0,-0.137296763244097,0,0,0,0.13198441408329,0,0,0,0,0,0,0,0,0,0,0.200146233631867,0,0,0,0,0.0637244952184611,0.0746527257937259,0,-0.267028795124971,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0149892289935066,0,0,0.122037731475249,0,0,0,0.17145322803303,0,0,0,0,0,-0.012707853811812,0,0,0,0.0767392168081696,0,0
X600660.SH,0,0,0,0,0,0,-0.0364513722945993,0,0,0.14959745212137,0,0,0,0,0,0,0,0,0,0,0,0,0.226360448851702,0.0357076542552407,0.0491879609458553,0,0.0216567186502775,0,0.0313357326884044,0.0828920875204655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000963915312072325,0,0,0,0,0.0060181441611456,0,0
X600188.SH,0,0,0,0,0,0,-0.15257429600359,0,0.150755106086649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259374317335218,0,0,0,0,0.0733579992757829,0,0,0,0,0,0,0.0568615898967909,0,0,0,0,0,0,0.0941574686818209,0,0,0,0,0,0,0,0,-0.0270725699209883,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468438705485158,0.0612413365993949,0,0,0,0.0642162234721611,0,0,0.0911521949964759,0.0435179909249666,0.0929469041731023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934730215542754,0,1.0842021724855e-19,0,0,0,0,-0.000100596318710647,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0466491990611882,0,0,0,0,0,0,0,0,0,0.0468910606239177,0,0,0,0.0241816462955187,0,0,0,0.119687644475673,0,0,0,0,0.00965176982868835,0,0,0.172233377597824,0,0,0,0,0,0,0,0,0,0,0,0.126445564635341,0.0835299333111087,0,0,-0.0166869485582294,0.0110650311644826,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0416576231610766,0,0,0,0.0181900446018421,0,0.0247250844562248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362499725923894,0.0395709856578742,0,0,0,0,0.0538307269312483,0,0,0,0,0,0.0559774865226779,0,0,0,0,0,0,0,0.00113371480345961,0.120384288810172,0,0,0,-0.000696074195543865,-0.00580567832286403,0,0,0,-0.00528576201578898,0,0
X600352.SH,0,0,0,0,0.0456977043256465,0,0,0,0.0617986806067041,0,0,0,-0.146988677157625,0,0.195336016323317,0,0,0,0,0,0,0,0,0,0.000360045087551621,0,0.260587517866202,0,0.0253808956732209,0,0,0,0.0989427481030328,0,0,0.0766403409547797,0,0,0,0.0538471333958188,0,0,-0.0261384679434717,0,0,0,0,0,0,0,0,0.0101670292387879,0,0,0,0,-0.0651961560251869,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150007620952488,0.0270375443404155,0,0.0713595104883382,0,0,0.0507515688941389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561681975000478,0,0,0,0,0,0
X600801.SH,0,0,0,0.0503259234693719,0,0,-0.0428429476116633,0.0101760852810151,0,0,0.0331920351491508,0,0,0,0,0,0,0,0,0,0,0,0,0.0251187556982686,0,0,0.0891437142436059,0,0,0.0835675558200644,0,0,0,0,0,0,0,0,-0.0996784761362382,0,0,0,0,0,0,0,0.0540100336450093,0,0,0,0,0.0010287700777726,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.162004207135709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.137850715197837,0,0.114545565935234,0,0,0,0,-1.73472347597681e-18,0,-0.0613004046378752,-0.164059228841272,0,0,0,0,0,0,0,0,0,0,0,-0.0181952262592063,0,0,0,0,-0.00111803181635309,0,0
X002271.SZ,0,0,0,0,0,0,0.0772225091845692,0,0,0,0,0,0,0,0.0596101124207336,0,0,0,0,0,0.627676141623609,0.182648215487048,0,0,0,0,0,-0.0535337230791327,0,0,0,0,0,0,0,0,0,0,-0.25453137689341,0,0,0,0,0,-0.224891724882843,0,-0.0792606204379966,0,0,0,0,0,0.00975635050154198,0,0,0,-0.054009591829598,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0547185501074071,0.0544452417885369,0.0662062238175972,0,0,0.0640103526287428,0.0794599710392798,0,0.0661946697677002,0,0,0,0,0,0.0996644832366194,0,0,0,0.0903915799818473,0,0,0.147710090110235,0,0,0,0,0,0.0309442077806133,0,0,0,0.0489610230303184,0,0,0,0,0,0,0.0524289502769661,0,0,0.110421350356008,0,-0.00917538923702934,0,0,0,0,-2.16840434497101e-19,0,0
X000786.SZ,0,0,0,0,0,0,-0.0343986296447933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102585649543363,0,0,0,0,0,0,0.115932321884753,0,0,0,0,0,0,0,0,0,0,-0.0561770159853963,0,0,0,0,0.0955714786350417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0676839175916911,0,0,0.665633129919259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121039204982229,-0.00882237213913593,0,0,-0.048132029883508,0,0.0447202328809599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206307101258206,-0.0197297855424413,0,0,0,0.00882672901774173,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.128579897046775,0.127765751361646,0,0,0,0,0,0.130837724755515,0,0,0,0,0,0,0,0,0.0776472585206463,0,0.447358427763358,0,0,0,0,0,0.489670178415578,0,0,0.208913481144188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136903814425639,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.073426021303113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852961090063445,0,0.533932342861535,0,0.0762809066048464,0,0,0,0,0,0,0,0,0,0,0,0,-0.120685927348658,0,0,0,0,0,0,0,-0.0385135934016409,-0.0367393633051944,0,0,0,-0.0201605998763928,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525344284076347,0.423226653431693,0,0.361599788842506,0,0,0.0630002300302386,0,0,0,0,0,0,0,0,0,0,0.0374054264399822,0,0,0,0,0,0,0,0.00608546760472135,0,0,0,0,0.0154054187242738,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146325207586853,0.139562487502337,0.0433115326227028,0,0,0.0565925992723384,0,0.23862202237305,0,0,0,0,0,0,0.396061552074083,0,0,0,0,0,0,0.124405430213629,0,0,0,0,0.156881109394829,0,0,0,0,-0.0511533428247062,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029840704719414,0,0.265212172255344,0,0.156375504158878,0,0.125997049835051,0,0,0.0727115158336119,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.040668881266872,0,0,0,0,0,0,0,0,0.00841342383135734,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.242835814175893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175429078120921,0,0,0,0,0.0538488846509165,0,0,0,0,0,-0.00625200789401189,0,0,0,0,0,0.349414828770428,0,0,0,0,0,0,0,0,0,0,0,0,-0.144824731413533,0.162936752125387,0,0,0,-0.0418091225530258,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.121158422589706,0,0,0,0,0,0.251856333045057,0,0,0,0,0,-0.0330544681708594,0,-0.038373928669999,0,0.10037180967907,0,0,0,0,0,0,0,0.208568290874914,0,0,0,0,0,-0.0871568235278328,0,0,0,0,0,0,0,0,0.00958814420162004,-0.0067522257975698,0,0,0,0,0,0
