,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000877.SZ,X600426.SH,X000983.SZ,X600027.SH,X002271.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600176.SH,X000630.SZ,X600612.SH,X000933.SZ,X000932.SZ,X300037.SZ,X600348.SH,X600219.SH,X002128.SZ,X600995.SH,X600688.SH,X601168.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.473554863974601,0.263039075646706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108998031415579,0,0,0,0,0,0,0,0,-0.0606067885528714,0,0,0,0,0,0,0,0,0,0,0.0752938627063575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102006845804778,0,0,0,0.0297369951943185,0,0
X600028.SH,0.590436779662673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010586637166711,0,0.0325048819641377,0,0,0,0,0,0,0,0,0,0,0,0,-0.109391679459631,0,0,0.101241581360028,0,0,0,0,0,-0.00973814389413567,0,0,0,0,0,0,0
X601088.SH,0.124391214044922,0.0256452323495185,0,0,0.132319103247343,0,0.235488180432453,0,0,0,0,0,0,-0.0213779809156446,0,0,0,0,0,-0.0310900187818118,0,0,0,0,0,0.0249605214492633,0,0,0,0,0,0,0,0,0,0,0.0328355180577315,0,0,0,0,-0.165916515993015,0,0,0,0,0,0,0,0,0,0,0.00987553033219478,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.236841947382797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566612158274717,0,0,0.319894898905576,0,0,0,0,0,0,0.0753695743756603,0,0,0,-0.100222930931722,-0.0810717058340904,0,0,0,0.121183510261312,0.144045499614768,0,0,0,0,0,0,0.123246761616807,0,0,-0.0197951941036478,0.0323839917222586,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0236281303997171,0.216193566113483,0,0,0.0182438462834113,0,0,0,0,0,0,0,0.245437091588581,0,0,0,0,0,0,0,0.0991701190541736,0,0,0,0,0,0.0199167454259763,0.125721465207634,0,0,0,0,0,0,0.203105352780485,0,0,0,0,0,0,0,0,0,0,0,-0.00122981398679278,-0.0076719495158788,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0352914917488109,0,0,0,0,0,0,0.0225623055355825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953917421892932,0,0,0,0,0.0449780124853264,0,0,0.271554996349468,0,0,0,0,0.254488546718823,0,0,0,0,0,0,0.0799315405675519,0,0,0,0.00382778573510468,0,0.17419505207307,0,0,0,0,0
X601898.SH,0.108256176914133,0,0,0,0.280661117077637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532761415920961,0,0,0,0,0,0,0,0,0.0655683171058213,0,0,0,0,0.0315088514436476,0,0,0,0,0,0,0,0,0,0,0,-0.00223399406282786,-0.00870984449993959,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00552058374170538,0.177425999713415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291462732017771,0,0.0932141234926907,0,0,0,0,0,0,0,0.0472906561082819,0,-0.0276909295302445,-0.118339724090266,0,0,0,0,0,0,0,0,0,0,0,-0.00988164830632092,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.111485582230174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348853823405165,0,0.0332538237982748,0,0.223602340585416,0,0,0,0,0,0,0.0804447342597845,0,0.0581447550589397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643909131403157,0.00569382913318339,-0.0154118164898869,0,0,0,0,0
X600547.SH,0,0.0535143708805893,0,0,0.0910162825990173,0,0,-0.00346206223600256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017941256985352,0,0,0,0.56407212921336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371861305625829,0.00674215823653759,0,0,0,-1.0842021724855e-19,0,0
X600886.SH,0.0219027774450461,0.0992887462265234,0.253761176140349,0,0,0,0,0.126389428288871,0,0,0,0.120549870421561,0,0,0,0,0.167120111388016,0,0,0,0,0,0,0,0,0,0,0,0.0442968271214617,0,0,0.0272677809409952,0,0,-0.047802476976825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118774887647155,0,-0.00743497803671121,0.0226251971037104,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0954477623639457,0,0,0,0.0133972440447669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403579823806644,0,0,0,0,0,0,0,0,0.142119590328487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106143535308807,0,0,0,0.0869926313221731,0,0
X601600.SH,0,0,0,0,0,0.173621105652532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823904724235476,0,0,0.114176224708744,0,0,0.304767185479365,0,0,0,0.0473900833353613,0.024702801484532,0.0813370403318968,0,0,0,0.101254868484088,0,0,0,0.215845399223043,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0376009447683116,0,0,0,0,0,0.757770543051042,0,-0.0188307059926512,0,0,0,0,0.0599093342809923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024203162667074,0,0,0,0,0,0,0,0.0154080228464643,0,0.00448079289966421,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0878704873020849,0,0,0,0,0,0,0,0.241399744193218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129154022922473,0,0,0,0.0256360910943943,0,0,0,0.128090780438963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492116973877681,-0.0072904611444643,0,0,0,0,0,0
X002460.SZ,0.05721429865555,0,0,0,0,0,0,0,0,0,0,0,0,0.757357591502771,0,0,0,3.46944695195361e-18,0,0.14256952474848,0.0856694576803327,0,0,0,0,0,0,0,0,-0.178714449242356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679804320492762,-0.00889553123085538,0,0,0,0,0,0
X600795.SH,0.0530611135823809,0,0,0,0,0,0,0.0312716731315466,0,0,0.408006663936101,0,0,0,0,0,0,0.0368763434478405,0,0,0,0,0,0,0,0,0,0,0,0,0.124356582978044,0,0,0,0,0,0,0,0.0495061602956025,0,0.199871976743729,0,0,0,0,0,0,0,0,0,-0.0131951818433306,0,0,0,0,0,0.0376929380912139,0,0
X601699.SH,0,0,0.00313356502245137,0,0.327262871323832,0,0.169898781737296,0,0,0,0,0,0,0,0,0,0.04883487803276,0,0,0,-0.0550243294655019,0,0,0,0,0.099768630518397,0,0,0,0,0,0,0,0,0,0,0,0,0.0385269279198055,0.0192358836197645,0,-0.0179994498974297,0,0,0,-0.00357317011135851,0,0,0,0,0,0,0.0109446382863542,0,0,0,0.0174971253758366,0,0
X000708.SZ,0,0,0,0,0,0.220386640409932,0,0.155092748581572,0.0729265390722995,0,-0.15257580459448,0,0,-0.0676672174577545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342239734892094,0,0,0.161246609515878,0,0,0,0,0,0.0808994559080549,0,0,0,0.0874492264995652,0,0,0,0,0,0,0,0,0,0,0.00730466756484414,0.00559424749675712,-0.060631092705071,0,0,0,0,0
X600111.SH,0.0747628908508444,0,0,0,0,-0.118198597145684,0,0,0,0,0,0,0,0.146236046792019,0,0,0,0,0,0,0.0986745379216479,0,0,0,0,0,0,0,0,0.0057119982377102,0.116712685276229,0,0,0,0,0,0,0.0754663090878041,0.0313194824629309,0,0,0,0,0,0,0,0,0,0,0.211654526922968,0,0.026912036950312,-0.0274048045780974,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0150211537398055,0,0,0,0.052501235882777,0,0,0,-0.0959725280266552,0.0463925449471215,0.488632503971678,0,0.113856621889335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328240603042152,0,0,0.019262485108153,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0174238214306385,-0.0265945671889613,0,0,0,0,0,0
