,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X600362.SH,X601600.SH,X600801.SH,X600010.SH,X601898.SH,X600489.SH,X000786.SZ,X600352.SH,X600111.SH,X600176.SH,X600188.SH,X601991.SH,X600299.SH,X600426.SH,X600795.SH,X600529.SH,X600688.SH,X002466.SZ,X002080.SZ,X600027.SH,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X000301.SZ,X600126.SH,X600486.SH,X000932.SZ,X000878.SZ,X000723.SZ,X000027.SZ,X600516.SH,X601158.SH,X002075.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0416961665609349,0,0,0,0,0,0.047148597121728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621636778012665,0,0,0,0,0,0.0298305539750922,0.0757395012208909,0,0,0,0,0,0,0.00306877311506084,-0.000327468715363083,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059718931563107,0,0,0,0,0,0,0,0.0220867728521887,-1.0842021724855e-19,0,0,0,0,0,0.076314100982694,0,0,0,0,0,0.105703280319223,0,0,0.0043565657353275,0,0,0,0,0.000140707046499106,0.00589787192509393,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251638221443127,0,0,0,0.0391116806785516,0,0,0,0,0,0,0,0,0,0,0.00480594239392722,0.0515567138332591,0,0,0,0,0,0.0361840574409282,0,0,0,0,0.200846436914648,0,0,0,0,0,0,0,0,0,0.000586408033845085,0,0,0,0,0,0
X601088.SH,0,0,0,0,6.93889390390723e-18,0.0125398278783898,0,0,0,0.0124097381210936,0,0.0111901913475375,0,0,0,0,0,0,0,0,0,0,0.0701269353810571,0,0,0,0,0,-0.00539778102041796,0,0,0,0,0,0.113078423103632,0,0,0,0,0,0,0,0,0.05629053028408,0,0,0,0,0,0.017616423163436,0,0.00995233226031527,0.00671939181183937,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.115769044525063,0.0677179985663068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231633432998961,0,0,0,0,0,0,0,0,0.0474784294553306,0,0,0,0,-0.0343247171153434,0,0,0.0741655565174049,0,0,0,0,0,0,0,0.00145715406877068,-0.0189525799602178,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701711302389307,0,0,0,0,0,0,0.112226044150814,0,0,0,0,0.00726491211758305,0,0,0,0.0143820416848059,0,0,0,0,0,-0.0311422566880971,0,0,0,0,0,0,0,0,0,-0.0432266431499488,-0.0093929100146231,-0.0146365034407678,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110086623190892,0,0,0,0,0,0,0,0.0443526078322082,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0259842945372472,0,0.0755890574219349,0,0,0,0,0.113335468654999,0,0.133180432467495,0,0,0,0,0,0,0.00398483466712854,-0.00646841360702698,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14757636032351,0,0.0546459766809025,0,0.0307406361314542,0,0,0,0,0.13383637924978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170203671831718,0,0.138402511820841,0,0,0,0,-0.00778166818678177,-0.00920731147245431,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0551470668009704,0,0,0,0,0.064555224191835,0,0,0,0,0,0,0,0,0,0.279112290781143,0,0,0,0,0,0,0,0,0,0,0.110076687806666,0,0,0,-0.0527202279502333,0.0612958394497181,0.0849009833059327,0,0,0,0.0126721168540656,0,0,0,0,0,0.178678600594711,0,0.0695033635517178,0,0,-0.0111372661029827,-0.0213412746724371,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306630464585396,0.0406536505729944,0,0.0241813639799443,0,0.15213753160369,0,0,0,0,0.153358920720684,0.187198936005889,0.0283821110831143,0,0,0,0,0,0.0192406598052485,0,0,0,0,0,0,0,0,-0.0177671133080773,0,0,0,0,0,0
