,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X300072.SZ,X601600.SH,X600188.SH,X600547.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600886.SH,X600111.SH,X601992.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000898.SZ,X600352.SH,X600583.SH,X000408.SZ,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600126.SH,X002470.SZ,X600021.SH,X000630.SZ,X000012.SZ,X600098.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0430491620141924,0,0,0.027343523093464,0,0,0,0.0272878993601205,-0.00510120098129526,0,0,0,0.0396974411785278,0,0,0,0.00993387098377779,0,0,0,0.0123278450443723,0,0,0,0,0.0305140903046168,0,0,0,0,0,0,0,0,0.0490682417269524,0,0,0,-0.00409559662082725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0519261438367396,0,0,0,0,0,0,0,-0.00927251863332917,0,0,0,0.0659964044092208,0,0,0,0,-0.0143805768358675,0,0,0,0.0514234401639644,0.00716929727509292,0,0,0,0,0,0,0,0,0,0.00604755211035186,0,0.000540334767111198,0,0,-0.0275523150038031,0,0,0,0,0,0,0.0689172014042806,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00833667404592287,0.0727979847641808,0,0,0,0.126894805243621,-0.0203071373604725,0,0,0,0,0,0,0.0374792688187476,0.0477649078411277,0,0,0,0,0,0,-0.00665991057769993,0,0,0,0,0,0,0,0,0.0287074934944962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162590163508563,0.062328199102016,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0248697527448469,0,0.104927399648996,0,0,0.102090355744868,0,0,0,0,0,0,0,0,0,-0.0307052326400397,0,0,0,0,0,0,0,0.112991376171795,0,0,0,-0.0310389967449755,0,0.0945092086023348,0,0,-0.134277686900708,0,0,0,0,0,0,0,0,0.0274591278804409,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0291458014024315,0,0,0,0,0,0,0,-0.0146492487035662,0,0,0,0.0167596491605594,0,0.0923943628238457,0,0,0,0,0,0,0,0,0,0.00956151708403842,0.0639137686149761,0,0,0,0,0,0,0,0.0868892866245389,0.0902016556921111,0,0,0,0,0,0,0,0.0288009758289887,0,0.0718703258262422,0,0,-0.00929736369267484,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0301398173935674,0,0.146978995093154,-0.0152723671968871,0,0,0,0,0,0,0,0,0,0.174672729541301,0,0,0,0,-0.191678723350195,0,0,0,0,0,0,0,0,0,0,0.126222531989308,0,0,0,0,0,0,0,0,0.0140698000078687,0,0,0.0435544683786539,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0701918883077759,0,0.105111006066133,0,0,0,0,0.123512373860404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455205956894568,0,0,0,0,-0.0318615075463856,0,0,0,0,0,0,0.266324838494635,0,0.0167424524315793,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.09177599705896,0,0,0,0,0.0470532455200516,0,0,0,0,0.0263572234580941,0,0,0,0,-0.0576007396380602,0,0,0,0.0471218998482467,0,0,0,0,0,0,0,0,0,0,0,0.0925805144202388,0,0,0,-0.00623933688062526,0,0.0921659211584246,0.078819408594223,0,0,0,-4.33680868994202e-19,0,0.00437318033556757,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0102723096745996,0,0.00287803049266693,0,0,0,0,0.033907007440855,0.0690904132087162,0,0,0,0,0,0,0,0,0,0,0.00502956577050636,0,0,0,0.0449964147716209,0,0,0,0.00838852766332688,0.0392024657703339,1.35525271560688e-20,0,0,0,-0.0101040506236586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
