,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000709.SZ,X000786.SZ,X600489.SH,X002271.SZ,X002460.SZ,X600516.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X601699.SH,X600985.SH,X600583.SH,X000027.SZ,X000401.SZ,X000301.SZ,X600339.SH,X600612.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.163573315335067,0,0,0.0120698345059352,0,0,-0.00736235913763914,0,0,0.0418661119637118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240483576051787,0,0,0,0,0,0,0.0669431104714115,0.0263374808111978,0,0,0,0.00671310746348679,0,0,0,0,0,0,0,0,1.70840187832522e-05,0,0
X600028.SH,0,0,0.0847826211748721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442949741169512,0,0,3.46944695195361e-18,0,0.00645744448946704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373262934056833,0,0,0,0,0,0,0,0.0199575372836828,0,0.0198259417376028,0,0.17829361061896,0,0,-0.0236224681405755,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00611778491067006,0,0,0,0,0,0,0,0,0.125229522225207,0,0,0,0,0.155724198624758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328520913950416,0,0,0,0,0,0,0,0,0,0.0190092272489381,-0.099206097587428,0,0,0,0.0055622706969821,0,0
X600585.SH,0,0,0,0,0,0.154473179193732,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690697195535713,0,0.0257779114187647,0.473785260553343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785404512888239,0,0,0,0,0.0147587065209911,0,0
X600019.SH,0,0,0.16637164188936,0,0,0.017154915465819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443193082934168,0.182731634513715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112937321628673,0,0,0,0,0,0,0,0,0,-0.0193497551808995,0,0,0,0.00901081272928135,0,0
X600309.SH,0,0,0,0.144390573774203,0,0,0.0776905343369624,0,0,0,0,0,0,0,0,0,0,0,0.193532383322483,0.0077451523639842,0,0,0,0,0,0,0,0,0,0,0,0.0557371366092923,0,0,0,-0.0323686403105852,0,0.123243836375442,0,0,0,0,0,0,0.431791954018722,0,0,0,0,0.0480725176205941,0,-0.00494453473657449,-0.0117458118453392,0,0,0,0.0193265641802344,0,0
X600011.SH,0,0,0,0,0,0.0878361165963918,0,0.043479692098463,0,0,0,0,0,0,0,0,0,0,0.0432849543732207,0,0.0571119224483959,0,0,0,0.286015135725699,0,0,0,0,-0.00863776910037227,0,0,0,0,0,0,0,-0.0257714496118124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666425707416823,0,0,-0.0748763285280256,0,0.0226704947832958,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783405768148324,0,0,0,0,0,0,0,0,0.0524092703177464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110478614379895,0,0,0,0,0.0254607690870464,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.352706594296013,0,0,0,0,0,0.0751113845131203,0,0,0,0.0927393626353414,-0.054042339247201,0.128872622242287,0,0,0,0,0,0.0340004288987218,0,0,0,0,0.0340696488877256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251212930830718,0.0771222675450734,0,0,0,-0.0280229452876277,0,0,0,-0.0241975796700605,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149158321725707,0,0,0,0.018863003941888,0,0.0605039502872495,0,0,0,0,0,0,0,0,0,0.11761116533645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287257028392406,0,-0.00123514882585494,-0.024167885043078,0,0,0,0,0,0
X601898.SH,0,0,0.0351751553184742,0,0,0,0,0,0,0.0735506940938415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137751623788313,0.141029044337876,0,0,0,0,0,0,0.0125218925442251,0,0,0,0,0,0,0,0.0288393433683175,0,0,0,0,0.144924390051523,0,0,0,0,0,0,-0.0208661916483098,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0304589756866252,0.022356545398833,0,0,0.149153838385291,0,0.20296091560277,0,0,0,0,0,0,0.0644982542035738,0,0,0,0,0,0,0,0.00226480641348433,0,0,0.013744884784872,0,0,0,0,0.00701052413252628,0,0,0,0.0249903825856048,-0.0718064263766753,0,0,0,0,0,0
