,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002466.SZ,X002075.SZ,X600126.SH,X600426.SH,X000401.SZ,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600583.SH,X600486.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.058774566909446,0,0,0,0.293338764679392,0,0,0,0,0,0,0.0249792526921417,0,0,0,0,0,0,0,0,0,0,0,0,0.022169951186046,0.0309960498940969,0,0,0,0.00862714704635281,0,0,0,0,0,0,0,0.0858615785539686,0,0,0,0,0,0,0.00493968469920913,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0223770952790207,0,0,0,0,0,0,0,0,0,0,0.0242606917969793,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423973255161057,0,0,0,0.0391161920945042,0,0.027773612551164,0,0,0,0,0,0.021766074998202,0.00751273611467028,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.114194752048904,0,0,0,0,0,0,0.000314158685471825,0.0123744294930333,0,0,0,0,0,3.46944695195361e-18,0,0.078587113083655,0,0,0,0,0.000165205690916334,0,0,0,0,0,0,0.224075423740414,0,0,0,0,0,0,0,0,0,0,0,0,0.0128851317878889,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00629339004345578,0.371313929171436,0,0,0,0,0,0,0.128514500627316,0,0.0823356887344561,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.192168538914275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174232144495257,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0519012062896881,0,0,0,0,0,0,0,0,0,0.0641486539966336,0,0,0,0,0,0,0,0,0,0.0337217448967995,0,0.0644152059028353,0,0,0,0,0,0,0,0,0,0,0.0730326234223138,0,0.191577216884555,0,0,0,0,0,0.0318104520879672,0.017377982941911,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.108578130941621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114605990005236,0,0,0.865189560447019,0,0,0,0.0520794581384008,0.0670652173874281,0,0,0.0412347014358924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339973684802127,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0419207686907847,0,0,0,0,0,0.182681373450828,0.240835791203051,0,0.00876212215332469,0,0,0,0.0015498768571556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573200713590938,0.0424084698606926,0,0,0,0,0.00130691856059169,0.0023989691994088,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0428837283659901,0,0,0,0,0,0,0,0.0733185713404136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539887821144152,0.145474263713755,0,0.0514617391884467,0,0,0,0,0,0,0,0,0.236411972927881,0.172484005033608,0,0,0,0,0.0171541553844109,-0.0104562502509425,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0103226632418619,0,0,0,0,0,0,0,0,0,0,0.0295071555987257,0.078992276428454,0,0,0,0,0,0.0191783070637634,0,0.0714830217290008,0.59797993339959,0,0,0,0,0,0,0,0,0,0.11639938231025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217927226206405,0.00332449064901836,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.12472251331703,0.326233650795886,0,0,0,0,0,0,0,-0.0398780518491728,0,0,0,0,0,0,0,0,0.0267699138129026,0.176814676910074,0,0,0,0,0.0548710538658545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198770100567137,0.0113424287519982,0,0,0,0,0,0
