,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X600188.SH,X000786.SZ,X600010.SH,X600111.SH,X600426.SH,X002466.SZ,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X600803.SH,X000027.SZ,X600352.SH,X600489.SH,X600801.SH,X600219.SH,X600688.SH,X000932.SZ,X000408.SZ,X000898.SZ,X000825.SZ,X000807.SZ,X000959.SZ,X002353.SZ,X601699.SH,X600315.SH,X300037.SZ,X600157.SH,X000830.SZ,X600486.SH,X002080.SZ,X600299.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693860464020019,0.0336040503008469,0,0.0739180823051259,0,0.115483297388434,0,0,0,0,0,0,0,0,0,0,0,0,0.136002034617523,0,0,0,0,0,0.0368904542347097,0,0,0,0,0,0,0,0,0,0,0,0,0.00730400162880625,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482283322010525,0,0,0,0.0338642803227801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492152133656656,0.0263779390168351,0,0,0,0,0,0,0,0.120344760424474,0,-0.0698625306224828,0,0,0.0462619254357646,0,0.0100944744921825,0,0,0,0,-0.0177476885723952,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116647648510209,0,0,0.0300708597907857,0,0,0,0,0.0963431031473509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359905618777452,0,0,0,0,0,0,0,0,0,0,0.0990947530794769,0,0.00537709220365204,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.148054948770387,0,0,0,0,0,0,0,0,0,0.0979481587631786,0,0.0499095745114786,0.0242880898750187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274229041428799,0.0953389582547499,0,0,0,0,0,0,0.00325313606102499,0.0541004214174655,0,0,0,0,0,0,-0.121943455592536,0,0,0,-0.0205345682383743,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00289704234487863,0,0,0,0,0.035246540872069,0,0.0296902924219328,0,0,0,0,0,0,0,0.000769049787792789,0,0,0,0.0382324500454414,0,0.0129022089575524,0,0,0,0,0,0,0,0,0,0,0,0.0145897121507022,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0107128206842878,0,0
X600019.SH,0,0,0,0,0,0,0.0364867959966855,0,0,0.0412363550406077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198574455757891,0,0.0887769982111114,0.126941619121195,0.12628155674423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474973612651112,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.226279200258495,0,0,0,0,0,0,0,0,0,0,0,0.566447645370066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633877402432328,0,0.0407230658454222,0,0,0.0473318400243647,0,0.0752205053669211,0,0,0,0,0,0,-0.0241431345442218,0,0,0,0,0.00474220244774853,0,0
X002271.SZ,0,0,0,0,0,0,0.0662787681305987,0,0,0,0,0,0,0,0,0,0,0,0,0.0766218768348261,0.0684029993176836,0,0,0,0,0,0,0,0,0,0,0.00750716546582603,0,0,0.145608914928415,0,0.0285976714594314,0.00823329971959131,0,-0.0532578944947024,0,0.109888873779586,0,0,0.010969854964968,0,0,0,0,0,0,0,-0.149784448533398,0,0,0,0.0195504491244818,0,0
X600660.SH,0,0,0,0,0,0,0.211100548346915,0,0,0,-0.154924417591148,0,0,0,0.0447976554427705,0,0,0,0,0,0.0884740456643795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11774431733074,0,0,0,0.0555828700465021,0,0,0,0,-0.0905235161802724,-8.67361737988404e-19,0,0,0,-0.0351735867815412,0,0
X000708.SZ,0,0,0,0.0763356543653061,0,0,0,0,0.0160284555986626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122868070593612,0,0,0,0,0,0,0,0,0,0.128250084815145,0,0.184717966381686,0,0,0.0147581448628408,0,0,0.158347464035368,0,-0.00330676940286425,0,0,0,0.118279625581281,0,0,0,0,0,0,0,0,0,0,0
