,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600795.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X002271.SZ,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X000629.SZ,X601699.SH,X000408.SZ,X600160.SH,X000723.SZ,X600378.SH,X600096.SH,X600985.SH,X600219.SH,X600995.SH,X600157.SH,X000786.SZ,X600489.SH,X600688.SH,X002080.SZ,X600141.SH,X300073.SZ,X002353.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0934475131042956,0,0,0,0,0,0,0.11632954941286,0,0,-0.04164525634665,0,0,0,0,0,0,0,0,0.0803413925791162,0,0,0,0,0,0,0.0237040856912413,0,0,0,0.0699281156509197,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.183472437575478,0,0,-0.0512687653850204,0.0131952570367786,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.331311596058268,0,0.000563496610784072,0,0,0.313715107849254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335933592771533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.175043603828384,0,0,0,0,0,0,0,0,0.0546515921959096,0,0,0,0,0,0,0,0,0,0,0,0.116074081816858,0,0,0,0,0,0.0804331014998083,0.0193027569806401,0,0,0,0,0.0131363477716471,0,0,0,0,0,0,-0.00755188507768224,0,0,0,0,0,0,0,0,0,0,0,0.00452021370904151,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00509484840646966,0,0,0,0,0,0.00303480175023627,0,0,0,0,0,0,0,0,0,0,0.0877474069265052,0.0194534611907031,0,0,0.0431803854198521,0,-0.0720937436676943,0,0,0.0116767384756377,0,0,0,0,0.0208590495264484,0,0,0.040277423203133,0,0.138721017894969,0,0,0,0.0384006015450125,0,0,0,0,0,0.00915022068880508,0,0,0,0,0,0
X600188.SH,0,0.715721069497523,0,0,0,0,0,0,0.0513078441889998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390781400156946,0.114470546340558,0.0425295595625996,-0.110382291756132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644247112248774,0,-0.0561234311381047,0.000371272427269842,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.412068126392621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061078240280328,0,0.0487840795447609,0,0.0143442921077499,0,0,0,0,0,0,0,0,0.057384199071012,0,0,0,0,0.0497998667771724,0,0,0,0,0,0.0393222106345431,-0.0241070075238579,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0344761430062969,0.672083892314241,0,0,0,0,0,0,0,0,0,0,0,0.0528102134308847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379854048567585,0.121646610314565,0,0,0,0.0963903517522993,0,0,0,0,0,-0.0595378177131716,0,0,0,0,0.0247049068058188,0,0.0268512815019854,0.0272201808817688,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0311494304274194,0,0.164753852825107,-0.0186294679942026,0,0,-0.0275362705466811,0,0,0,0,0.0427833510687102,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0177250333892493,0,0,0,0,0,0,0,0.110870416459814,0,0,-0.0396216591712927,0,0.388510150392899,0,0,0,0,0,0,0,0,0,0.00881569630322376,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00261969958410469,0,0,0,0,0,0,0,0,0,0.0669475285000942,0.233603682911121,0,0,0,0.079179290345117,-0.0396477103963719,-0.0458911240174854,0,0,0,0,0,0,0,0,0,0,0,0.379141236042137,0,0,0,0,0,0,0,-0.0307651902092743,0,0,-0.0254411866737304,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.148222237038703,0,0.00861932107724564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12441712546451,0.242393545851021,0,0,0,0.14025505130838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148040707995656,0,0,0,0,0,0,0,0,0,0
