,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X600516.SH,X601992.SH,X000629.SZ,X600299.SH,X000709.SZ,X600176.SH,X002466.SZ,X600808.SH,X002460.SZ,X600352.SH,X000825.SZ,X002110.SZ,X600489.SH,X600801.SH,X600339.SH,X300072.SZ,X601158.SH,X600583.SH,X600219.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000786.SZ,X600426.SH,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.310609355177869,0,0,0,0.0610562946766021,0,0.000400323807316958,0,0.0211197623829735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237690836714063,0,0,0.0289737273581121,0,0,0,0,0,0,0,0,0,0,-0.00128522969567114,0,0,0,0,0,0,0
X600028.SH,0.202659694047389,0,0,0.226506786541244,0,-8.67361737988404e-19,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777975541291464,0,0,0,0,0.0182251318430483,0,0,0,0,0,0.0927252524024364,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X601088.SH,0.164800810913312,0,0,0,0.0636254345381404,0,0,0,0.176881384459415,0,0,0,0,0,0.0891524568325748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118972868243194,0,0,0.0309880352484847,0.0161633934834205,0,0,0,0,0,0.0876616234305471,0,0.0701712026867781,0,0.0110153385595007,0,0,0,0.00336909938394657,0,0,0,0,0,0,0
X600019.SH,0,0.112039427502533,0,0,0.0187570163361541,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.59994034508444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381009449948091,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.00382109664975091,-0.00187147761025168,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0403926140902933,0.0651283447132676,0,0,0,0,0,0,0,0,0,0,0,0.177038407851011,0,0,0,0,0.0257441137750089,0,0,0,0,0,0,0,0,0,0,0.51356420339556,0.067233446388471,0,0,0.107217609862301,0,0,0,0,0,0,0.0225029441813442,0,0,0,0.0136151849634452,3.46944695195361e-18,0,0,0,0,0,0
X600011.SH,0,0.00272129468834699,0,0,0.126831964326818,0,0.00866508584937263,0,0,0,0,0,0,0,0,0,0,0,0,0.767943829119448,0,0,0,0,0,0,0,0,0,0.0412777227039249,0,0,0,-0.0791619501176151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220239479903939,0.0325273219311,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0805031207362643,0.0605909716685243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147370660969424,0,-0.385252490637938,0,0,0,0,-0.168616844512449,0,0,0.212117704200025,0,-0.358963907897668,0.0622713154176036,0,0,0,0.0273674838769819,0,0,0,0,0,0,0.375412863660263,0,0,0,0.0214677505117626,0.0430111498735232,0,0,0,0,0,0
X600010.SH,0.141526187645696,0,0,0,0,0,0.0196137697106195,0,0,0,0,0,0,0,0.0011347754161963,0,0,0,0,0,0,0.0832619209493507,0.180099235009777,0,0,0,0,0.0910609279553043,0,0,0,0.0302224682621645,0,0,0,0,-0.0258710222672619,0,0,0,0,0,0,0.120645892765907,0,0,0,0,0,0,-0.049369694591187,0,0,0,0,0,0
X601898.SH,0,0,0.176527504228775,0,0,0,0,0,0,0,0,0,0.157004875158429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.140552536906497,0,0,0,0,0,0,0,-0.00601960177134754,-0.0690861081218646,0,0,0,0,0,0
X601991.SH,0,0.0345906655131218,0,0,0,0,0,0,0.15793161500077,0,0,0,0,0,0.00257645657775042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098563789197596,0,0,0,0,0,0.023471796011508,0,0.0142620443976136,0,0,0,0,0.0279572525609995,0,0,0,-0.0279302156313108,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0794720810584173,0,0,0,0,0,0,0.00133057233123458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476711103136456,0,0,0,0.265878138557503,0,0.487532997669256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368582304206356,-0.0366396562585652,0,0,0,0,0,0
X600688.SH,0.158204873221758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136486997811195,0,0,0,0,0,0,0,0,0,0,0,0,0.0453981009675856,0.035804487759549,0,0,0,0,0,0,0.0831025704240853,0,0,0,0,0,0,0,0,0,0.129754817177356,0,0,0.0383394460124074,0.0100450656251082,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0350005769444315,0,0,0,0.0833248117364192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650987178315261,0,0,0.111832430684584,0,0,0,0,0,0.0155881986198212,0,0,0,0,0,0.389151148122406,0,0.0147682549677894,0.0483632769084304,0,0,0,0,0,0,0,0,-0.0364205052172624,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0953855981226291,0,0,0,0,0.0343905204412121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579411214328748,0,0,0.0681333932969419,0,0,0,0,0,0,0,0,0.0373167447583314,0,0,0,0,0,0,0,0,0.376380423770244,0,0,0.00937201697060542,0.0278451090114464,0.0205949505903053,0,0,0,0,0,0
X600188.SH,0,0,0.3051279232697,0,0,0,0,0,0,0,0,0,0,0.147775623731133,0,0,0,0,0,0,0,0,0,0,0.00697481572632953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12879948415406,0.423624221323764,0,0,0,0.0864777510728429,0,0,-0.0410835299348018,0.0398165134346747,0,0,0,0,0,-0.0178921827096189,0
X600795.SH,0,0.183785938967834,0,0,0.0321498245111066,0,0,0,0,0,0,0,0.0436146824314535,0,0,0,0,0,0,0.0290614299704239,0,0.0255050601010584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000674603783776433,-0.0427957074583677,0,0,0,0,0,0
X600886.SH,0,0.285320485194653,0,0,0,0.10742175084893,0,0,0,0,0.0138041349744828,0,0.0141848937977083,0.0640979600126281,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0706547183548179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487605259500059,0.00284039346165659,0,0,0,0,0,0
X600362.SH,0,0.0595143426462503,0,0,0,0,0,0,0,0,0,0,0.234596405476855,0,0,0,0,0,0,0,0,0,0,0.0530879245631928,0,0,0.00016355795182767,0.109368953265641,0,0,0.0995273807760392,0,-3.46944695195361e-18,0,0,0,0,0,3.46944695195361e-18,0,0.0120846460391746,0.0839891251949496,0,0,0,0,0,0,0,-0.00822749948933475,-0.0419736160506949,0,0,0,0,0,0
X000898.SZ,0,0,0,0.461573210877447,0,0.0119150721722254,0.0146876587008568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213179470379406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804451825526786,0.0747002323411301,0.134975121009965,0,0,-0.028679029140041,0.0165067587541513,-0.0253169282429746,0,0,0,0,0,0
X600027.SH,0,0.0207818436796923,0,0.0656042567475852,0,0.477897466494283,0,0,0,0,0,0,0,0,0.0410859696516252,0,0,0,0.187667464437218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025543522202243,0,0,0,0,0,0,0,-0.00990744108910174,-0.0229208999466828,-0.0330016021530702,0,0,0,0,0
X600111.SH,0.00265192374718155,0,0,0,0,0,0,0,0,0,0,0,0.297098241465543,0,0,0,0,0,0,0,0,0,0.0242677421599808,0,0,0,0,0,0,0.067822923676344,0,0.0809620658585761,0,0,0.0449186674070576,0.0205839242422223,0,0,0,0,0,0,0,0.0131229762791712,0,0.00739737740157079,0,0,0,0,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139778393843791,0,0,0.136653094197944,0,0,0.336026164266136,0.0113107968934947,0,0,0,0,0,0,0,0,0,0,0,0,0.0733079853994396,0,0,0,0,-0.00965895046800735,-0.0388006191796683,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0447690024247946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108228048295251,0.139899913857775,0,0,0.0539393979906102,0,0,0,0,0.0319830701713719,0,0.113105237429204,0,0,0.0841086045660809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013145846381175,-0.0178542340953437,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,-0.179984693987877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149658036130622,0,0,0.337006895351719,-0.00605110838591914,0,0,0.0401016788161669,0,0,0,0,0,0,0,-0.267172382541638,0,0,0,0,0,0,0,0,0,-0.732388357603538,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508607511349992,0,0,0,0,0,0.121979551439612,0,0.0285843470147876,0,0,0,0,0,0,0.0181367650214516,0,0,0,-0.0365683157386887,-0.0323915452619056,0,0,0,-0.256246887344023,0,0
X000709.SZ,0,0.0468123753210613,0,0.0247156791394806,0.0733116318906336,0,0,0,0,0,0,0,0.23509275174927,0,0,0,0,0,0,0,0,0.0650217167036536,0,0,0,0,0,0.00108209968880109,0,0,0,0.0612199338245051,0,0,0,0,0.0853276620226231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158936487339656,-0.0217789067682226,0,0,0,0,0,0
