,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X601600.SH,X600426.SH,X601898.SH,X600010.SH,X600801.SH,X600352.SH,X600188.SH,X600489.SH,X000301.SZ,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X002075.SZ,X600299.SH,X600486.SH,X000932.SZ,X600027.SH,X600219.SH,X002466.SZ,X601992.SH,X300037.SZ,X002080.SZ,X002353.SZ,X601168.SH,X000898.SZ,X000630.SZ,X002409.SZ,X000027.SZ,X600315.SH,X000883.SZ,X000807.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.00274830071132844,0,0,0.0257350080484259,0.0114833127014083,0,0,0,0,0,0,0,0,0,0,0,0,0.0206366286018025,0,5.42101086242752e-20,0,0,0,0,0,0.0171955634368599,0.0169779095513068,0,0,0.00657084181485378,0,-8.67361737988404e-19,0,0.0582594204411024,0,0.0258987697487334,0,0,0.0588194252309716,0,0,0,-0.0136137519829428,0,0,0,-0.00721297797932643,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-0.00474824829822422,0,0,0,0.0174070693962193,0.0230306556986259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322645913319539,0,0.0100648499775762,0,0,0,0,0,0,0.0541147380519146,0.0389705363349534,0,-0.00672543347448925,0,0,0,0,-0.0134674819811833,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0267480256394233,0,0,0,0,0.0102746724677542,0,0,0,0,0.132046196376109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516949003526761,0,0,0,0,0,0,0,0.00250854244701271,0,0,0,0.0462299022771153,0.028562144094811,0,0.00336325318345222,0,0,0,0,-0.0157674557453942,0,0
X600585.SH,0,0,0,0,0.01792174406059,0,0,0.105566208263274,0,0.0852500092512711,0,-0.029670225353312,0.0192633743908044,0,0,0,0,0,0.07834655721131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0420207671012319,0.0177462511941243,0,0,0,0,0.0535096752313279,0,0,0,0,0.0103618987220737,0,0,0,0,0.00594929675012638,0,0
X600309.SH,0,0,0,0,0,0,0.159760236775866,0,0,0,0,0,0,0,0,0,0,0.45031583195665,0,0,0,0,0,0,0,0,0,0,0,0,0.150899836949674,0,0.158197839651057,0,0,0,0,0,0.0950790998713421,0,0.143751268976039,0,0,0,0,0,0,0,0,0,0,0.00915020289028779,0,0,0,0,0.00493825829274651,0,0
X600019.SH,0,0,0,0,0,0,0,0.0223010898645358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884731216214879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637129658032502,0,0,0,0.140813577698961,0,0,0.0452283071164578,0,0,0.108774453198767,0,0.0342868091655159,0.0123848477408578,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0409985435152427,0,0,0,0,0,0,0.0671399037600342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375720917143134,0,0,0,0,0,0.268984593356019,0,-0.127288965019871,0,0.030572733388987,0,0,0,0,0,0.127648342857087,0,0,0,0,0,0,0,0,0,0.0358184522804442,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0384918758173967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674875340323335,0,0.134034471795622,0,0,0,0,-0.0139304162005844,0,0,0,0,0,0.00542025081543262,0,0.0381042404575975,0,0,0,0,0,0,0,0.0542148438870868,0,0,0,0,-0.00552350948555707,0,0,0,0,-0.00288768085109551,0,0
X600660.SH,0,0,0,0,0,-0.0685648664705065,-0.0132652323085917,0,0,0,-0.0446730927449776,0,0,0,0,0,0,0,0,0,0,0.122559902677874,0,0,0.0220533036664679,0,0,-0.123589876327312,0,0.178017578368742,0,0,0,0,0,0,0,0,0.240726157165435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731826922009151,0,0,0,0.00845345768347571,0,0
X002460.SZ,0,0,0,0,0,0.270254218224058,0,0,0.0280339471892259,0,0.113528427353516,0,0.0347172563653426,0,0,0,0,0,0,0,0,0,0,0.164914032135967,0,0,0,0.0973046917127567,0,0,0,0,0,0,0,-0.0279187347084601,0.216887249220412,0,0.232269557662696,0,0.197763718136572,0.0215980042628604,0,0,0,0,0.0374386543747254,0,0,0,0,-0.0689357212958787,0,0,0,0,-0.113624674029464,0,0
