,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600886.SH,X600019.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X002075.SZ,X600111.SH,X600157.SH,X600362.SH,X600583.SH,X600188.SH,X601158.SH,X600309.SH,X601992.SH,X000539.SZ,X000027.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X000629.SZ,X600863.SH,X600098.SH,X600307.SH,X600578.SH,X600489.SH,X601918.SH,X600612.SH,X600808.SH,X600623.SH,X000825.SZ,X600547.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.716372223073471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272170073851869,0,0,0,0,0,0,0,0,-0.0177089211847124,0,0.0728363215706981,0,0,0,0
X600028.SH,0.435122567625085,0,0.147459067016219,0,0,0,0,0.145267121774398,0,0,0,0,0,0,0,0,0,0,0,0,0.021287815029133,0,0,0,0.00885748495332713,0,0,0,0,0.084240334633727,0,0,0,0,0,0,0,0.0150738394669583,0,0,0.0365753606473099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.112604144060309,0.309046183294987,0.099822145343157,0,0,0,0,0.0237026771709457,0,0,0,0,0,0,0,0,0.0306364124128638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118261632121031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00632118604885354,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.68381775573974,0,0.0566596623035181,0,0,0,0,0,0,0.045075371467168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0741049582409481,0,0,0,0,0,0,0,0.0701904632376675,0,0.293239639565479,0,0,0,0,0,0,0,0,0,0.162886486771289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478291678751889,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0740342729997372,0,0.00434156179427118,0,0,0,0.0744709765585543,0,-8.67361737988404e-19,0.0705036017163432,0,0,0,0,0,0,0,0,0.0563087567033501,-2.16840434497101e-19,0.148795742716399,0,0,0,0,0,0,0,0.0618291155831012,0.171023208510108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129072357796757,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.339777272371554,0.020718044419411,0,0,0,0,0,0.085585204719237,0,0,0,0.0381283892235968,0,0,0,0,0.0532406590374458,0,0,0,0,0,0.0120467883959583,0.140934280886486,0,0,0,0.0840348195620962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158785674266222,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0685358325858532,0.173692441527652,-3.46944695195361e-18,0,0,0,0,0.00778333391683283,0.0340426111500381,0,0,0,0.0778967327307617,0,0.0869741912704277,0,0,0,0,0,0,0,0,0,0,0.132766008881161,0,0,0.262232105413767,0,0,0,0,0.011207426349141,0,0.00491691065510738,0,0,-0.007370250744029,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.188400263657931,0,0,0,0,0,0,0,0,0.0216627126269536,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0993638050536122,0,0.198478479221961,0,0,0.249799290708973,0,0,0,0,0,0,0,0,0,0,0,0
