,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X002466.SZ,X601992.SH,X600299.SH,X600126.SH,X600176.SH,X600426.SH,X002075.SZ,X002353.SZ,X600315.SH,X600529.SH,X000723.SZ,X601158.SH,X600486.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X000898.SZ,X000932.SZ,X000883.SZ,X002080.SZ,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0548204219961245,0,0,0,0,0,0,0.112458370428265,0,0.0707991549480241,0,0,0,0,0,0,0,0,0,0.0681298506278185,0,0,0,0,0,0.02775710431454,0,0,0.00263949780875601,0,0,0,0,0,0,0,0,0.00490032547209911,0,0.00314795026956937,-0.0149006094828223,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0717032485094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106374666885888,0,0,0,0,0,0,0,-0.0200820546472118,0.0762134681877738,0,0,0.0554419994186547,0,0,0.0380590345152166,0,0,0,0,0,0,0,0,0.0303663643289777,0,0.00395318606518115,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.233088152181427,0.013806142620435,0,0,0,0.0814229222090763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075474827088158,0,0,0,0,0,0,0,0,0.00560887925430305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153527192336995,0,0,0.0133516190335813,-0.00979698406792504,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0139488102225405,0.055024115503022,0.0241717047725981,0.470877583991043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297503555712866,0,0,0.0277250561796935,0,0,0,0,0,0.0202492032760143,0,0,0,0,0,0,0.0922393180533482,0,0,0,0,0,0,-0.0268534417231279,0,0.00134831100580395,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00213317459015807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220514352755484,0,0,0,0.0935686637319513,0.152135576144918,0,0,0,0.0381224704553209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138640444126755,0.01068625568664,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437982021458105,0,0,0,0,0,0,0,0.0969207572923589,0,0,0,0,0,0.0573481998009941,0,0,0,0,0,0,-0.0537172676029782,0,0.14489236278906,0,0,0,0,0,-0.106735036530106,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.111645643158051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067098190895219,0,0.0623703915512925,0,0,0,0.038101459484614,0,0,0,0,0.0438685294860133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155814146807091,-0.016201210317729,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0196563699512127,0,0,0,-2.16840434497101e-19,0,0,0.111526182926059,0,0,0,0,0,0,0,0,0,0,0.253729349553605,0,-0.117137590450992,0,0.0772772737056736,0,0,0,0.0338327488817196,0,0,0.0692025683185371,0,0,0,0,0.0673626052525757,0,0,0,0,0,0,0,0,0,0,-0.0112141949033618,-0.00354530968275302,-2.71050543121376e-20,0,0,0,0,0,0
X600011.SH,0,0,0.337972563237239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140670172504931,0,0,0,0.141204566615192,-0.026056082346315,0,0,0,0,0.0386561853067561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057113934550107,-0.00418665974528774,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0349532037679048,0,0,0,0,0,0,0.353854629152364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201057053660353,0,0,0,0,0,0.0178074088309666,-6.93889390390723e-18,0.047822079696422,0.157848788072259,0,0,0,0,0,0,0,0,0,0,0.0707588509508885,0.112334108008709,0,0,-0.00315311394746438,-0.0115146050232814,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0839588922797898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184417038669016,0,0,0,0,0,0,0,0,0,0,0,0,0.217746959870802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192747655055142,0,0.00404293163905072,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.101837443037825,0,0,0,0,0.0555151852405935,0,0,0,0,0,0,0,0,0,0,0,0.0790448208791762,0,0.0669664812456273,0,0,0,0,0,0,0,0,0,0.00454630338084729,0.130030951887569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521028108085286,0,0,0.0256606889996454,-0.0291659213384557,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.0694821172555984,0,0,0,0,0,0.0222876594724949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586792614694255,0.172300507852848,-3.46944695195361e-18,0,0.0108456687585791,0,0,0,0,0,0,0,0,0.228446253885669,0,0,0,0,0,0,0,0.0115750287378325,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0623612853910719,0,0,0,0,0.0257418688429145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368627877505427,0,0.00206578896471431,0,0,-0.0118946864527598,0,0,0.0153722235036861,0,0,0.0292251911263924,0,0,0,0,0,0,0,0,0,0,0,-0.0835284009607099,0,0,0.00577822706929789,-0.0181733921241419,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339192243964664,0,0,0,0,0,0,0,0.0620726620586193,0,0.0364771274789172,0,0.0126922032888846,0,0,0.0686248822618409,-0.0170124778948884,0,0,0,0.0447520022848207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669842644686474,-0.000230135474700849,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0587851985858745,0,0,0,0,0,0,0.261353864932922,0,0,0,0,0,0,0,0,0.00340015398743014,0.0257704161852054,0,0,0,0,0,0,0,0,0,0.0310817946829669,0,0,0.0164428797424986,0,0,0,0,0,0,0,0,0,-0.00737227301701288,-0.0100290149933683,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895957246901708,0,0,0,0,0,0,0,0.0293733854831553,0,0.0244885512855815,0,0,0,0,0,0,0.00722853494731963,0,0,0.0525018212343652,0,0,0.145125441253233,0,0,0,0,0,0,0,0,0,0,-0.00516626701738635,-0.00952468010862616,0,0,0,0,0,0
X600362.SH,0,0,0.0316659581798487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644949072855501,0,0,0,0,0,-0.0126228089928729,0.0874385692701922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153206754894512,-0.00395802940866704,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120777071682433,-0.0193628455027167,0,0,0,0,0,0,0,0.135518624373141,0,0.0601648114464229,0.0798071326535483,-0.000408874477607576,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124079203314783,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.620343306814492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117447081727541,0,0,0,0,0,0,0,0,0.0257517013706117,0,0.0359239817214758,0,0,0.0389093905967558,0,0,0,0,0.141333407616671,0,0,0,0,0,0,0,0,0.0379235191157412,0,-0.00596918626282189,0.00151873504258255,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.127455197638337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555768318674448,0,0,0,0,0,0,0.0576663333815365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248233103302027,-0.00308601213690347,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0152650375568743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435314146124671,0,0,0,0,0.199870898703431,8.67361737988404e-19,0.0766067255646308,0,0,0,0,0.050519579794129,0,0,0,0,0,0,0,0.0881425272985938,-0.0665501480817508,0.0591503072935085,0,0.0539312205229122,-0.0454930938816204,0,0,0,0,0,0
