,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X601600.SH,X600362.SH,X600660.SH,X601898.SH,X600010.SH,X600801.SH,X600489.SH,X600188.SH,X600111.SH,X002466.SZ,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600529.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X600426.SH,X002409.SZ,X600126.SH,X002353.SZ,X600315.SH,X002080.SZ,X600612.SH,X000723.SZ,X000959.SZ,X600516.SH,X000027.SZ,X600219.SH,X002075.SZ,X000898.SZ,X600486.SH,X601158.SH,X000932.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388632569489751,0.049139727419118,0,0,0,0,0,0,0.0750709787016374,0,0,0,0,0,0,0,0,0,0.0504058751377776,0,0,0,0.0800412402798955,0,0.0117934993123209,-0.0312611661835485,0,0,0,0,0,0,0,0.000452245965979049,-0.000617292488872385,-0.010371022478375,0,0,0,0,0,0
X600028.SH,0,0,0.00597073339956174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701180628219078,0,0,0,0.0707096604076808,0,0,0,0,0.00862754300914585,0.0407577874996032,0,0,0,0.0795858027345819,0,0.0526433408813106,0,0,0,0,0,0,0,0,0,-0.00592460329765957,0.00838126139586024,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.160978299628008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994399920003756,0.00426330034639639,0,-0.00263707198393638,0,0,0,0,0,-0.0173855183947683,0,0.15168061622155,0,0,0,0,0.00963811434702899,0.0637221582826514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126076222001775,0.00765594469084899,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0566427894067648,0,0.0628099946983504,0,0,0,0,0,0,0,0.459397198793845,-0.0128558252423612,0,0,0,0.13292849788834,0,0,0,0,0,0,0,0,0,0,0,0.0336187515067009,0,0,0.0446168047189454,0.0419752105340681,0,0,0,0,0,0,0,0,0,0,0,-0.0141932273955539,-0.00706989030553503,0.00874933181730517,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0211459832932673,0.0113804998840385,0,0,0,0,0.0661873646405986,0,0,0.0672043116034538,0,0,0,0,0,0,0.0192102827464074,0,0,0,0,0.105269185216793,0,0,0.211855511489521,0.0743914507113825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187723357741647,0,-0.00639466492590062,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0932806100524366,0,0,0,0,0,0,0,0,0.723498694856354,0,0,0.0217659748186027,0,0,0,0,0,0.0566418467088162,0,0,0,0,0,0,-0.022327561299631,0,0,0,0.0910924911695621,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450460212645224,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0915393400735008,0,0,0,0,0,0,0,0.282345404695922,0,0,0,0,0,0,0,0,0,0.0393266605214431,0,0,0,0,0,0,0.0631970288088238,0,0,0,0,0,0,0,0,0,0.03793220041042,0,0,0,0,0.00327424681191059,0,0,0,0,0,-0.0124226587876494,-0.000510324280770302,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.440157468712295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198321512902034,0,0,0,0,0,0,0.0319181174807508,0.000218515850761744,0,0,0,0,0,0,0,0,0,0.0186602182858313,0,0,0,0,0,-0.0133034196816182,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09754572950903,0,0,0,0,0,0,0,0,0,0.0310435310760729,0,0.0376198321988298,-0.0180216541829108,0,0.04296772622581,0.118226768831287,0,0,0,0,0,0,0.063713884526189,0,0,0,0,0.220906695940409,0,0.00401946596892473,-0.0166414804108853,0,0,0,0,0,0
X002271.SZ,0,0,0,0.185932766995191,0,0,0,0,-0.0724896751091873,0,0,0,0,0,0,0,0,0,0,0.073516990852543,0,0.0777229465846806,0,0,0.0282616308097228,0,0,0.14147865778604,0,0,0,0,0,0,0,0,0.066522346627127,0,0,0,0,0,0,0,0,0,0.0921512604170715,0,0,0,0,-0.0066525276333762,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00366764989932597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425307537053527,0,0.0407971097923519,0.0873494252507718,0,0,0,0.120159295542704,0,0,0,0,0,0,0.0635020063764131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135121620427978,0,-0.00815649196794486,0.0236333158335773,0,0,0,0,0,0
