,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X600516.SH,X600489.SH,X000786.SZ,X600176.SH,X000898.SZ,X002460.SZ,X600299.SH,X000709.SZ,X002466.SZ,X601158.SH,X600426.SH,X600612.SH,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,X000401.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660935615846981,0.0786401632903242,0,0,0,0,0,0.00360954736272891,0,0,0.032904031730864,0,0.00490794499371154,0.0764244732407004,0,0,0,0,0,0,0.0575858739188747,0,0,0,0,0,0,0,0.0218615857962039,0,0,0,0,0,0,0,0,0,-0.0116179389544915,0,0
X600028.SH,0,0,0.0173641590315768,0,0.0633457855604038,0,0,0,0,0,0,0,0,0.0811657014475062,0,0,0.0302546093151404,0,0,0,-0.0422525260842982,0,0,0,0,0.00437631465804645,0,0.0483868783261923,0,0,0,0.0453084379936822,0,0,0,0,0,0,0,0,0.0223386145814227,0,0,0,0,0,0,0,0,0,0,-0.0226098050770243,0.0195313145612335,0,0,0,0,0,0
X601088.SH,0,0,0,0.261747370327826,0,0,0,0,0,0,0,0,0,0.159184391639755,0,0,0.0621453313012433,0,0,0.0208201634646495,0,0,0,0,0.102565025876401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98218005386771e-05,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0142574785192345,0,0,0,0,0,0,0,0,0,0.0770676220250274,0,0,-0.0150015044990718,0,0.393501287123186,0,0,0.2428969130049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026367144130679,0,0,0,0,0,0,0,0.024049333676698,0,0,0,0,-0.0128657504636991,0,0,0,0,0.0575912472997671,0,0
X600309.SH,0,0,0,0,0,0,-0.031790407110744,0,0,0,0,0,0,0.0421492967558366,0,0,0,0,0,0.0745892282786164,0,0.0376755619224305,0,0,0.000158674263228034,0.159666862484469,0,0.00336094629309899,0,0,0.100610994322216,0,0,0,0,0,0,0,0,0,0,0,0,0.127328154592272,0.125793418756943,0,0,0,0,-0.0471002176706322,0,-0.0061474162261725,0.0189125890676181,0,0,0,-0.00998358598174029,0,0
X600019.SH,0,0,0,0,0.00538359010272977,0,0,0,0,0,0,0,0.00915355547768878,0.0622034404391698,0,0,0.093031231398286,0,0,0.0304061031281411,0,0,0,0,0,0.00526351876902256,0,0,0,0,0.0802762776093041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107004397406082,0,0,0,0,0,0,0,0.00273228326801307,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.453012558555253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74001595052384,0,0,0,0,0,0,-0.00997584958910309,0,0,0.040608438453885,0,0,0,0,0,0,0,0,0,0,0,-0.0353575227023575,0,0,-0.0192949209222618,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683563250350708,0,0,0,0,0.108958021818759,0.452115020971949,0,0,0,0,0,0,0,0,0,0,0.0167963571531023,0,0,-0.0324676215995029,0,0.0217487236419745,0,0.136688969381579,0,0,0,0,0,-0.0415135286889636,0,0,0,0,0,-0.00670616845535012,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.00692378575531661,0,0,0,0,0,0,0,0,0,0,0,0,0.08557757849581,0,0,0,0,0,0.115647326155754,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.217316189440996,0,0,0,0,0,-0.00183180627448984,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0239211685758666,0,0,0,0,0,0,0.185777754535041,0,0,0.10133565032265,0,0,0,0,0,0,0,0,0.0222887339304224,-0.0176103678313895,0,0,0,0,0.0345802465001407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551266689184869,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129799437473329,0,0,0,0,0.0426218311879261,0.0197637278124985,0,0,0,0.0801515251777681,0.0535148713856001,0,0,0,0,0.098459705008376,0,0,0,0,0.0351761983835502,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.144252747695106,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804532639814368,0,0,0,0,0,-0.202638026913351,0,0.0936793110874807,0,0,0,0,0,0.0313329160316995,0,0.288230336352884,0,0,-0.00481053889405011,0,0,0,0,0,0,0,0,0,0,0.018199736138305,0,0.00211699451106061,-0.0221839625239584,0,0,0,0.0604571488709874,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0484020314295981,0,0,0.059663804134765,0,0,0,0,0,0,0,0,0,0,0.112692393098618,0.00755759340617543,0,0,0,0,0.0731335793842144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895455408047038,0,0.0660467568265008,0,0,0.00409699467932153,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0311611226885068,0,0,0,0,0,0,0,0,0,0,0,0,0.0304036383360944,0,0.0127387899729821,0,0.270279039419497,0,0.0325831621974823,-0.0445469034595061,0,0,0,0.0524702649497393,0.154550858759637,0,0,0,0,0,0,0,0,-0.0358366707272101,0,0.194065077143493,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00183423491402602,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112464195606843,0.0128117223891026,0.143238995606562,0,0,0,0,0.0590676970251117,0,0,0,0,0,0,0,0,0,0.0557558533311174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282893623624003,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756721498429574,0.0428551721338409,0,0,0,0.0267658004292228,0,0.0438384243257604,0,0,0.10204099548154,0.0294523632143445,0,0.0704080461296185,0,0.04807010116945,0.0146008223810119,0,0,0,0,0,0.0169334462097217,0,0,0,0,0,0,0,0,0.0259874555115891,0,0.0114811556212845,0,0,0,0,0,0,0
X600352.SH,0,0,0,0.126516505674935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328402932739429,0,0,0,0,0,0,-0.122042354144169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0177430425767211,0,0,0,0,0,0,0,0,0.0220467252545191,0,0,0,0,0,0.00581413703650157,0,0,0,0.0649010712323584,0,0,0,0,0,0,0.0949199476198348,0,0,0.0197272185960104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183084703510391,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.133723328933771,0.113841111050218,0,0,0.0965487270759504,0,0,0,0,0,0,-0.0588752957114184,0,0,0,0,0.117792920636798,0,0,0.0387792329362002,0,0.0244177258625197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222262303262978,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.278339989021192,0,0,0,0,0,0,0,0,0,0,0,0.358526350932434,0,0,0,-0.103208998056797,0,0,0,0,0,0.194024228534656,0,0,0,0,0,0,-0.0190808058213573,0,0.319823283284354,0,0.16261491984756,-0.179433879236795,0,0,0,0,0.674537525441025,0,0,0,0,0,0,0,0.00154886805697409,0,0,0,0,0,0,0
