,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600803.SH,X601991.SH,X600027.SH,X000629.SZ,X000983.SZ,X000408.SZ,X600348.SH,X600096.SH,X000723.SZ,X000786.SZ,X600160.SH,X601699.SH,X600219.SH,X002080.SZ,X300073.SZ,X600141.SH,X600157.SH,X002353.SZ,X000933.SZ,X600295.SH,X600378.SH,X600549.SH,X600801.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0201723707355755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250306114199095,0.18629377349969,0,0.00854711839522685,0,0,0,0,0.141588838185246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.31225751811082,0,0.162915638905867,0,0,0,0,0.0390732179150993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104399251899305,0,0,0,0,0,0,0,0.0285565854942426,0,0,0,0,0,0,0.187948293481543,0,0,0,0,0,0,0,-0.00262446167563488,0,0,0,0,0,0
X600028.SH,0,0,0,0.0647430003316856,0,0,0,0,0,0,0,0.0255413105729336,0,0,0,0,0,0,0.00653988936421104,0,0,0,0,0,0,0,0,0,0,0,0.0583239994948881,0,-0.0113622111332417,0,0,0,0,0,0.0132053529264486,0,0,0,0,0,0,0,0,0,0,0,0,0.000101857246164595,0,0,0,0,-0.0373438737744136,0,0
X600309.SH,0,0.132806263555822,0,0,-1.73472347597681e-18,0,0,0,0,-0.0232089527164442,0.100171002373753,0.0319947531446872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102075465573526,0,0,-0.00460798123665872,0,0,0.0194355632194094,0,0,0,0,0,0,0,0.0408824487184869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.56362072689801,0,0,0,0,0,0,-0.00933956383368882,0,0,0,0,0,0,0,0,0,0,0,0,0.18316799098032,0,0,0.041377883260609,0,0,0,0.0464461673888967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147547955760988,0,0
X002460.SZ,0,0,0,0,0,0,0.180207878729286,0,0.110446812628271,0.0383556260606172,0,0,0,0,0,0,0,0.109160392546593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327533437653493,0,0.0509185222401926,0,0,0,0,0,0.0935693943696708,0.212236089528725,0,0,0.0977433527851338,0,0,0,0,0,0,0,-0.0939845755801812,0,0,0,0.0479784299881145,0,0
X002466.SZ,0,0,0,0,0,0.533697392698296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189314967958499,0,0.121272002557014,0,0,0.0191493249021332,0,0,0,0,0.123432025782647,0,0.19384976000063,0,0,0,0,0,0,0,0,0,0.0637742428460924,0.0128786216870665,0,0,0,0.0293123421232043,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0126268842200514,0.0138352793254309,0,0,0,0,0,0,0.0280992726675604,0,0,0,0,0,0,0,0,0,0.0633533624998714,0,0,0,0,0.0420858313814772,0.00782703466372596,0.0476785958406679,0.0795593989860354,0,0,0,0,0,0,0,0.0353557958974861,0,0,0,0,0.343575889045652,0,0,0.0408457496219982,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.00978004300419092,0,0.258418379842402,0,0,0,0,0.0829078035798703,0,0,0,0.091228476376091,0,0,0,0,0,0.0249601495606721,0,0,0,0,0.0459546939183435,0,0,0,0,0,0.0765444716241442,0,0,0,0,0,0.232721399194684,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0461126356983416,0,0
X000301.SZ,0,0,0,-0.0909315184604062,-0.0309872344508852,0,0.271649015348026,0,0,0,0,0,0,0,0,0.137257578180251,0,-0.0356502898779678,0.35982201793953,0,0,0,0,0,0,0,0,0,0,0,0,0.348179439571326,0,-0.0479372213476436,0,-0.145893189636597,0,0,0,0.139842699732568,0,0,0,0,0,0,0,0,0,0,0,-0.195389677124416,-0.125320125863155,0,0,0,0.0575728023813114,0,0
X601898.SH,0,0,0,0,0.162233393892041,0,0,0,0,0,0,0.0410047434132668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320073376236641,0,0,0.244493515013155,0,0,0,0,0,-0.0612979342400371,0,0,0,0.0867788279218658,0.0393850016297765,0,0,0,0,0,0,0.0109474975084517,-0.0230589104758071,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.106239121183523,0,0,0,0,0,0,0,0,0,0,0,0,0.189240356022695,0,0,0,0,0,0.508956688524524,0,0,0,0,0,0,0.0667049588755216,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.065284199589411,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0523124103335947,0,0.0420846657860654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526011084276532,0,0,0,0,0,0.205600179107437,0,0,0,0,0,0,0,0,0.144941341966609,0,0,0,0,0,0,0,-0.0404766544746241,0,0,0,0.0378454416139195,0,0
