,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X000709.SZ,X600612.SH,X000883.SZ,X002353.SZ,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00178086058863002,0,0,0,0,0,0,0,0,0,0,0.0191932943689281,0,0,0.0469236294346295,0,0,0,0,0,0,0,0,0,0,0.0171259148103454,0,0.0613780099739557,0.0563999323704139,0,0,0,0,0.0454497463236869,0,0,0.0538240510283976,0,0,0,0,0,0,0,0,-0.00239694555497234,0.00281026892311846,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115044113259407,0,0,0,0.0287092078132396,0,0,0.0515892566206294,-0.0194272257997311,0,0,0,0,-0.00433669750858728,0,0,0,0,0,0,0.0652557879062801,0,0,0,0,0,0.0435668502574723,0,0,0,0,0,0,0,0,0,-0.0155999097756206,0,-0.00405327019455886,0,0,0.0686472719311382,0,0,0,0
X601088.SH,0,0,0,0.407410589827948,0,0,0,0,0,0,0,0,0,0,0.0267502816742535,0,0,0.0106715730234621,0,0,0.037660778355354,0,0,0,0,0.0203808558604855,0,0.0215623713596133,0,0,0,0,0,0.0480429914119717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093425211434891,0,0,-0.0219244125641197,0,0.437558796389256,0,0,0,0,0.162563269140803,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00306707273282185,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0529496277282348,0,0,0,0,0,0,0.0783628314018847,0,0,0,0,0,0,0.0656666129113553,0,0.0981928063296158,0,0,0.154426933341287,0,0,0,0,0,0.0265303139707042,0,0,0.0751882303231799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134736894942438,0,0,0,0.00932204069936689,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809364036825317,0,0,0.0197565267179225,0,0,0,0,0.0102913246305216,0,0,0,0,0,0.0777631402825746,0,0,0.0299518332908402,0,0,0,0,0,0,0,0,0,0,0.10171474538834,0,0,0,0,0,0,0.00531654749192151,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546049637281902,0,0,0,0,0,0,0,0,0,0,0.126976268312818,0,0,0,0,0,0,0,0,0,0,0,-0.343630210929006,0,0,-0.0585836257968014,0,0,0,0.0155902179954652,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155089660177815,0,0,0,0,0,0,0.418123489392225,0,-0.0133686092521425,0,0.0463048494893588,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.076506426772743,0,0,0,0,0,0,0,0,0,0,0,0.0131157213070519,-0.00224087561669764,0,0,0,-0.0265741983624783,0,0
X600010.SH,0,0,0,0,0,0,-0.0115833006745272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125047726873,0,0,0,0,0.0771771990170859,0,0,0,0,0,0.00756478156687946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235755860720315,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0392708834105793,0,0,0,0,0,0,0.205624780654548,0,0,0,0.0566757762153111,0,0,0,0,0,0.0299960312809936,0,0,0,0,0,0,0,0,0.0655459373713627,0.0449979619353711,0,0,0,0,0,0,0,0,0,0,0,0,0.0804823278707188,0.0156549430070556,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0204413347880964,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216272394671533,0,0,0.0305124460562707,0,0,0.104412480800155,0.0498141692084375,0,0,0,-0.316135303614792,0,0,4.33680868994202e-19,0.344029380894282,0,0,0,0,0.051673667304012,0,0,0,0,0,0,0,0,0,0,0,0,0.0033121122004684,0,0.0875316190272833,0,0.00564832374579856,-0.0197453480988494,0,0,0,0.0436580813959538,0,0
X601600.SH,0,0,0,0,0,0,0.0209260337207826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176499108510188,0.0352431850813872,0,0,0,0,0,0.0631545738614839,0,0,0,0.0905133473121343,0,0,0.0716350568888664,0,0,0,0,0,0,0,0,0.0623326478594839,0,0,0,0.0571226869447008,0,0,0,0,0.0174740138033148,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173707089364976,0,0,0,0,0.00821697328587879,0,0.115562524617061,0.0712275486506296,0,0,0.0780038059712879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160197616839393,0,0,0,0,0,0,0,0,0.0137975940916548,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886808301920727,0,0,0.201782242246365,0,0.0536924738073463,0,0,0,0,0,0.0498973053980873,0,0.161273846276515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279755509721069,0,0
X000708.SZ,0,0,0.111317965426998,0,0,0,0,0,0,0,0.232243974675441,0,0,0.120931774573211,0,0,0,0.218195204034974,0,0,0,0,0,0,0,-0.123155148506608,-0.0132336670238194,0.0626847494701181,0,0,0,0,0,0,0,0,0,0,0,-0.100659135594746,0,0,0,0,0,0,0,0,0,0,0,0.00875239483417426,-0.0168653747983191,0,0,0,-0.025281310005442,0,0
X600362.SH,0,0,0,0,0.0188850797782145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682237437480731,0.062043741486289,0.142078192622154,0,0,0.0808685765921791,0.14964317803175,0.0548562912393496,0,0,0,0,0,0,0.0266439047066121,0,0,0.0318926048850042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157338010649511,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644578838902997,0,0.0425124407634126,0,0,0,0.0306835358790242,0,0,0.105611755662631,0.101147938055579,0,0,0,0,0,0.00699288911251632,0,0,0,0,0.0683898300407156,0,0,0,0,0.0427811196725975,0,0.00404223229412713,0,0,0,0,0.00096808265031754,0,0
X600352.SH,0,0,0,0.0718607163653641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252299523330162,0,0,0,0,0,-0.106685061916247,0,0,0,0,0,0,0.271873990039353,0.0969322250142303,0,0,0,0,0,0,0,0,-0.169681306415428,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126074063210456,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.117092780994109,0,0,0.0100665182622825,0,0,0,0,0,0,0.0427361582682179,0,0,0.0722514112398111,0,0.0517060955701426,0,0,0,0.0313617279885872,0,0,0,0.000879777652575037,0,0,0,0.022410618064152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119932994952676,0,0,0,-0.0135937875280957,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167439740263403,0,0,0,0,0,0,0.0210307826673371,-0.0218780195101535,0,0,0,0.0999990387430955,0,0,0,0,0,0.10707968156372,0,0,0,0,0,0,0,0,0,0,0.142156932134015,0,0,0,0,0,0,0,0,0,0.0315589161725722,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.456680384736879,0,0,0,0,0,0,0,0,0,0,0.266791163719767,0,0.120221288811186,0,0,0,0,0,0,0,0.0429787511215428,0,0,0,0,0,0,0,0.18714139768992,0,0,0,0.224188478827703,0.544597233958276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227229216372035,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617032072279727,0,0,0,0,0,0,0,0.127766375022452,0.169964750773031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1205453641229,0,0
X600801.SH,0,0,0,0.589083948519483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298823748714548,0,0,0.0620295252634497,0,0,0,0,0.080637700223864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
