,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X000898.SZ,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X600352.SH,X000709.SZ,X000786.SZ,X000825.SZ,X002271.SZ,X600027.SH,X000792.SZ,X000553.SZ,X601699.SH,X600299.SH,X000408.SZ,X600808.SH,X601158.SH,X600219.SH,X600489.SH,X000959.SZ,X000932.SZ,X000883.SZ,X002110.SZ,X000630.SZ,X000983.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.124806005143764,0,0,0,0,0,0,0,0,0,0,0,0,0.0119372165358302,0,0.163761555296494,0.00763841111299149,0,0,0,0,0,0,0,0.00107853364930382,0,0,0,0.0595985475900326,0,0,0,0,0,0,0,0.120508098185969,0,0,0,0,0,0,0,0,0,0,0,-0.0105580304049452,0,0,0,0,0,0,0
X600028.SH,0.0802867055138633,0,0.162634946142021,0,0,0,0,0,0,0,0.0418637359939777,0,0,0.0536299746880869,0.026004481750019,0,0,0,0,0,0.174230147995216,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00397797951049625,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738299509009814,0,-0.0214926456431086,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.380442110226965,0,0,0,0,0,0,0.00486835247102374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13775414063785,0,0,0,0,0,0,0,0,0,0,0,0.146213494677243,0,0,0.000718196928549451,0,0,0,0,0,0,0
X600019.SH,0,0,0.0919300812935007,0,0.370169189292602,0,0,0,0,0,0.133181415408909,0,0,0,0.0507267129595021,0,0,0,0,0,0,0.0486095572859237,0,0,0,0,0,0,0,0.0737031089245304,0,0,-0.0824067326876516,0,0,0,0,0,0,0,0,0,0.0790431808705299,0,0,0,0,0,0,0.00893335927377271,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.201845135312994,0,0,0,0,0,0,0.0879629898912149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872849602676838,0,0,0.13661894419155,0,0,0,-0.0883591543301997,0,0.178869988256698,0,0,0,0,0,0,0,0.0892945526525152,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0276458030330253,0,0,0,0.0267473389845712,0,0,0,0,0,0,0,0.032847832782468,0,0,0,0.0186678246542244,0,0,0,0,0,0,0.069395567859848,0,0,0,0.125607192598293,0,0,0,0.0191787996433275,0,0,0,0,0.0273365446502635,0.0474599987592451,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0952354599120478,0,0,0,0,0,0.14041128083114,0,0,0,0,0,0,0.0341665493249789,0,0,0,0,0,0,0,0.0641888117534976,0,0.0270018299787002,0,0,0,0,0,0.0418035572981574,0.14240210631708,0,0,0,0,0,0,0,0.0601409726329055,0,0,0,0,0,0,0,0.0022732407268485,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0742955654102465,0,0,0,0,-0.405569940015442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369386202763337,0,-0.140371570045556,0,0.208450868992458,0,-0.197118865784894,0,0,0,0,0,-0.0835987482330032,0,-0.0308788460683014,0,0,0.0542110239168827,0,0.295879839328953,-0.414464603315448,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.106145679467294,0,0,0,0.234908108065135,0,0,0.051878998188923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100306189075555,0,0.15921528874935,0,0,0,0,0,0,0,0,0,0.0182478831812315,0,0.04651580764394,0,0,0,0,0,0,0,0,0,0
