,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600010.SH,X600176.SH,X601898.SH,X600111.SH,X601600.SH,X600011.SH,X000301.SZ,X600886.SH,X600188.SH,X002466.SZ,X600426.SH,X601991.SH,X600352.SH,X600803.SH,X600801.SH,X000932.SZ,X600219.SH,X600795.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X600516.SH,X600486.SH,X000807.SZ,X600299.SH,X000898.SZ,X002353.SZ,X600027.SH,X000723.SZ,X601168.SH,X600315.SH,X600157.SH,X601992.SH,X000630.SZ,X000825.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.195518380283019,0,0,0,0.0393915476998377,0,0,0,0,0,0.0166299025206353,0,0.0317773306595406,0,0,0,0,0,0,0,0,0,0.0202993595656443,0,0,0,0,0,0.00658111639875759,0,0,0,0,0,0,0,0.0304078051228838,0,0,0.0357179855904451,0,0,0.0318997484313897,0,0,0,0,0,0.00828545472751745,0,0,-0.00253410323992604,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0263363449781341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033667986769191,0.0757043755452606,0,0,0,0,0,0.031383892493819,0,0,0,-0.00632845495054364,0,0,0,0.0809323517329464,0,0,0,0,0,0,0,0,0,0,0,0.00166162715111296,0,-0.0241796735472802,0,0,0,0,0.0410226423955254,0,0
X601088.SH,0,0,0,0,0,0,0.022615363032923,0,0,0,0,0.0231026975476745,0,0,0,0,0,0,0,0,0,0.142566913371621,0.0487716190952895,0,0,0,0,0,0.165019119513179,0,0,0,0,0,0,0,0,0.0448909360207288,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.109849227906514,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.256273492972881,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0523416939703181,0,0,0,0,0,0.0116940377034008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208475489814659,0.0167467945589844,0,0,0,0,0,0,0.207053799480691,0,0,0,0,0.175090769698043,0,0,-0.0190909385261594,0,0,0,0.0896002331571702,0,0
X600585.SH,0,0,0,0,0,0,0.0335302214540017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965569147803955,0,0,0,0,0,0.134219936261722,0.0112552221700563,0,0,0,-0.0215327504689151,0,0,0,0,0,0,0,0,0,0,0.0610359380091442,0.0390875223376358,0,0,0,0,0,0,-0.0174150826741371,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997999492240078,0.00612125595751216,0,0.0457703157579964,0,0,0.0936904233349371,0,0,0,0,0,0.41198717054549,0,0,0,0,0,0,0,0,0,0,0.0481441367217283,0,0,0,0,0,0,0,0,0.337860830618494,0,0,-0.0058258409062661,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00261367524511442,0,0,0.0181610827995337,0,0,0,0,0,0,0.338650838956336,0.107029522092548,0,-3.46944695195361e-18,0,0,-0.145770374887336,0,0,0,0.14217027249713,0,0,0,0,0,0.139477899820588,0.255922535812586,0,0,0.174889583932423,0,0,0,0,0,-0.251920420682706,0,0.0210282696472993,-0.081075020562106,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.123368433842746,0,0,0,0,0,0.410404160250176,0,0,0,0,0.126783950606644,0,0,0.0482405834919767,0,0,0,0.093379579500608,0,0,0,0,0,0,0,0,0,0.140659980720279,0,0,0,0,0,0.129363939314113,0.43169420565814,0,0,0,0,0,0,0,0,0.0134967308844165,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.242739939704564,0,0.165091561619148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239800215738043,0,0,0,0,0,-0.0855008437172166,0,0,0,0.0956822085545502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447864251011669,0,0,0,0,-0.0368350893289078,0,0
X002271.SZ,0,0,0,0,0,-0.278602127299842,0,0,0.122576859303561,0,0,0,0,0,0,0,0,0,0,0.0941721765262992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644633918856504,0,0,0,0.0728813014263752,0,0,0,0,0,0,0,0,0,0,0,0,0.123360715333162,0,-0.0262291153562318,-0.0275105376640028,0,0,0,-0.0613122323961814,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.044603507381983,0,0.00758927221386094,0,0,0.120209825050979,0,0,0,0,0,0.0381109714136962,0,0,0,0,0,0,0,0,0,0.27624752828529,0,0,0,0,0,0,0,0,0,0,0,0.0114235373535856,0,0,0.0464898801320646,0,0,0,-0.00288972298425704,0,0,0,0,-0.0726692093323434,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0240866787393443,0,0,0,0,0,0,0.441513217872357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576375917261189,0,0.0178226489522329,0,0,0,0,0,0,0,0,0.190556603291284,0,0,0.208344162592182,0,0,0,0.317844843039054,0,0.167956777898732,0,-0.0367075772436519,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,-0.0430019053945053,0.0204471848604688,0.108329427280329,0,0,0,0,0,0,0,0,0,0,0.0940212773336554,0,0,0.0131382923096287,0,0,0,0.06325298951478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117898506680467,0,0,0,0,0,0,0,0,0,0,0,-0.0279584644778647,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.184945280697061,0,0,0,0,0,0,0.0262941629804714,0,0,0.213867417431216,0,0.00804884579919023,0.0797762903250148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122948673399002,0,0,0,0,-0.0971905882971594,0,0,-0.0405164084612163,0.0135732337731638,0,0,0,0.0798385328144846,0,0
X600176.SH,0,0,0,0,0,0,0,0.237885070117991,0.00913715730604836,0,0,0,0.294009739458585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439950716213688,0,0,0,0,0.0144469550307132,0,0,0,0,0,0,0.331233798556996,0,0,0,0,0,0,0,0,0,0,0,0.00786039600216832,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.035363728261048,0,0,0,0,0,0,0,0,0,0.221432135567046,0,0,0,0,0,0,0,0,0,0.0393021955942719,0,0.0109517744625895,0,0,0,0.0165066431326057,0,0,0,0,0,0,0,0,0,0.293532361254868,0,0,0,-0.00648062103522681,0,0,0,0,-0.0912177754433911,0,0
X600111.SH,0,0,0,0,0,0.139938617101266,0,0.036593575932668,0.0786206033976124,0,0,0,0,0.71783920003621,0,0,0,0,0,0.274814353481479,0,0,0.0241336509997237,0,0,0,0,0,0.0157762711298713,0,0,0.125374953197591,0,0.106820151969684,0,0,0,0,0,0,0,0,0,0,-0.0356260488375621,0,0,0,0,0,0,-0.0721424461312209,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.15208811022199,0,0,0,0.0168652618209805,0.0179905326366622,0,0,0,0,0,0.0314234446523861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362750113077168,0,0,0,0,0,0,0,0,0,0.128446274994342,0,0,0,-0.00956224633825168,0,0,0,0,0,0,0
