,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X601600.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X601158.SH,X600489.SH,X000786.SZ,X000553.SZ,X000883.SZ,X000792.SZ,X600583.SH,X000408.SZ,X601699.SH,X000301.SZ,X600339.SH,X002110.SZ,X000630.SZ,X000027.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25122021339328,0,0,0,0,0,0,0,0.0273839958153677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658857462921095,0,0,0.138248559904126,0.149332172725795,0,0,0.0584011408709231,0,0,-0.005486226373974,0.0183187818580927,0,0,0,0,0,0
X600028.SH,0.170858155238425,0,0,0.109956755494099,0.0971240514299433,0,0,0,0.0643415726312991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109122972486761,0,0,0.0247034059585534,0,0,0,0,0.0519342534158455,0,0,0,0,0,0,0.044731630592565,-1.73472347597681e-18,0,0,6.93889390390723e-18,0.121114775057686,0,0,0,0,0,0.00450462832049312,0.0260626732392153,0,0,0,0,0,0
X601088.SH,0.153698992464889,0,0,0.00289114301334009,0,0,0,0,0.107987002501334,0,0.0169736340361398,0,0,0,0,0,0.132258571500781,0,0,0.0447305468378797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123914741479781,0,0.0952246464287432,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0174607753430547,0.13266618626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297489010710873,0.0651232027838447,0,0,0.5119195397958,0,0,0,0,0,0,0,0.216193068998011,0,0,0,0,0,0,0,0,0,0,0.0151042778790108,0,0,0,0,0,0,0
X600019.SH,0,0.0783053549420794,0,0,0,0,0.0963630087571663,0,0,0,0,0,0,0,0,0,0.117945444965666,0,0,0.387565438915356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583883523698889,0,0,0,0,0,0.0466560033554798,0,0,0,0,-0.0108884667505982,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0247106397073626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618173321716854,0,0,0,0,0.167613266236731,0,0,0,0,0,0,0,0,0,0,0,0,-0.108642039648282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113356593409284,0.0510371383232363,0,0,0,0,0,0
X600309.SH,0,0,0,0.0849512982383809,0,0.00851003359507077,0,0,0,0,0,0,0,0,0,0,0.0648896810026134,0,0,0,0,0.0918975870781611,0,0.240180998422394,0,0.0857445806935476,0,0.144445821850251,0,0,0,0,0,0,0,0,-0.189013249372384,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0650796520489673,0,0,0,-0.155922521173372,-0.0603513597514792,0.22201374690869,0,0,0,0,0,0
X600010.SH,0.191229221192217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317395222276474,0,0.212878120814763,0,0,0.107268573112356,0,0,0,0,0.0124312605935694,0,0,0,0,0,0.0318372059361887,0,0,0,0,0,0.0276374012823418,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0149184590309925,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952518941707378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337835278569208,0.160787870444504,0.0458237932126078,0.0105224858188493,0,0.015783395919225,0,0,-0.00824869088571914,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.11242798850497,0,0,0,0,0,0,0,0.00863194450252688,0,0,0,0,0,0,0.103480471426797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900026217452252,0,0,0,0,0,0.00566418333524665,0,0,0,0,0,0,-0.0256126888818279,-0.00658868658078102,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0487915259306418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012905637858185,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.293685908155173,0,0.427787855145974,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.022025185416482,-0.0100848813409847,0,0,0,0,0,0
X601600.SH,0,0,0,0.127033732389165,0,0.0320027925517489,0.0309250629775296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100782375924826,0,0.16628135103704,0.0678888853948339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854789775393482,0,0,0,0,0,0,-0.076757735927291,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312749679330109,0,0,0.134017902128645,0,0,0,0,0,0,0.0315104169502731,0,0,0,0,0.140214249614762,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.00596991560442061,0.170329798131031,0,0,0,0,0,0,0,0,0.0375372907146255,-0.00307599598539661,0.0861012892717702,0,0,0,0,0,0
X600688.SH,0.0818126005798824,0,0,0,0,0,0,0,0,0,0,0,0.148568583396294,0,0,0,0.162045054596768,0,0,0,0,-1.73472347597681e-18,0,0.0157203118127202,0,0,0,0.0298469187256307,0,0.169671753864404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341913089200715,0,0,0,0,0.0198291540804112,0,0,0,0,0,0,0,0
X600886.SH,0,0.0586167857361285,0,0,0,0.0754581568005514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553278397800658,0,0,0,0,0.0066942481143712,0,0,0,0,0,0.172158038048916,0,0,0,0.00894587530568744,0,0,0.0790326643823462,0,0,0,0.0112792266340895,0,0,0,0,0,0,0,0,0,0,0.0145615244487772,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0229941407037671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815552411517816,0,0,0.00530306702399883,0,0.0431634659829383,0.193211417774423,0,0,0,0,0,0.0839792941108483,0,0,0,0,0,0,0.00431421874866388,0,0,0,0,0,0,0.0195525511864507,0,0,0,0,0,0,-0.00550381609128653,-0.0394947325846441,0,0,0,0,0,0
X600188.SH,0,0,0.444298888499144,0,0,0,0.193293657788656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10631564473323,0,0,0,0,0.0137853160002197,0,0,0,0,0,0,0.0200763617198607,0,0,0.191601714956086,0.0979822783481331,0,0,0,0,0,0,0.014550363734921,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069338296578955,0,0.172876538884735,0.171603241753965,0,0.00968726651190175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100213426190577,0,0.0355283035997189,0,0,0,0,-0.012868156466245,-0.00993240308861298,0,0,0,0,0,0
X600027.SH,0,0,0.00345088899074639,0,0.0966201934243716,0.484474896393353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891070557359444,0,0,0,0,0,0,0,0,0,0,0,0,0.088475238360308,0,0,0,0,0,0,0,0,0,0,0,0.104611062123127,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.543983332557866,0,0.0269042013286907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071394442841223,0,0.375872953109663,0,0,0,0.0495172404396621,0,0,0,0.0930222811320379,0,0,-0.100107183504968,0,0,0,0.0336821077125926,0,0,0,0,0,-0.182429444299014,-0.00675657713371062,0,0,0,0,0,0,0
