,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X002460.SZ,X600886.SH,X000786.SZ,X601898.SH,X600010.SH,X600362.SH,X600176.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X002466.SZ,X000932.SZ,X600803.SH,X002075.SZ,X600529.SH,X600219.SH,X300037.SZ,X000027.SZ,X002353.SZ,X600486.SH,X000883.SZ,X600315.SH,X601158.SH,X000898.SZ,X000723.SZ,X000878.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210129515765947,0,0,0,0.0418992826266772,0.0483231823850466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168539822859305,0,0,0,-0.00620807694889013,0.0362540167153267,-0.00123977460187688,0.104285468184495,0.0202730662087227,0,0,0,0,0,0,0.0430489385645832,0,0,0,-0.01463206500357,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00609144210550042,0,0,0,0.0405774859331358,0,0,0,0,0,0,0,0,0.0564160380894963,0,0,0,0,0.0195190276651889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287996493053596,0.0124053071649563,0,0,0.00515973821309286,0,0,-0.00981078199268351,0,0,0,0.0148989028667857,0,0,-0.00219675358803739,-0.00586084597529119,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0845316113449896,0,0,0,0,0,0,0,0,0,0.0191428942213474,0.291870369857491,0,0,0,0,0,-0.00108177653638973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594132060741894,0,0,0,-0.00615984521047318,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0244849469007591,0,0,0,0.0480266276563665,0,0,0,0,0.0354163453318374,0,0,0,0,0,0,0,0,0.101038625533712,0.11959712096609,0,0,0,0,0,0,0,0,0,0,0.0692026282761611,0,0,0,0,0,0,0,0,0,0.0712966311507,0,0,0,0,0.093898690287748,0,-0.0147408877273043,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248558687057696,0,-0.0686089761291026,0,0,0,0,0.191298434747537,0,0,0,0.10628192011676,0,0.0298239880517396,0,0,0,0,0,0,0.0857851050933695,0,0,0.0134507560407853,0,0,0.260946476503217,0,0.109870963576463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0178262422738491,0,0,0,0.0129969763774723,0.0346521153686783,0,0,0,0,0.0440529136357544,0,0,0,0,0,0.0219915548991653,0,0,0,0,0,0,0.0493389420881948,0,0,0,0,0,0,0,0,0.0884580250023322,0,0,0,0,0,0,0,0.252987116782004,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.00572212242975784,0,0,0,0,0,0,0,0,0.538802713613049,0,0,0,0,0,0.133353114543119,0,0,0,0.0812281529730785,0,0,0,0,0,0,0.0226439276929812,0,0,0,0,0,0,0.107182231020201,0,0,0,0,0,0,-0.011828865010189,-0.0174963406811325,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.176704636847299,0,0.0667329836831188,0,0.0706669661265966,0,0,0.110203910834252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272207678619333,0,0,-0.049250291619227,0,0,0,0,0,0,0,0.118836112712078,0,0,0,0,0.00870177177809069,0.0283989793547617,-0.00828361090804924,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12729007764692,0,0,-0.0719155422528703,0.0944174128130113,0,0,0,0,0,0,0,0,0,0,0,0.0349498965474371,-0.0326328951967324,0,0.255258270456498,0,0.0841387293548972,0,0,0,0,0,0,0,0,0,0,0.047553111880611,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.00837057682058865,0,0,0,0,0,0,0,0,0.0502719721406372,0,0,0,0,0,0,0.0752832698633664,0,0,0,0,0,0,0,0,-0.0686079559737428,0,0.197607609286037,0,0,0,0.419227477342438,0,0,0.163099810547846,0,0.0219445351110852,0,0,0,0,0,0,0.032217828281735,0.0477657275084945,0,0,0,0,0,0
