,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600219.SH,X002466.SZ,X000786.SZ,X601699.SH,X000807.SZ,X600160.SH,X600985.SH,X000630.SZ,X600176.SH,X600096.SH,X002128.SZ,X000408.SZ,X601168.SH,X000933.SZ,X000883.SZ,X600995.SH,X000877.SZ,X600352.SH,X600378.SH,X002353.SZ,X600863.SH,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.227059997570588,0,0,0,0.0735099531232721,0.139397020635053,0,0,0,0,0,0,0,0.0852860505901638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460481456725765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930344488655331,0,0
X600028.SH,0.489364048535579,0,0,0,0.110916950394432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055169257674325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881422644204519,-0.0289090661326692,0,0,0,0,0,0
X601088.SH,0.00338239687210121,0.238726448408642,0,0,0.138403980806287,0.0830589852398013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152426773623779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553741473371433,0,-0.0360685021754267,0,0,0,0,0,0,0,-0.0248952545548103,0,0,0,0,-0.0133060556380045,0,0
X600309.SH,0,0,0,0,0,-0.016474960137227,0,0,0,0,-0.0406597206390692,0,0,0,0,0,0,0,0,0,-0.0314429181269477,0,-3.46944695195361e-18,0,0,0.319633667459232,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.132320908193743,0.23569235124343,0,0,0,0,0,0,0,0.244127862317999,0,0,0,0,0,-0.00121963951941191,-0.112750011066369,0,0,0,-0.0218270380643925,0,0
X601898.SH,0,0.399372657897601,0,0,0,0.17948480747392,0,0,0.16147978238023,0,0,0,0,0,0,0,0,0.0431625967459675,0,0,0.112243914475988,0,0,0,0,0,0,0,-0.0368443403721273,0,0,0,0,0,0,0,0,0,0,0.0502613828330703,0,0,0,0,0,0,0,0.00999056891122226,0,0,0,0,0,0,0,0,0.0049887251947947,0,0
X600188.SH,0,0,0,0,0.0739451119346744,0,0,0,0,0,0,0,0,0,0,0,0,0.0114926667784121,0,0,0,0,0,0,0,0,0,0,0,0,0.546256878859189,0,0,0.239518764439617,0,0,0,0,0,0,0.020794603386788,0,0,0,0,-0.0291875555735459,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.468945507832986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256161643237588,0,0,0,0.0672503422702713,0,0,0,0.146039847867344,0,0,0,0,0,0,0,0,-0.0226627131952891,0,0,0,0,0,0,-0.0377414497653822,0,-0.0461692929152035,0,0,0,0,0,0.0542821803448972,-0.0191291981007477,-0.0843095673207841,0,0,-0.0207416442485341,0,0
X600660.SH,0,0,0,0,0.130204459642268,0,0,0,0,0,0,0,0,0,0.0266350607275373,0,0,-0.13280227137745,0,0,0,0,0,0,0,0.366753604305771,0,0,0.136735128936619,0,0,0,0,0,0,0,0.0278117684788032,0,0,-0.137834666887929,0,0,0,-0.148032009204587,0,0.044043374939704,-0.09944370203242,0,0,0,0,0,-0.0770479429738456,-0.139252169459647,0,0,-0.0339966869367573,0,0
X601600.SH,3.46944695195361e-18,0,0,0,0,0.0641083981920526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681145627152318,0,0,0,0,0,0,0,0,0,0,0.272954211697737,0,0,0,0,0,0.090535479393912,0.0517709797698631,0.337370199810152,0.0272108521033142,0.117949565514389,0,0,0,0,0,0.0635152490053905,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.342176194803384,0,0,0,0,0,0,0,0,0,0.00338084831776272,0,0,0.151258379689827,0,-0.0613815126386426,0,0,0,0,0,0.0834720557153197,0,0,0,0,0,0,0,-0.229087233839033,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0907804244915189,0,0,0,0,0.0768398676795769,0,0,0,0,0,0,0,0.0402678643425769,0,0.0236056987190083,0,0,0,0,0
