,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X000786.SZ,X600219.SH,X000807.SZ,X000630.SZ,X002128.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X000932.SZ,X000027.SZ,X600378.SH,X002353.SZ,X600995.SH,X002271.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.236181065055194,0,0,0,0,0,0,0,0,0,0.127905690876055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112377358430374,0,0,0.0923998835269925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10037805326577,0,0
X600028.SH,0.400046565789133,0,0.0851011548648955,0,0.0378208497163135,0,0.161593457662065,0,0,0,0,0,0.0344470731601392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366232910590444,0,0,0,0,0.0322052134706296,0,0,0,0,0,0,0,0,0,-0.0115926984141259,0,0,0,0,0,0
X601088.SH,0,0.384633276867666,0,0,0,0.223629717613133,0.0961849134107653,0,0,0.00136717790741082,0,0.0676709413324748,0.0166453341658905,0,0,0,0,0,0,0,0.0927547205401555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706950134098786,0,0,0,0,0,-0.0935863034289504,0,0,0,0,0,0,0,0.0105392409038916,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098372291898903,0,0,0,0,0,0,0.0332475261034034,0,0,0,0.0386227674981508,0,0,0,0,0,0.0945917602733664,0,0,0,0,0,0,0,0,-0.00915109538773128,0,0.115250373281769,0,0,0.0990618899439022,-0.21395645474121,0,0,0,-0.0181767646837803,0,0
X601898.SH,0,0,0.0251368981626518,0,0,0.127235266528802,0,0,0.0527680894583853,0,0,0,0.136908131873243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207616016442643,0,0,0,0,0,0,0.0647219038768724,0,0.0143348296000574,0,0,0,0.0785313983872203,0,0,0,0,0,0,0,0,0.0184894534597939,0,0,0,0,-0.00615667080006834,0,0
X600188.SH,0,0,0,0,0.134730710308776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162016827572294,0.361006420635155,0,0,0,0,0,0,0.224246542004304,0,0,0,0,0,0,0,0,-0.0543598971510536,0,0,0,0,0,-0.0107480488117727,0,0,0,0,0,0,0
X600019.SH,0,0.314390010666458,0.00714003782236863,0,0.118076899653428,0,0,0,0,0,0.0764862504846923,0.0757295072379229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247724558645284,0,-0.0683855371655511,-0.0461577949445381,0,0.0743598577440037,0,0,0,0,0,0,0,-0.0525518632440556,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669672457413708,0.00753723007679682,0,0,0,0,0,0,0,0.0818726517035886,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.047529453927385,0,-0.0312642715808624,-0.16408277679166,0.131731748027443,-0.0539723690416771,0,-0.0335868015573593,0,0,0.0261877753456587,0,0
X600886.SH,0.358519574149857,0,0,0,0,0,0,0,0,0,0,0,0,0.060209832983604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210302969053965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087615740950677,0,0,0,0,0,-0.0238061639979514,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154041009888896,0.0552305590479863,0,0,0,0,0,0,0,0,-0.118750510110903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350946284462239,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19846682162604,0,0,0,0,0,0,0,0.05967590003748,0,0.371274740432759,-0.01104510066357,0,0,0,0,0,0,-0.116620460094147,0,0,0,0,0,0,0,0,0,0,0.130340947536091,0,0,0,0,0,0,0,0,0.0275479260577054,0,0,0,0,-0.0762891691040722,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479521508491897,0,0,0,0,0,0,0,0,0,0,0,0.188144775173982,0,0,-0.0096214547410356,0,0.231626344631995,0,0,0,0,-0.0107233974563995,0,-0.0662993738035345,0,0,0,0,0,0,0,0,0,-0.0702469189541816,0,0,0,0,-0.261841695846847,0,0,-0.0170101881832816,0,0
X601600.SH,0.0635543540173188,0,0,0,0.00292677679115274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507495523434723,0,0,0.379038377568583,0.376026860111075,0,0,0.180542971312682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.220050629201547,0,0,0,0,0,0,0,0,0,0,0.137744084121735,-0.00832362561782916,0,0,0,0,-0.0235272169189038,0,0,-0.02646844466531,0,0,0,0,0,0,0,0,0,0,-0.0388485481438447,0.306252367288314,0,0,-0.0221801465388395,0,0,-0.0268807718449123,0,0,0,0,0,0,0,-0.0310578965292941,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0254445129393052,0,0.0101305844786122,0,0,0,0.118915859205277,0,0,0,0,0.127332946837536,0,0.222206499567929,0,0.0120573795359457,0.254597875492063,0,0,0,0,0,0,0,0,0,0.0146007978605868,0,0,0,0,0,0,0,0,0.00636836869874455,-0.0490415249750351,0,0,0.00508690413453036,0.0354553711888293,-0.0380571091241739,0,-0.0309828248424295,0,0,0,-0.00155058558829974,0,0
