,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600219.SH,X300072.SZ,X601158.SH,X600801.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X600339.SH,X000301.SZ,X002110.SZ,X000630.SZ,X000539.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.28289774185039,0,0,0,0,0,0.0223064274812253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411551939651149,0,0,0,0.173043743491507,0.0550582634895348,0,0,0,0,0,-0.0204834356676148,0.0168489696589007,0,0,0,0,0,0
X600028.SH,0.19205380497114,0,0,0.10987913080515,0.0190725875893214,0,0.0186468388893613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771763779277545,0,0,0,0,0,0,0,0,0.0649670774426783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201304256378966,0,0,0,0,0.114125792566986,0,-0.00115275021327273,0.0498768318755769,0,0,0,0,0,0
X601088.SH,0.333165397394119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127897595843178,0,0,0.0747200432258374,0.00987209521325401,0,0,0,0,0,0,-0.0226569782859207,0,0,0.0320015109531641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314475354509755,0,0.0776960169503401,0,0,0,0,0.0050376564399789,-0.00666299015141653,0,0,0,0,0,0
X600585.SH,0,0,0.230703814668948,0,0,0.201478447739155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12983214509322,0,0,0,0,0,0,0,0,0,0.0551167920806625,0.0409095822404815,0,0,0,0.419421802421145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00133459333292072,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0894912638824164,0,0,0,0,0,0,0,0,0,0.0284619653773232,0,0,0,0.508379526766454,0.0387015011025089,0,0,0,0.0460790391172978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646104415723306,0.0151574416207818,0,0,0,0,0,0,0,0,0.00543845712173051,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0485345979988459,0,0,0.046007812545944,0,0,0,0,0,0,0,0,0,0,0.638553333859163,0,0,0,0.0187484100591718,0,0,0.137073251341813,0,0,0,0,-0.0564388158539459,0,0,0,0,0,0,0.0304908991832946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0096119358665017,0.0685016691626535,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.304500248033824,0,0,0,0,0,0,0,0,0,0,0.181899252785292,0,0,0,0,0.211995520462374,0.0402957576292275,0,0,0,0,0,0,-0.0694338337852582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193842988184967,0,0,0,-0.0930438994217073,-0.0464731204162537,0.145862784973756,0,0,0,0,0,0
X600010.SH,0.191227203947973,0,0,0,0,0.0254118673437163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15334482778518,0,0,0,0.100115018024947,3.46944695195361e-18,0,0,0,0,0,0.0111427877838081,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0727211031279832,0,0,0,0,0,0,0,0,0,0,-0.0072257424808261,-0.0163644669789953,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0463846976033995,0.0147668121240657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855226455353293,0,-0.0102693283035842,0.056830601593627,0,0,0,0,0.558312692686395,0,0,0,0,0,0,0,0.210790706092699,0,0,0,0,-0.0307179711962833,0,0,0,0,0,0,0,0,0.00471127472806306,0.0212153185714458,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572089563176469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124890186062057,0.154991906457589,0.136165993214763,0.0655404062072765,0,0,0,0,-1.35525271560688e-20,-0.023867549357195,0,0,0,0,0,0
