,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600547.SH,X601600.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X600886.SH,X000877.SZ,X002271.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X601991.SH,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000629.SZ,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000932.SZ,X600096.SH,X000723.SZ,X000933.SZ,X002080.SZ,X600688.SH,X000539.SZ,X300037.SZ,X600801.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158364013712705,0,0,0,0,0,0,0.104938084244786,0,0,0.040648234881753,0,0.0692052585167171,0,0,0,0,0,0,0,0,0.0174539047792679,0,0,0,0,0.046803688491802,0,0,0,0,0.0418072318163915,0,0,0,0,0,0.0183135139747574,-0.0216793618021673,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0884745457288258,0,0,0.097052470825514,0,0,0,0,0,0,0.0698661430472751,0,0,0.0320119250820092,0,0.0376402118267078,0,0,0,0.085605688400476,0,0,0,0,0,0,0,0,0,0.0865946031832885,0,0,0,0,0,0,-0.0124849687712941,0,0,0,0,-0.00273286277420182,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0614772373734703,0,0,0,0,0,0.249529375717183,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.111387035434159,0,0,0,0,0,0.090055631475245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177212816950343,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0240530475836988,0,0.0275327112588011,0,0,0.19894633188568,0,0.0780119569692921,0,0.0762224184786216,0,0.285524731753993,0,0,0.0280340654973357,0,0,0,0,0,0,0,0,0,0,-0.0599576138690652,0,0,0,0.168173604840619,0,0,0,0,0,-0.111914742001701,0,0,0,0,0,0.0119901375114823,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342217243277055,0.0507469076602445,0,0,0,0,0,0,0.0431507278926593,0.00886106478860785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210788752247875,0,0,0,0.00955266672836156,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.200837853085969,0,0,0,0,0,0,0,0,0,0,0,0.0724615975647628,0,0,0.0749153012573961,0,0,0.0257122333795585,0,0,0,0,0,0,0.2485143418397,0,0,0,0,0,0,0.0859197859492881,0,0,0.0407229714893949,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.113901383483429,0,0,0.0771876614732212,0,0,0,0,0,0.0673097750846565,0.101740159137893,0,0,0,0,0.0578926320750921,0.197982465822088,0,0,0,0,0,0,0,0,0,0,0,0,0.0670867345274489,0,0,0,0,0,0,0,0,0,0,0.0151310072382456,-0.0153729233126965,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0591814259058511,0,0,0,0,0,0.0166662171769702,0,0,0,0,0,0,0,0,0.576898984056437,0,0,0.0762358975699631,0,0,0,0.0304581756674681,0,0,-0.152571689942231,0,0.0733063596257476,0,0,0,0,0,-0.0137106822486871,0,0,0,0,0,0,0,1.0842021724855e-19,0.0158348137600686,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0193752736413939,0,0,0,0,0.567730393670422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158064675659798,0,0,0,0,0,0,0,0,0,0,0,0,0.0130606190971294,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0325582742700062,0,0,0.0523815507557145,0,0,0,0,0,0,0.101963280127356,0,0,0.0178173511608018,0.0638525340523543,0,0,0,0,0,0,0.00889580952427233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965284756395836,0.0943908431782821,0,0,0,0,0.0400151420353299,0,0,0,0,0,0
