,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X002466.SZ,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X600021.SH,X000959.SZ,X000060.SZ,X002470.SZ,X600176.SH,X000983.SZ,X600098.SH,X600578.SH,X000012.SZ,X600022.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.204639189612234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583251400027302,0,0,0,0,0,0,0,0,0,0.11212433628382,0,0.0603398131012838,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0727804203260652,0.181778570933179,0,0,0,0,-0.00202750293350582,0.0346441055198281,0,0,0,0,0,0,0.00974909555244035,0,0,0,0,0,0,0,0.0911722058908647,0,0,0,0,0,0,0,0,0,0,0,0.0169094137155446,0,0,0,0.031265639969402,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0769947233917339,0,0.154770739629765,0,0,0.357670647305809,0,0,0,0,0.0583999511952381,0,0,0.0229706677929596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828024195792612,0,-0.00955847898544428,0,0,0,0,0,0,0,0,0,0,0,0.126083776433821,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0715257441489464,0.1275084573083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729189802298801,0,0,0,0.10985590932056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536906784787755,0,0.0147540803578444,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138234111369804,0,0.176800146379159,0,0,0,0,0,0,0.121513944778954,0,0,0,0,0,0,0,0.0378552015769925,0.267065899556868,0,0,0.00993311623936005,0.0493819929561038,0,0,0,0.024966378352586,0,0,0,0,0.0828113429806188,0,0.0276277526179817,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0113128593916356,0,0.0413102747712478,0,0,0,0,0,0,0,0,0,0,0.0108835049186747,0,0,0,0,0,0,0.107294978705297,0,0,0,0,0,0,-4.33680868994202e-19,0,0.115303702600087,0,0,0,0,0.0369494185048015,0,0,0,0,0,0,0.0535458144685938,0.209806306580869,0,0,-0.0441738233634723,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0858707060202455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123084364791275,0,0,0,0,0,0,0.376642055402025,0,0.00493495634031644,0,0,0,0,0.0845986433680725,0.027274818052926,0,0,0,0,0,0,0,0.128233014606005,0,0.0119808618570297,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245129722841213,0.0923592421156258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139480964556336,0,0.191741967848449,0,0,0,0.080244908566646,0,0.224761103489656,0,0,0,0.0938529216461516,0,0.0965710973589057,0,0,0,-0.0173203601906085,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0312253850041554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273484956243426,0,0,0,0,0.112567933057541,0,0,0,0,0,0,0,0.220572731112582,0,0.133296498889788,0,0,0,0,0,0.00286746946410611,0,0,0.00346958904948597,0.0533630786596533,0,0.0547743448648749,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.123648991277435,0,0,0,0,0,0.0199590091188521,0,0,0,0,0,0,0.0144392856683174,0,0,0,0,0.115495725059171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945938205825986,0,0,0,0,0,0,0.424209900345448,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0426217016867582,0,0,0,0,0,0,0,0,0,0,0.000665966618655984,0.0124657371816392,0,0,0,0,0,0,0.0531380022891269,0.0285236667964611,0,0,0,0,0,0,0,0.185801657722117,0,0,0,0,0.0140225516364733,0,0,0,0,0.266695225087662,0,0.000569502978111512,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146635400611066,-4.33680868994202e-19,0,0,0.0752029507181372,0,0,0,0,0.11528538822797,0.0859020717049264,0,0,0,0.124004651466201,0,0.0179372644350612,0,0,0,0.231391779513246,0,0,0.0588125062713783,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.161552238328254,0.0123925165550943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411772619291702,0,0,0,0,0,0.052401547755275,0,0,0,0,0,0,0,0,0.0585449143693331,0.356850860827088,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394899613386802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127977523773903,0,0,0.0241521481130241,0,0,0,0,0.0918421061566127,0,0.390584133684794,0,-0.0108567494792932,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0651659171685084,0,0.0884734610970546,0,0,0,0,0,0.135611833397785,0,0,0,0,0,0,0,0,0,0,0,0.111601722912622,0,0,0,0,0,0,0,0.0933842343758984,0,0,0,0,0.146486553379525,0.197791240784306,0,0,0,0,0,0,0,0,0,-0.016890224296935,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663881798588503,0,0,0,0,0,0.0545583932288574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365885755410877,0,0,0,0,0,0.236485346318852,0,0.0418589485752887,0,-0.00672861663446895,0,0,0,0,0,0,0
