,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600188.SH,X600299.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X600352.SH,X002470.SZ,X600660.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600098.SH,X600623.SH,X601918.SH,X600489.SH,X600578.SH,X600863.SH,X300072.SZ,X600307.SH,X600022.SH,X002004.SZ,X600008.SH,X600315.SH,X000629.SZ,X600547.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.404469207890332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608260810660919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189964487250415,0.0732562993720995,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177880664304497,0,0,0.0554815732877606,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06414668592297,0,0,0,0,0.0259153247130942,0,0.0507395596825704,0,0,0,0,0,0,0,0,0,0,0,0.0621933975400543,0,0,0.0361436511759922,0,0,0,0,0.0222286268102152,0,0,0,0,0,0,0,0,-0.0138461276844389,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.589968976311049,0,0,0,0,0,0,0,0,0,0,0.00556841193520845,0,0,0,0,0,0.164003218511446,0,0,0,0,0,0,0,0,0.0249628355587385,0,0,0.0362324234193303,0,0,0,0,0,0,0,0,0,-0.0191100264821612,0,0,0,0,0,0,0
X600011.SH,0,0,0.0290567738359842,0,0.0406501881733174,0,0,0,0,0,0,0.407717834674301,0.0688752277859599,0,0,0,3.46944695195361e-18,0,0.0504350518914301,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.123161042019457,0,0.0491384005287723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111496471259998,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284439462789187,0,0,0,0.274242809838453,0,0,0.178406418333017,0.0403674437046161,0,0,0,0,0,0,0,0.0812926418595047,0,0.05667297544654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969327201644405,0,-0.0142352051075856,0,0,0,0,0,0,0
X600585.SH,0,0,0.0882691290570674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075887227403154,0,0,-1.73472347597681e-18,0,0.450543619905685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198706300639508,0,0,0,0,0,0,-0.00261611497136548,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.130878788101382,0,0,0.084651041619719,0,0,0.0121352091245216,0.174277322257884,0,0,0,0,0.0689916719331306,0,0.0424285194247622,0,0,0,0,0,0,0,0,0,0,0,0.000879609552810873,0,0,0.0086826965673099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749723094879855,0,-0.0166256163243564,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.355218821953023,0.107025772229702,0,0,0,0.0432200307560334,0,0,0,0,0,0,0.120392658963525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155387461115322,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219117226263286,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.106849054830724,0,0.16612965807952,0,0,0,0,0,0,0,0,0,0,0.0848750590594075,0,0.0331373596576611,0,0.00971572106917669,0.093477577975021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435234806731504,0,0,0,0,0.107327437097564,0,-0.0128742440492182,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.147775459145733,0,0,0,0,0,0,0.241299602018619,0,0,0.09509907158611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843164663657925,3.46944695195361e-18,0.0829677811076992,0.0369218473172256,0,0,0.0544811844458282,0,0,0,0,0.127481534155226,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296829183653873,0,0,0,0.0398656060500202,0,0,0.251123195375706,0,0,0,0,0,0,0,0,0,0,0,0.339785665025713,0,0,0.0362281173375178,0,0,0,0.247359616911358,0,0,0,0,0,0,0,0,0,-0.0362399638085839,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0881100298043512,0,0.271745282504752,0,0,0,0,0,0.0482236609539561,0,0.0710272829269926,0,0.161104013641129,0,0,0,0.155708394881398,0,0.00765837279556157,0,0,0,0,0,0,0,0,0,0,0,0.0267256864572467,0,0,0,0,0,0,0,0,0,-0.0055865665704732,0,0,0,0,0,0,0
X600027.SH,0,0,0.0331152730767972,0,0,0,0,0,0,0,0.0466023154314606,0.393770137251292,0,0,0,0,0.00898039033038749,0,0,0,0,0,0.100672532498654,0,0,0,0.0396158042652755,0,0.135821137010941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279198770600813,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.197597349551144,0,0,0,0,0,-0.292368858827808,0.557893158060575,0,0,0.10623290441232,0,0,0,0,0,0,0,0,0.0321172851674072,0,0,0,0,-0.292423447258218,0,0,0,0,0,-0.0923967742457473,0,0,0,0.0450601037931904,-0.0721733691539349,0,-0.0811624014768025,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.665400074687977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092420543395295,0,0,0,0,0,0,0,0,0.0371830400278679,0,0,0,0,0,0,0,0,0,0.128689474895123,0,0,0,-0.00365203834836027,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.142904624091774,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.118011644662307,0,0.114548948300843,0,0,0.0567110024983898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113888051801597,0,0,0,0,0,0,0,0.000567339865455993,0,0,0,0.161332313991882,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.046743255148123,0,0,-2.16840434497101e-19,0,0.0154177543130556,5.42101086242752e-20,0,0,0,0.0348114148833601,0.103438094497707,0,0.116747083045652,0.0416388693117975,0,0,0.0681654020826268,0,0,0,0,0.122952122729097,0,0,0,0,0,0,0.0576036807359475,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16885441856899,0,-0.000189179959684219,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.146750239948014,0,0,0,0,0.113986414413405,0,0,0,0,0,0,0.209164515606902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605910399209993,0,0.255883347324622,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0225326676817045,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.177880899716302,0,0,0,0,0,0.248769084475612,0,0,0,0,0,0,0,0,0,0,0.0137969901951613,0,0,0,0,0,0,0,0,0.0139867671750466,0,0.0966506679820528,0,0,0.0423056251026889,0,0,0,0,0,0,0,0,0.0326171083321199,0,0,0,0.176409171652039,0,-0.0104803799744024,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.1036375432975,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0710841887473535,0,0,0,0,0,0,0,0,0,0,0,0.0742025150165725,0,0.113208854494472,0.0614938510009124,0,0,0,0.00212564802566127,0,0.124013886883519,0.146693915570615,0,0,0,0,0,0,-0.0230229450079853,0.0609126380376084,0,0,0,0,0,0
X600583.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.239082387211622,0,0,0,0,0,0,0,0,0.107206306046074,0,0.010039770564504,0.158305020084268,0,0.0346681244369728,0,0,0,0,0,0,0,0,0,0,0.0326832404600321,0,0,0,0,0,0,0,0.0428767569833036,0,0,0,0,0.133261147797611,0,0,0.0435601655165412,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0495375546404467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390698639805991,0,0.297066254491292,0.0791339195072221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0777772161906075,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22173057198842,0,0.0886590665861599,0,0.129774300135762,0,0,0,0,0,0,0,0,0,0,0,0.164073757597854,0,0,0,0.194861178701866,0,-0.0253220023949118,0,0,0,0,0,0,0
X600309.SH,0,0,0.0787947280871911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268140868093568,0,0,0.309261856248218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111180761253871,0,0,0.111142206138359,0,0,0,0.0522135586059626,0,-0.017634323085082,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.241312878447059,0,0,0,0,0,0.133183514564292,0,0,0,0,0,0,0,0,0,0,0.0703523163704901,0,0,0,0,0,0,0,0,0,0.0871195194526681,0,0,1.73472347597681e-18,1.38777878078145e-17,0,0,0,0,0,0,0.015378261809454,0,0.0364423827025971,0,0,0,0.260607420118877,0,-0.0210729215817003,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,-0.0528288257929328,0,0,0,0,0,0,0,0,-0.0229888234248743,0,0,0,0.0270294907987776,0,0,0,0,0,0,0,0,0,0,0,-0.099172538454823,0.0398329054821498,0,0,0,0,0,0,0,0.248619990128565,0,-0.0948417075265042,0,0,0,0,0.0343383582624363,0.0707803449417031,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0292455350254602,0.266839686562405,0,0,0,0,0.22744426784364,0,0.0961404436288174,0,0,0,0,0,0,0,0,0,0.0992393551449678,0,0,0,0,0,0,0.056708143767853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203279669057,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0692350195190646,0,0,0,0,0.0866925421557034,0,0.14402531175699,0,0,0.141942950407189,0,0,0.103088913869865,0,0.0396487539525606,0,0,0,0,0,0,0,0,0,0.0452516510547436,0,0,0,0,0,0.0300388249174881,0,0,0,0.139823430382592,0,0,0,0,0,-0.0013459894870137,0,0,0,0,0,0,0
