,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600623.SH,X600886.SH,X600111.SH,X601992.SH,X600157.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X600489.SH,X600583.SH,X000709.SZ,X600309.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X000060.SZ,X300072.SZ,X600021.SH,X000959.SZ,X000983.SZ,X002470.SZ,X600176.SH,X600578.SH,X600098.SH,X600022.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.196252060213697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637520040415162,0,0,0,0,0,0.00865259436798991,0,0,0.0840692429257448,0,0,0,0,0,0,0,0,0,0,0,0,0.0369223491237447,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0248123647602089,0.274854953574361,0,0,0,0,0,0,0,0,0,0,0,0.0059866012324742,0,0,0,0,0.00569584877184945,0.00640144623835107,0,0,0,0,0,0,0,0,0.0125577838767319,0,0,0.0227698252436243,0,0,0,0,0,0,0,0.0175987050714792,0,0.0366608934396552,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0937036666080421,0,0.268136481462789,0,0,0,0,0.020485404689892,0,0,0,0,0,0.0713538186549472,0,0,0,0,0,0,0,0,0.0144165860443584,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.190814341256286,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0164780491976319,0.132706880810195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011703469297691,0,0,0,0.00788444538792009,0,0.114564570559578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110297799541793,0,0.0614974601367302,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256340506476697,0,0,0,0,0,0,0,0,0.0647182878582647,0,0,0,0,0,0,0,0,0.141515093874615,0,0,0.0836284937001594,0,0.0517089874809373,0.0944833622378611,0,0,0,0,0.088123019098368,0,0.0411423624351011,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.162050424071422,0,0,0,0,0,0,0,0,0,0,0.00663005923032866,0,0,0,0,0,0,0,0,0,0,0,0,0.384067642966796,0,0,0,0,0,0.0730329265362633,0,0,0.0731151378317252,0,0,0,0,0,0.137425819848341,0,0,0,0.0171634130991944,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0754143917853414,0,0,0,0,0,0,0.00282265998342855,0,0,0,0,0.0117784867149496,0,0,0,0,0.135498105677826,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.131648090459354,0,0,0,0,0,0.0493285684461359,0,0,0,0,0,0.143252189537029,0.0418050329720321,0,0,-0.0479127338439831,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.175618864264961,0,0,0,0,0.156156381568616,0,0,0,0,0,0,0,0,0.068493495606577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232296524388402,0,0.0536464806074515,0,0.0688213806815273,0,0,0,0.0634013010080971,0,0,0,0,0,0.0241731453820916,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0277396976372033,0.0519910912743343,0,0,0,0,0,0,0,0,0,0.0087284998350632,0,0,0,0.134035870816938,0.087461966635501,0,0,0,0,0,0.0576857551383427,0,0,0,0,0,0.162293572774713,0,0,0.0750856580416952,0.0104154331482256,0,0,0,0,0,0,0,0,0,0.148161434526789,0,0.105506705956891,0,0,0.00306335614946622,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753463175737405,0,0,0,0,0,0,0,0,0,0,0,0.0999595169348344,0,0,0,0,0,0,0,0,0,0,0,0,0.106611863699895,0,0,0,0,0,0,0,0,0.568724636126479,0,0,0,-0.0247205447916636,-0.0113900075778939,0,0,0,0,0,0
