,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600803.SH,X000983.SZ,X600176.SH,X600362.SH,X601699.SH,X000408.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X600219.SH,X600141.SH,X000933.SZ,X600995.SH,X600160.SH,X002353.SZ,X600985.SH,X600801.SH,X600157.SH,X002080.SZ,X300073.SZ,X600489.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00064519047515307,0,0,0,0,0.0737525878975293,-0.0460993318337466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109610216185473,0,0,0.147954989956917,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0311215322093636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525154644115286,0,0
X601088.SH,0,0,0,0,0.211931990067202,0.20653645721352,0,0,0,0.370951449858801,0.166632173487277,0,0,0,0,0,0,0,0,0,0,0,0.0407960392309364,0,0,0,0,0.0497746508869354,0,0,0,0,0,0,0,-0.145686812615155,0,0,0,0,-0.0658897657439628,0,0,0,0,0,0,0,0,0,0,0.00771295023697198,0.00890388389491128,0,0,0,0,0,0
X600028.SH,0,0,0,0.0131641839021764,0,0,0.0805847611453819,0,0,0,0,0,0,0,0,0.0497715232038577,0,0,0,0,0,0,0,0,0,0,0.00700495176900993,0.0381961239789703,0,0,0,0,0,0,0,0.00777376017079015,-0.00806851033534916,0,0,0,0,0,0,0,0,0,0,0,0,0.0741374756232454,0,0.014755642697807,1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,0.10168800816047,0,0,0,0,0,0,0,0.0483755028859786,0,0,0,0,0,0.00299848932833504,0,0,0,0,0,0,0,0,0,0,0,0,0.0515201939549327,0,0,0,0,0,0,-0.0136796234603788,-0.0121994276810368,0,0,0,0.0438421283321717,0.0586689674361037,0,0.0324941136010053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0680617854617488,0,0,0,0,0,0,0,0.572125372209577,0,0,0,0,0,0,0,-0.0566549794005564,0,0,0,0,0,0,0,0,0.0653494501957673,0.0672872146755207,0,0,0,0,0,0,0,0,0.0350667113735915,0,0,0.159912832032426,0,0,0,0,0,0,-0.0380173875026996,0,0,0,0,-0.0201140618578826,-0.00944012363129624,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.529851499359507,0.0710191437020717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184602305168242,0,-0.075385126809815,0,0,0,0,0,0.452372130679694,0,0,6.93889390390723e-18,-0.149373685347101,0,0,0,-0.0377434114291558,0,0,0.0728256148101501,0,0,0,0.0661159749525996,0,0,0,0,0,-0.00283262936548745,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00528627116633201,0,0,0,0,0.00254088148971058,0,0,0,0,0,0.0154692265181184,0.0561614597022183,0,0,0,0,0.0862169317154916,0,0,-3.46944695195361e-18,0,0.0362331946679082,0,0.112644751224563,0.0554651196285065,0,0,0,0,-4.33680868994202e-19,0,0,0,0.156958732829494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.398555536256158,-0.155086566446883,0,0,0,0,0,0.139638504423532,0,0,0,0.0830168573221223,0,0,0,0,0,0,0,0,0,-0.18934221485302,0,0,0,0,0,0,0,0,0.106809815143959,0.0179691491092176,0,0.0769438696816096,0.112212135765171,0,0,0,0,0,0,0,0,0,0,0,0.0107379164567071,-0.0891394556622192,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.161098554511349,0,0.1581564920635,0,0,0.0904365988315231,0,0,0,0,0,0,0,0,0.113506993715081,0,0,0,0,0,0,0,0,0,0,0,0.177437006543125,0,0,0,0,0.0324466910587474,0.0280345356758215,0,0,0,0,0,0,0,0,0,0,0,0.000749497537939556,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0.0482435114629345,0,0,0.0981073440491865,0,0,0,0,0,0.0525346452068315,0,0,0,0,0,0,0,0,0,0,0,-0.0505585501483469,0,0,0,0,0.354276068191764,0,0,0,0,0,0,0.13030807354226,0,0,0,0,0,0,0,0.21692979921305,0,0,0,-0.0379147550610797,0,0,0.0109294322214147,0,0,-0.0348961710918342,0,0,0,0,0,0
