,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600188.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X600299.SH,X000709.SZ,X600612.SH,X002466.SZ,X601158.SH,X002460.SZ,X000629.SZ,X000883.SZ,X600426.SH,X002353.SZ,X600219.SH,X600583.SH,X000630.SZ,X600021.SH,X600985.SH,X000027.SZ,X600315.SH,X000553.SZ,X600578.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256973630869613,0,0,0,0,0,0,0,0.0375694200717666,0,0,0,0,0.00935746587246114,0.0228137776911829,0,0,0.0320291064763251,0,0,0.0656359486534977,0,0,0,0,0.0931476868350012,0,0,0,0,0,0,0,0,0,-0.00188020778992689,0.0090513976434968,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.0027959037427083,0,0,0,0,0,0,0,0,0,0.026854721992512,0,0.140582697248764,0,0,0,0,-0.00562509090150689,0,0,0,0,0.0732125928814599,0,0.0343861757819404,0,0,0,0,0,0,0,0,0.0196224965945023,0,0,0,0,0,0,0,0,0,0,0,-0.0209248337115073,0.019723438341949,0,0,0,0,0,0
X601088.SH,0,0,0,0.100316549570242,0,0,0,0,0,0,0,0,0,0,0,0,0.0849360821875983,0,0.262294529513022,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.077218995568404,0,0,0,0,0,0,0,0,-0.0531460225882836,0,0,0,0,0,0,0,0.0511672720630554,0,0,0,-0.0145303853742151,0.0221990007315192,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424608674337157,0,0,0,0,0.427181233456896,0.0201053377528024,0,0,0.110974364538503,0,0,0,0,0,0,0,0,0,0.0171987593372674,0,0,0,0,0,0,0,0,0.00967227768888256,0,0,0,0,0,0,-0.0113533384419295,0.00189545829797098,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00785285516221933,0,0.0566335911211678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857574681517185,0,0,0.0137875088484424,0,0,0,0.227068260677976,0,0,0,0,0,0,0,0,0,-0.0693549205110242,0,0,0,0,0,0,0,0.205819132618857,0,0,0,-0.00326192161115346,0.0418105625313717,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0218105446573462,0,0,0,0.0339308126353497,0,0,0,0,0,0,0,0.100763796625462,0,0,0,0,0,0.0237285641335031,0,0,0,0,0,0,0,0.0609989309908106,0,0,0,0,0.0681396206854829,0,0,0,0,0,0,0,0,0,0,0,0.0359300957249943,0,0.0121750608867792,0,-0.00876138042457396,0,0,0,0,0.0849143116705327,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177483082777886,0,0.673011059851411,0,0,0,0,0,0,0,0,0,-0.00953210427122524,0,0,0,0,0,0,0,0,0,0,0,0,-0.143881038998452,0,0,0,0,-0.0458848467081013,0.0123380381864631,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.204722565837366,0,0,0,0,0,0,-0.0957648723260481,0,0,-0.0254857908759945,0.480670681807543,0,0,-0.0633141295225563,0,0,0,0,0.0303460560871678,0,-0.0588694128510543,0,0,0,0,0,0.0471301740989976,0,0,0,0,0,0,0,0,0,0.00720926637409886,0,0,0,0,-0.0210410394140446,0.0263006753796518,0,0,0,0.0503847402873656,0,0
X600010.SH,0,0,0,0,0,0,-0.0336117632994151,0,0,0,0.151894810277132,0,0,0,0,0,0,0,0,0.154895400871305,0,0,0.0902058153311992,0,0,0,0,0,0,0.0797699231808912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536935708367446,0,0,0,0,0,0,0,0,0,0,0,0.125678948724092,0,0
X600886.SH,0,0,0,0.128222483304817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0601081808637995,0,0,0,0,0,0.112926368138854,-0.18832813098809,0,0,0.0697873179485236,0,0,0.38110710884326,0,0,0,0.0102933689877668,0,0,0,0,0,0,0.0532256820955827,0,0,0,0,0.0115299725701232,0,0,0,0,-0.0135973375229801,0,0
