,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X600219.SH,X000786.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X000932.SZ,X000027.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.169392376045048,0,0,0,0,0.184867626944392,0,0.287145090761358,0,0,0,0.00700854596133514,0,0,0.0049342257180775,0.141105377852089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302907114973059,0,0,0.137404682776892,0.0194734810979518,0,0,0,0,0,0,0,-0.0310141926797327,0,0,0,0,0,0,0,0,-0.028762597163445,0,0
X600028.SH,0.42565548731346,0,0.0281495371074862,0,0.0286892815338215,0.159610019489448,0,0,0,0,0,0,0.0439839078879025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243821623650996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.249707428399187,0,0,0,0.0150554956930732,0.227491838096352,0,0,0,0,0,0.0290559092464592,0,0,0,0,0,0,0,0.133738086405019,0,-0.00971829576605365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537658362647449,0,0,0,0,-0.0972151232255244,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715211084752336,0,0,0,0,0,0,0,0,0,0,0,0.0175249176711313,0,0,0,0,0.0792502771425038,0,0,0,0,0,0,0,0,0,0.119038481592854,0,0,0,0.0794154583176056,-0.205905907245538,0,0,0,-0.0171384829578875,0,0
X601898.SH,0.0212643397177064,0.0242857648281221,0.0221825937216659,0,0,0,0.143449754589582,0,0.0987658174382688,0,0,0,0.172745555272998,0,0,0,0,0,0,0,0,0.0189623120014561,0,0,0,0,0,0,0,0.269370604505743,0,0,0,0,0,0,0,0,0,0,0,0,0.00103195865094078,0,0,0,0,0,0,0,0,0.0176490957677076,0,0,0,0,0,0,0
X600019.SH,0,0,0.0881345550658037,0,0.134351821602185,0,0,0,0,0,0.159078061738805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101241352613537,0,-0.0732514608535596,-0.0426078716348217,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X600188.SH,0,0,0,0,0.159980169517846,0,0,0,0,0,0,0,0,0,0,0.0144680248047041,0,0,0,0,0,0,0,0,0,0,0,0,0.166274809136594,0.375357511992577,0,0,0,0,0,0,0.161257150750647,0,0,0,0,0,0,0,0,-0.00110397511524999,-0.0585119158566885,0,0,0,0,-0.0339239029759272,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0304570163138727,0,0,0,0,0,0.57965301302973,0.208720439194238,0,0.099674992340658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055392921978765,0,0,0,0,0,0,0.0041770097116708,0,-0.0478460497477936,0,-0.242844753162271,0.116299036757585,-0.0228525123235703,0,0,0,0,0.021913227039278,0,0
X600886.SH,0.276133546563162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163368990443077,0,0,0,0,0,0,0,0,-0.00923681140914994,0,0,0,0,0,-0.273123639966629,0,0,0,0,0,0,0,0,0,0,0,0.153656223934945,0,0,0,0,0,0,0,-0.138289677149133,0.0041859203464955,0,0.0238160511022955,0,0,-0.0167252452913567,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0294560434194801,0,0,0.255659546720325,0.174014831655463,0,0,0,0,0,-0.0530976585052043,0,0,-0.0620170034697718,0,0,0.00222038182413359,0,0,0.0311141520971423,0,0.302996348572276,0,0,0,0,0,0,0,-0.088357086362273,0.0153269681970929,0,0,0,0,-0.0527692382544142,0,0,0,0,0,0,0,0,0,-0.00625963775213938,0,0
