,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X002460.SZ,X000786.SZ,X600111.SH,X600027.SH,X002271.SZ,X000723.SZ,X600176.SH,X601992.SH,X002353.SZ,X002466.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0453790437977379,0.129325128041727,0,0,0,0,0,0,0,0,0,0.199978585056259,0,0,0,0,0,0.000774390558808016,0,0,0,0,-0.0114748219013325,0.0144599199847074,0,0,0,0,0.0276154849806678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00268962259764854,0,0,0,0,-0.0275909980832299,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00884456166374637,0.0885400811605657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872634693490333,0.0242721257264517,0,0,0.0383923126058923,0,0,0,0,0.0364012174860643,0,0,0,0,0,0,0,0,0,0,0,0,0.0818467984726665,0,0,0,0.00671770026084167,0.0335947899983454,0,0,0,0.0129082697027464,0,0
X601088.SH,0,0,0,0,0,0.229881987791177,0,0,0.01652066600958,0,0,0,0,0,0,0.143737071872819,0.0570439661332838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133425207318508,0.0144324834297086,0,0,0,0,0.0605075717786734,-6.93889390390723e-18,0,0,0,0,0,0,0,0.087740857663768,0,0,0,0,0,0,-0.00910890309290431,0,0,0,0,-0.00704685393888328,0,0
X600585.SH,0,0,0,0,0.113260762024616,0,0,0,0,0,0,0.0120883245226851,0,0,0,0,0.379451476635341,0,0,0,0,0,0.064065082555317,0,0,0.00260082100541072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016312337315299,0,0.00297296856140234,-0.0267102029183101,0,0,0,0.00792052881770707,0,0
X600309.SH,0,0,0,0.186727061686463,0,0,0,0,-0.107991459673864,0,-0.0424148747745218,0,0,0,0,0,0.079795625210811,0,0,0,0,0,0,0,0,0.074494638358774,0,0.0243356513853631,0,0,0,0.0447734129299439,0,0,0,0.0739483348333023,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597738472798896,0,0,-0.0364049718438297,0,0,0,0,-0.00534497309940414,0,0
X600019.SH,0,0,0.192373322600266,0,0,0,0,0,0.0267261505466233,0,0.0447161625755253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126588244170031,0,0,0,0.131907845243415,0,0,0,0,0,0,0,0,0,0,0,0,0.0225394557036724,0.00316433955785348,0,0,0,0.0157963344800298,0,0
X600547.SH,0,0,0,0,0.0072527042038255,0,0,0,0,0,0,0,0,0,0,-0.064943879070171,0,0,0,0,0,0.0296487961673178,0,0,0,0,0,0,0,0,-0.0549325496451627,0,0,0,0,0,1.09096462295683,0,0,0,0,0,0,0,-0.00125634082214225,0,0,-0.0922614771971203,0.114974622324109,0,0,-0.0393899020025985,0.00849771903288051,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0624814110323397,0,0,0,0,0,0,0,0.015954027075105,0,0,0,0,0.0439518878295435,0.0496393068777448,0,0.17918805408921,0.0333900673405821,0,0,0,0,0,0,0,0.110821150438468,0,0,0,0,0,0,0,0,0,0,0.0225779875963995,0,0,0,0,0,0,0,0,0,0,0,-0.00940507001643564,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.599099501025284,0,0,0,0,0,0,0,0,0,0,-0.0027668121115855,0,0,0,0,0,0,0,0.194318098620961,0,-0.058208413166466,0,0,0,0.192739168759497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16322771526237,-0.0541742080184291,0,0,0,0.000157204251026316,0,0
X601898.SH,0.0969118427869729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275684624664622,0,0,0,0,0,0,0,0,0,0,0,0.0228348075333013,0,3.46944695195361e-18,0.203133791436937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435660172835562,0,0,0,0,0,0
