,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X600886.SH,X000792.SZ,X002466.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X000408.SZ,X600219.SH,X600985.SH,X002080.SZ,X600688.SH,X000629.SZ,X300037.SZ,X002353.SZ,X002128.SZ,X600157.SH,X600612.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.611186977736405,0,0,0,1.38777878078145e-17,0,0,0.24410073299846,0,0,0,0,0,0,0.0596742899641771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799442919091212,0.0301725293816166,-0.00324955866089652,0,0.0630735895797167,0,0,0,0,0
X600028.SH,0.520468791906924,0,0,0,0,0.0788560574995,0,0,0,0,0,0,0,0,-0.0937849703997804,0,0,0,0,0,0,0,0,0,0,0,0,0.0363392058229162,0.0814496237828775,0,0,0,0.0277090307003241,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492563745574658,0,0,0.0391612557304823,0,0,0.0101156633367124,-0.00991708853439754,0,0,0,0,0,0
X601088.SH,0.0654012580078128,0,0,0,0.147752761131577,0.0583920937751147,0,0,0.167128025775136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671053482038812,0,0,0,0,0,0,0,0,0.0196836078937073,0,0,-0.000520190501618928,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0368426588353124,0.0400230283353799,0,0,0,0,0.199718313603514,0,0.0246234415153054,0,0,0,0,0.00137155958992666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01920949946112,0,0.159191396860907,0,0,0,0,-0.0326557207098021,0,0,0.0049003130221846,0,0,0,0,0,0,0,0.0737982136871229,-0.00892424757560179,0.0250551766783774,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0784724222028571,0,0,0.270775157912992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535827080117132,0,0.370859281465459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034177102971903,0.122639884890895,0,0,-0.136386571279345,0,0,0.0188934890241922,-0.0364692387370685,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00695449212691065,0,0,0,0,0,0,0,0,0,0,0,0.184183204542111,0,0,0,0,0,0.171730191467512,0,0,0,0.00567159291034522,0,0,0,0,0,0,0.192455405159791,0.0756941668320815,0,0,0,0.275771189183034,0,0,0,0,0,-0.168173086725452,0,0,0,0,0,-0.0369091701560924,0,0.023642375562994,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.031680883655319,0,0,0,0,0.202126716705064,0,0,0,0,0,0,0,0,0,0,0,0.223952823777616,0,0.0829062632799179,0,0,0,0,0,0,0,0,0.0915119087182994,0,-0.0287432658142969,0,0,0,0,0,0,0,0,0,0.116961073497125,0,0,0,0,0,0,-0.00601040840099914,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0845328211646676,0,0,0,0,0,0,0,0,0.225499902527436,0,0,0,0,0,0,0,0,0,0,-0.105592157993713,0,0,0,0,0,0.749489858627909,0,0,0,0,0.141600186584631,0,0,0,0,0,-0.0808513546373976,0,0,0.0741083812107545,0,0,0,0,0,0,-0.0170237366886711,-0.00551087130185341,0,0,0,0,0,0
X601898.SH,0.126781417205781,0,0,0,0.16555678154368,0.0579324167165938,0,0,0,0,0,0,0,0,0,0.0232511343647085,0,0,0,0,0,0,0,0,0,0,0.128752400554242,0,0.06379869784322,0,0,0,0,0,0,0,0,0,0.00334480351717134,0,0.16292123081969,0,0,0,0,0,0,0,0,0.113880484310513,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0393902048005825,0,0,0,-0.089244695640129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412266972312328,0.0838420059645725,0,0,0,0,0,0,0,0,0,0,0,0,-0.110129924356657,0,0,0,0,0,0,0.0989746639331012,0,0,-5.42101086242752e-20,-0.0103713665773027,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.12621054807592,0,0,0,0,0,0,0,0,0,0,0.173716163879017,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0465579619048063,0,0.416345957136712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656670135534841,0,0,0.035060090603598,0,0,0.0145218890459564,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0115674918550594,0.0488940145918478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502975992333406,0,0,0.105095246491437,0.0491992118957172,0,0,0,0.0910859175760709,0,0,0,0,0,0.0712216744786756,0.0151290326070349,0,0,0,0,-0.0715240979349913,0.000428919224343407,0.0299010598035721,0,0.201093163548707,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0166472924882452,0,0,0,0,0,0,0,0,0,0.810366397477766,0,0,0,0.0550556030497902,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134668651101662,0,0,0,0,0,0,0.00856085616737718,-0.0333504999081911,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0762397119566783,0,0.299829505123005,0,0,0,0,-0.0499508603891928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11972685922445,0.219041008128889,0,0,0,0,0,0,0.0121335911430651,0,-0.0379420083425325,0,0,0.0625166680007412,0,0,0,0,0,0,0,0,0,0,-0.0218044833953578,0.0621430409647208,0.0480961182586829,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0105730573620899,0.129348120819714,0,0,0,0,0,0,0.343855191941563,0,0,0,0.00208538799793961,0,0,0,0,0,0,0,0,0,0.00997411433724052,0,0.00726118207153006,0,0,0,0,0,0,0,0,0,0.0134588801343211,0,0,0,0,0,0,0,0,0,0,0,0,0.00217745279696551,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.756323039825282,0,0,0,0,0,0,0,0,0,0,0,0.0650565853007534,0,0,0,0,0,0,0,0,0,0,-0.0277730328200117,0,0.032669248634614,0,0,0,0,0,0,0,0,0,0,0.0927597222039853,0,0,1.73472347597681e-18,0.00161113107533325,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.00203268897763397,0.192859010053644,0,0,0,0,0.0674207265486293,0,0.0519209450063988,0,0,0,0,0,0,0,0,0.0458235739949052,0,0,0.198570610248958,0,0,0,0,0.0263958269614347,0,0,0,0,0,0.024553795493069,0,0.00184658152283724,0,0,0,0.0462019281640755,0,0,0,0,0,0,0,0,0,0,-0.0112148288490488,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.0107116147235092,0,0,0,0,0,0.248804822682481,0,0.161614277674123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879767006053782,0,0.088726794735244,0,0,0,0,0.0489593020236533,0,0,0,0,0,0.0483956674162394,0,0.250601225457603,0,0,0,0,0,0,0,1.73472347597681e-18,0.0117800306421118,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0320698584219962,0,0,0,0,0,0,0,0,0,0.114763155347122,0,0.227427281736904,0,0,0,0,0.0218282601852435,0,0.0210487822220831,0,0,0,0.0217884847336074,0,0,0,0,0,0,0.0385992562739486,0,0,0,0,0,0,0,0,0,0.080952847743793,0,0,0,0,0,0.00990702687314049,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.173539815546018,0,0,0,0.0404929594398445,0,0,0,0,0,0,0.0652654516822323,0.0679069309305933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226056461151709,0,0,0.154648425373776,0,0,0.0861844867454615,0,0.0520916097418975,0.000604006382511148,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.00649316302125028,0,0,0.0272085657630071,0,0,0,0,0.0487856479137021,0,0,0,0,0,0,0,0,0.114374846343764,0,0,0,0,0,0,0,0,0.0314826485232391,0,0,0,0,0.0271130424388477,0,0.055725791496781,0,0,0,0,0,0,0,0,0,0,0,0.268026388081012,0,-0.000574813054944202,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0721731556889486,0,0,0,0,0.0913461364974933,0,0,0,0,0.00234345011037702,0,0,0,0,0,0,0,0,0,0,0,0,0.260593531572582,0,0,0,0,0,0,0,0,0,0,0,0.0471324604232716,0.0053255983050981,0.207521525458653,0,0,0,0,-8.67361737988404e-19,-0.0138714736689625,0,0.0462163124666427,-0.0981776549382733,0,0,0,0,0
X000877.SZ,0,0,0,0,0.107303328682962,0.011022603873414,0.144029774863816,0,0,-0.0909477126290263,0.0509128705169677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117876316536741,0,0,0,0,0,0,0,0,0.127647837989952,0.102567843824372,0,0,0,0,0,0,0,0,0,0.0182257770673328,0,0,0,0,0,0,0
