,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600362.SH,X600688.SH,X600660.SH,X600886.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600489.SH,X600176.SH,X600516.SH,X002271.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X000630.SZ,X600808.SH,X600583.SH,X600985.SH,X601699.SH,X000027.SZ,X600612.SH,X600426.SH,X600339.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00289809964721227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420031703516568,0,0,0,0,0,0,0,0,0.0513727382455565,0,0,0,0,0.0199351040292888,0,0,0,0,0,0,0.0710789110963676,0,0,0,0,0,0.0691677844994247,0,0,0,0,0,0,0,0.00944025670007973,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464626075745029,0,0,2.16840434497101e-19,0,0.0198384743391947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412614834457628,0,0,0,0,0,0,0,0,0.198745166577138,0,0,0,0,0,-0.0222600697455951,0,0,0,0.00714767148301841,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425246351826121,0,0,0,0,0.168281067991999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767884712273957,0,0,0,0,0,0.0136444981730587,0,0.0261925242574582,-0.0879769427921591,0,0,0,0.0167990936853693,0,0
X600585.SH,0,0,0,0,0,0.145836127238446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027323350208834,0.463191019634889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350831924238259,0,-0.00620927323061989,0,0,0,0,0.0195314620329266,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0187483983560119,0,0,0,0,0,0,0,0,0.116707078112509,0,0,0,0.00556569510187129,0.256365240228626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776759009489401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00548719267169754,-0.0245905043983016,0,0,0,0.0114242471917474,0,0
X600309.SH,0,0,0,0.130319338221906,0,0,0.0953222804469103,0,0,0,0,0,0,0,0,0,0,0,0.201644566707644,0.00520975555586843,0,0,0,0,0,0,0.0502767541888827,0.0692757302976463,0,0,0,0,0,0,0,0,0,0.125603849339334,0,0,0,0,0,0,0.425272257879205,0,0,-0.0164291741644004,0,0,0,-0.00421970378041362,8.67361737988404e-19,0,0,0,0.0322105598711751,0,0
X600011.SH,0,0,0,0,0,0.127439668916364,0,0,0.0177342037800231,0,0,0,0,0,0,0,0,0,0.0733248460573685,0,0,0.00710472790149611,0,0,0.266839165655968,0,0,0,0,0,0,0,0,0,0,0,0,-0.067532944432394,0,0,0,0,0.00559390355001707,0,0,0,0,0,0,0,0,0.00344349307002762,-0.044837866314639,0,-0.120173064874581,0,-0.0080989500997486,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456236700157011,0,0.0768259429768547,0,0,0,0,0,0,0,0,0,0.0463862921920609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218793815066991,0,0,0,0.00240274697694157,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.269034304661253,0,0,0.0838024302031631,0,0,0,0,0,0,0.152655271445926,0,0.151413816015934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230317819341244,0,0,0,0,0,0,0,0.0738157544206204,0,0,0,0,0,0.000349003306784304,-0.0235762379038687,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.154040281288235,0,0,0,0,0,0,0,0.00745988262396931,0.0819377840111223,0,0,0,0,0,0.0911081054061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285055795382346,0,0,0,0,0,-0.0278316464297921,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.122657528475598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609344636637662,0,0.0435378935969443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728014685518926,0.169939249516235,0,-0.000416735404190622,0,0,0,0,0.0105509240091319,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427555680798529,0.017838696637038,0,0.0191575200781021,0.0650294245985272,0,0.122887462036834,0,0,0.0953994120546733,0,0,0,0,0,0,0,0,0,0,0,0,0.00609968204933057,0,0.000674962103665799,0,0,0,0,0,0.0478882012871935,0,0,0.022556742602684,-0.0705311762607243,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.321160097838979,0.0704954837055593,0,0,0,0,0,0,0,0,0,0,0,0.105689295070879,0,0,0,0,0,0.0249184521834396,0,0,0,0,0.0412583763223631,0,0,0,0,0,0,0,0,0.064807328254833,0,0,0,0,0.170902526237223,0,0,0,0,-0.0196196038395877,0,0,0,0,0.0222280596613797,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894907335650993,0,0,0,0,0,0,0,0.0268273050194637,0,0,0,0,0.0801080183673971,0,0,0.132615169614446,0,0,0.0321146924935862,0,0.0819653337670235,0,0,0,-0.012439421544352,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0387529486016103,0,0,0,0,0,0,0,0,0,0,0,0,0.0181641190905406,0,0,0.0445233829053637,0,0,0.0477013221114311,0,0,0,0,0,0,0,0,0,0,0,0,0.024691744464221,0,0,0,0,0,0,0,0,0,0,0,0.0285290057143255,0,-0.0510137919513058,0,0,0,0,-0.0315543743055225,0,0
X600886.SH,0,0,0,0.0759070944098298,0,0,0,0.0192988062442239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0357275789154171,0,0.171397238983757,0,0,0.021185416079076,0,0,0,0,0.0901210132375249,0,0,0,0,0,0.00832940134997138,0,0,0.0111244446109831,0,-0.00219656884486943,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0807709670113472,0.0486367898854809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175743851310932,0,0,0,0,0,0,0,0,0,0.0690252377161072,0.332380519568736,0,0,0,0,-0.00339323391036227,3.46944695195361e-18,0,0,0,0.0268359826992389,0,0
