,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X600188.SH,X600660.SH,X601992.SH,X600886.SH,X600027.SH,X600157.SH,X600111.SH,X000898.SZ,X000709.SZ,X600489.SH,X600339.SH,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X000539.SZ,X000983.SZ,X000825.SZ,X002092.SZ,X002460.SZ,X000723.SZ,X000027.SZ,X600808.SH,X601699.SH,X600021.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.223267921959055,0,0,0,0.0147521138265052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273320161763051,0,0,0,0,0,0,0.0103385893807117,0,0,0,0,0,0.014059497862779,0,0.0635880644714592,0,-0.0133443846634537,0.00327375990766888,0,0,0,0,0,0
X600028.SH,0.489646480542412,0,0,0,0,0.0513044032180346,0,0,0,0,0.162661513930293,0,0.0169277627233189,0,0.0728428431889943,0,0,0,0,0.0761369196267521,0,0,0,0,-0.0190797056824903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100086363108302,0,-0.0330885392290576,0.0303710546650604,0,0,0,0.152133853774941,0,0,-0.020948846444466,0.0138398159299213,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122952113968295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194935320222596,0.0149450583714571,0,0,-0.0203576164152857,0.00806369169600396,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0242714545449138,-0.0177292851007789,0,0,0,0,0.110871446869851,0,0,0,-0.074773229417836,0,0,0,0,0.38879770435521,0,0,-0.155779183847177,-0.103616271626749,0,0,0,0,0,0,0,0,0,0,0,0,-0.117701749622214,0,0,0,0,0.131222424498282,0,0.0461763839259339,0,0,-0.0107005299446169,0.00367046952459645,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.00330485003631737,0,0,0,0,0.25882784320264,0,0,0,0,0,0,0.119508725000467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671988463179251,0,0,0,0,0,0,0,0.0034774862909047,0.00217054586225721,0.0406175453388331,0,0,0,0,0
X600585.SH,0,0.110536559174047,0,0,0,0,0,0,0.248777146207168,0,0,0,0,0,0,0,0.090610694186569,0.083798187122462,0.0607062058002923,0,0,0,0,0,0.0830358981841327,0,0,0,0,0,0,0,0,0,-0.22463563926942,0,0,0,0,0,0.0863124497686021,0,0,-0.0162806106580021,0,0,0,0,0,-0.110570072261923,-0.0225574021974968,0.00792164413450896,0,0,0,0,0,0
X600010.SH,0,0,0,0.0340409383228566,0,0,0,0,0,0,0,-0.0173502230558391,0.0524341135972222,0,0,0.0716152300067573,0,0.0213350947045988,0,0,0,0,0,0.168503347191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.163522712259343,0,0,0,0.0620918046344051,0,0,0,0,-0.0119044561769535,0.00155526155431243,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00572259555667311,0,0,0,0.149404993482716,0,0,0,0,0,0,0,0,0,0,0.0362665916747605,0,0,0.0360497033767416,0,0,0,0,0,0,0.183051416344938,0,0,0,0,0,0.139116916471518,0,0,0,0,0,0,0,0.052128826597903,0.0616315890667178,0,-0.00874395073530097,0.00143128850800956,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0118759414682268,0,0,0,-0.0444300842191649,0,0,0.31810948409683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928026883596682,0,0,0,0,0,0,0,0,0,0.315251030482296,0,0,0,0,0,0,0,0,0,0,0.122918069141448,0,-0.137575336033974,-0.00935426098169927,-0.000146694827494651,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032541943665868,0,0.00322079789301951,0,0,0.0789991377763132,0,0,0,0,0.0553147641932981,0,0,0,0,0,0.203955605864799,0,0.116599755574652,0,0,0,0,0,-0.0157356591440229,0,0,0.0588916114972576,0,0,0,0,0,0.210431974939497,0.00510872322357272,0.00475264702354833,0,0,0,0,0,0
X600688.SH,0,0.478765286671288,0,0,0,0.0189039779642092,0,0,0.0389388601870752,0,0,0,0,0,0.0233273531943108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453870396374415,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386482360882393,0,0,0,0.0477445657460054,0.0117904039408572,0,-0.0956559630210866,0,0.0021127360306402,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769332870399061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183655021352454,0,-0.0525079778946043,0.0353645132943864,0,0,0,0,0,-0.091270271649243,-0.01814821288843,0.00922983758750852,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0943508898784057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609003667275719,0,0,0,0,0,0,0,0,0,0.019515756146027,0,0,0,0.139920612597941,-0.19096775272493,0,0,0,-0.00420377905425401,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0422169388579321,0,0,0,0,0.0565871154142255,0,0,0,0,0,0.0239244881685646,3.25661620752312e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170651417760387,0.0286999288473098,0,0,0,0,0.0974592064602099,0,0.00519400729330493,0,0,0.00171160151017209,0,0,0,0,0,0
X600309.SH,0,0,0,-0.0947759684452253,0,0,0,0,-0.0784040393387726,0,0,-0.0149603312930186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358782959666977,0,0.198214419740596,0,0,0,0,-0.0683723705168886,0.149177741570056,0,0,0,0,0,0,0,0,-0.0244273239431658,0.00310151588974814,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.0569158400470162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988043453704673,0,0,0,0,0.00894133042089748,0,0,0,0,0,0,0,0.143849499159402,0.0132473151083496,1.38777878078145e-17,0.107287334857656,0.149783179041834,0,0,0,0,0.0165977659232882,0,0.0124524598253482,-0.0121410145733351,0,0,0,0,0,0
X600188.SH,0,0,0,-0.0255087635814967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491161319820105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537745620166795,0.0228067882293466,0,0,0,0,0,0,-0.0689828077590732,0,0,0.00699078808535852,-0.00178789999999447,0,0,0,0,0,0
X600660.SH,0,0.0966516042679217,0,0,0,0,0,0,0,0,0,0,0,0,0.113375634373121,0,0,0,0,0.289998735658448,0,0,0,0,0,0,0.00335879075428869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149369283820499,0.0147007719546033,0,0,0,0,0.00562762682582408,-0.02705797939218,0,0,0.00638243912778013,0,0,0,0,0,0
X601992.SH,0,0,0,-0.016378895681199,0,0,0,0,0,0,0,0,0,0,0.0931338746132574,0,0,0,0,0,0,0,0,0,0.365183591334301,0,0.00419460980896328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767981676462926,0,0,0,0.0335636436787011,-0.0198285761964488,0,0,0,0,0,0
X600886.SH,0,0.139746156612003,0.0410918825101915,0,0,0,0,0,0.0770509243173016,0,0,0,0,0,0.0749547571101955,0,0,0.0229467667616939,0,0,0,0,0,0,0,0,0,0,0,0,0.0415144925680328,0,0,0,0,0,0,0,0,0,0,0.0616527511429961,0,0,0,0.00373890579040487,0.0858330783978437,0,0,0,-0.00132620530581495,0.00120393775666791,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0871186900712661,0,0,0,0.0304985347717633,0,0,0,0.0352738197628151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221479446278589,0,0.00804667425320024,0,0,0,0,-0.0525045545376723,0,0.00771858983715835,0.00146485849518008,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0672758835839847,0,0.0157276998349597,0.045233779077635,0,0,0,0,0,0,0,0,0,0,0.0905347460762728,0.00343707750630161,0,0,0,0,0,0,0,0,0,0,0,0.0379496880006368,0,0,0,0,0,0,0.106652839047747,-0.0151695502152073,0,0,-0.0102654393379176,0.00537053958715022,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0169659683987794,0,0,-0.0231316904737639,0.0749908663816339,0,0,0,0,0,0,0,0,0,0,0.129725152400177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843153729878371,0,0.0901380763769304,0,0,0,0,0,0.00613634150821832,0,0,-0.0114469523131388,0.0039730427953468,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0.0238258920238384,0,0,0,0,0,0,0,0,0,0.0233999459027417,0,0,0,0,0,0.2541605705738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306449521259474,0,0,0,0,0,0,0.119951432946625,0,0,-0.0355466404845812,0.0222582777772101,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0948787390291105,0,0,0,0,0,0.0556099032317785,0,0,0,0,0.443274401230214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463148336972257,0,0,0,0,0,0,0,-0.0111642946449165,0,-0.0162875708632946,-0.0019939092118332,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.0282173374956397,0,0.613288107797076,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244417431655585,0,0,0,0,0,0,0,0,0.00350997371243263,0,0,0.0494041902599878,0,0,0,-0.0135502831021284,0.00106034133361741,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0.239537527227775,0,0,0,0,0,0.269244349819519,0.0888231434877057,0,0.00978682727517796,0,0,0,0,0,0,0,0,0,0,0,0.155700877754429,0,0,0,0,0,0,0,0,0.128590834779457,-0.0437889761713232,0,0.143061467532453,0.0819291091906228,0,0,0,0,0,0,0.0150757657454321,-0.0102210642871141,0,0,0,0,0,0
X002466.SZ,0,0.095947597800835,0,0,0,0.108577720156082,0,0,0,0,0,-0.0238103190935765,0.0284820427028399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364074672560797,0.383602474821595,0,0,0,0,-0.0631406870228054,-0.0200647019341608,0,-0.00303224575723753,0.00320199980919652,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,-0.0541115851640178,0,0,0,0,0,0,0,0,0,0,-0.0232128256284124,0,0,0,0,0,0,0,0.133074725266367,0,0,0,0,0,0.058341407852945,0,0,0,0,0,0.254661818334701,-0.0122116283043515,0.00509457327525017,0,0,0,0,0,0,0.0146619516618301,-0.00370002457134545,-0.0169944708827475,0.00216627109889882,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.0356866677664667,0,0,0,0.0599396017569861,0,0,0.219150988132367,0,0,0.0197480565271046,0,0,0,0,0,0,0,0,0,0,0,0.0223785194288681,0.0459257488912528,0,0,0,0,0,0,0,0,0,0,0,-0.079618158579504,0.0423982492138308,0,0.0542327280327522,0,0,0,0,0.0223468453544669,0,-0.00598583277230347,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0.0891350518166701,0,0.0703965912087717,0,0,0,0,0,0.121320382252729,-0.0647794056970429,0,0,0,0,0,0,0.304423805355045,0,0,0,0,0.29421918511719,0,0,0,0,0,0,0,0,0,0,0.119592020327487,0.0502004911194183,0,0,-0.0891484689446987,-0.0498811774954934,0,0,0,-0.00164162607658917,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237747899209092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116076268287776,0,0,0,0,0,0,0,0,0.144000920924039,0.0119761088982141,0,0.0636446700575234,0,0,0,0,-0.0117154499392795,0,0,0,0.00580447289962455,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.397674968062137,0,0,0,0,0,0,0,0,0,0,0.0209298844531629,0.0191172924642831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160450571337992,0.0598002060530332,0,0,-0.0131263823645676,0,0,0,0,0,0,-0.0136142638818591,0.00752531470593987,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.35313123944597,0.0337470961506421,0,0,0,0,0,0.0560308313165573,-0.064828648963819,0,0,0.0215469849296902,0,0,0,0,0,0,0,0,0,0,0,0.126914148228339,0,0,0,0,0,0,0,0,0,0,0.0327311893613164,0,-0.0106206336900329,0,0,0,0.119678277602963,0,0,0.0130177000885313,-0.000972275547185882,0,0,0,0,0,0
X000408.SZ,0,-0.0185548091882991,0,0,0,0,0,0,0,0.0121760626540643,0,0,-0.0194225874501216,0,0.0610482808028701,0,0,0,0.0769110402822489,0,0,0,0,-0.0574095411181195,0,0.277257449931029,0.0269753827884742,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181595408781999,0.0336387884065876,0,0,0.0781919617751402,0,0,0,0.0217632552516227,0,-0.0272569801165772,0.0126895766560052,0,0,0,0,0,0
X600352.SH,0,0,0,-0.0877571176808192,0,0,0,0,0,0,0,0,0.118215778982733,0,0.126867793550849,-0.0166490724731051,0,-0.0106497678776057,0.0817405332008307,0,0,0,0,0,0.0994514867791428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653929148028402,-0.108456094994241,0,0,0,0,0,0,0,-0.0368614461187211,0,0.00938732248879154,-0.00404645600424812,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0.0975797782607786,0,0,0,0.212023211699802,0,0,0,0,0,0,0,0,0,0,0.0856983361128068,0,0,0,0,0,0,0,0,0,0.0268356788302678,0,0,0,0,0,0.0737446155708913,0,0,0.0901900761773097,0,0,0,0,0,0,0,0.00235822785226131,-0.00315958097074082,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0.0730941896297474,0,0,0.053178610789342,0,0,0,0.0329314132313717,0,0,0,0,0,0,0,0,0,0.00301975661769708,0,0,0,0.0553622543973207,0,0,0,0,0,0,0,0,0,0.022667092348996,0.110651432624657,0,0,0,0,0,0,0,0,0.00844847133180892,-0.00177990133240008,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0346096031225544,0,0,0,0.0584507466431202,0.0682625066201408,0,0,0,0,0,0,0,0,0.114999903090965,0.00472471646245603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456663274802954,0,0,0,0,0,0,0,0,0.00218059051542572,-0.00161779484074835,0,0,0,0,0,0
