,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X000792.SZ,X601600.SH,X600362.SH,X600489.SH,X600688.SH,X600188.SH,X600352.SH,X000786.SZ,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X600126.SH,X000723.SZ,X000401.SZ,X600486.SH,X002353.SZ,X600529.SH,X600315.SH,X601158.SH,X002466.SZ,X600516.SH,X600219.SH,X000898.SZ,X000932.SZ,X600612.SH,X000883.SZ,X000553.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00952884460941514,0,0,0,0,0,0,0,0,0,0,0.0262171447041103,0.0470847079089178,0,0,0.060840409721505,0,0,0,0,0,0.0325084339877549,0,0,0,0,0,0,0,0,0,0,0,0.022459641482697,0,0,0,0,0,0,0,0,0,0,-0.0328556300778916,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157933544063553,0,0,0,0,0,0,0,0,0,0,0,-0.0230720930978193,0,0,0,0,0,0.0858032644706759,0,0,0,0.00118035970551505,0,0,0,0,0,0,0,0,0,0.00241288599840631,-0.00870378078243579,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0235446101665364,0,0,0,0.0157123855603519,0,0,0.115344243633046,0,0,0,0,0,0,0,0,-0.0280730640072186,0,0,0,0,0,0,0,0.0209507928121415,0.0916335351905253,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00348900336417835,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.199093276720541,0,0,0,0,0,0,0.474080985133961,0,0,0,0,0,0,0,0,0,0,0,0.021903802383107,0,0,0,0,0,0,0,-0.0046900534502637,0,0,0,0,0,-0.0140375044209493,0.00567412911385639,-0.013251931023148,0,0,0,0,0,0,0,0,0,0,-0.0557245343687768,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0248952375574796,0,0,0,0.0182734088671536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122550179552351,0,0,0,0,0.129339148572018,0.0531617439997072,0,0,0.0519191397863796,0,0,0,0,0,0,0,0,0,0.0249503597627568,0.0322824679959154,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726942394757313,0.0540477622899456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266848155003848,0,0,0,0,0.0101365138729199,0.0445480127787595,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650404765682492,0,0,0,0,0,0,0.0683199007966115,0,0,0.0869592268598976,0,0,0,0,0,0.218989582109977,0,0,0.0105635836834675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608178696068711,0.017341700525093,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0423457450784039,0,0,0,0,0.245977954869792,0,0,0,0,0,0,0,0,0,0.0550773035129055,0,0,0,0,0,0,-0.0835544096817229,0,0.0989602963707104,0,0.0176590831829588,0,0.0707005731484181,0,0,0,0.193928891860444,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0106427372297663,-0.00466443899325747,0,0,0,0,0,0,0
X600011.SH,0,0,0.276506781417662,0,0,0.00835646447660452,0,0,0,0.0137963635083775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172120367361879,0,0,0,0.176493163594216,0,0,-0.0097836842056332,0,0,0,0,0,0,0,0,0,0,0,0,0.0068104435770643,0,0,0,0,0.0121417089556706,0.00408228680906789,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197155554582684,0,0,0,0,0,0,-0.0994756214925926,0,0,0.0142244460783074,0,0,0,0,0,0,0,0.0717694938123593,0,0,0,0,0,0.0973456512439126,0.0875407646424683,0.0978594965808245,0,0.321180257226082,0,0,0,0,0,0,0,0.105598110759113,0,0.00258130994262438,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108745935622652,0,0,0,0,0,0,0,-0.106198991759677,0,0.100968108868211,0,0,0,-4.62708586397258e-05,0.269854810966923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0.0514097610641266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117420910474597,0,0,0,0.0762325840099597,0,0.170577342339365,0,0.0541532488978495,0,0,0,0,0,0,0,0,0,0,0,0.00249361705615147,0,0.0167659470360617,0.0195520022403749,0,0,0,0,0,0
X600886.SH,0,0,0.124803288402462,0,0.156860947072857,0,0,0,0,0,0,0,0,0,0,0,0.0133141808530798,0,0,0,-0.00239297233339294,0,0,0,0,0,0.0721054616101321,0,0,0,0,0.0213323319614226,0,-0.0262840113609027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919081454022576,0,0.00131815830497114,-0.0272303468117032,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0436072513600484,0,0,0,0,0.0888889481817949,0,0,0,0,0,0,0,0,0,0,0.0323718090307422,0,0,0.225117954714846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948399698443502,0,0.0201862754420702,0,0,0,0,0,0,0,0,0,0,0.0227123645372723,0.0249110699923186,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0719840780223113,0.0450875938404912,0,0,0,0,0.00723032616067559,0,0,0,0,0,0,0,0,0,0,0,0,0.0327021365816035,0,0,0,0.0641481518871032,0.0438713261314382,0,0.0853582931879983,0,0.00667876029951055,0,0,0,0,0,0,0,0,0.00252585338945684,0,0,0,0,0,0,0,0,0,0.010548974547148,-0.00973167208727004,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0168089959551475,0,0,0,0,0.0250929702418855,0,0,0,0,0,0,0,0.104866206602892,0,-0.00081418925530381,0,0,0,0,0,0,0.0748072872784009,0.101832165592932,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.025175460470144,0.0647123300434121,0,0,0,0,0,0,-0.0564191631749011,0,-0.00595315377871596,-0.0209681363879507,0,0,0,0,0,0
X000792.SZ,0,0,0,0.195624947139631,0,0,0,0,0,-0.0290336617385659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370898347181608,0,0,0,0,0,0,0,0.0630439403467686,0,0,0,0,0.040786612973702,0.121174264479246,-1.73472347597681e-18,-0.122257468322588,0,0.205023439404918,0,0,0,0,0,0,0.0297954094989837,0,0,0.000268537026558588,0.0089792041631705,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971295217647711,0,0,0.0155343764237405,0.129279857381414,0,0,0,0,0,0,0,0,0,0.00189510812377711,0,0,0,0.0209992382788761,0.040768400178196,0,0,0,0,0,0,0,0,0,-0.0143428468912045,0,0,0,0,0,0
X600362.SH,0,0,0.0910819429343221,0,0,0.0875575514158875,0,0,0,0,0,0,0,0,0,0,0.0982515834790801,0,0,0,0,0,0,0.0391087888387596,0,0,0,0,0,0,0.0128695250763414,0,0,0,0,0,0,0.0896011962103374,0,0,0,0.0503307459879502,0,0,0,0,0,0,0,0,0,0.0207858118690307,0.029842830675419,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.575621739336264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182776154264433,0,0,0,0,0,0.0407777863904825,0,0,0,0,0,0.021575131417763,0,0.116048877796608,0,0,0,0,0.0531144167328448,0,0,0,0,0,0,0,0,0,0,0,-0.00653949792741478,0.000897436267821141,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0134682997332267,0,0,0,0,0.19471955964001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298734394472408,0.120252917078919,0,0,0,0.166695615673336,0,0,0,0,0,0,0.328393775186284,0,0,0.015332526138609,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00927018445873566,0,0.190961500681369,0,0,0,0,0,0,0,0.157502765440107,0,0.117062573715112,0,0,0,0,0.00389866603400406,0,0,0,0,0,0,0,0,0,0,0.00312668649127689,0,0,0.00607588113993102,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.152472896121719,0,0,0,0,0.0623538212456887,0.0248329431699944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610803651644145,0,0.0244056241069405,0,0,-4.33680868994202e-19,0,0,0,0.00597444617573902,0.0845755713922974,0,0,0,0,0,0,0.0518735153059849,0,0.0169410290899372,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.23618561861845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286752449216995,0,0,0,0.100014932669485,0,0,0,0.0436870448555317,0,0,0,0.0789781503444884,0,0,0,0,0,0,0,0.0019696608557424,0,0.00519697753936448,0.0105479237871329,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143598304444176,0,0,0.131753364810259,0,0,0,0,0,0,0,0,0,0.144637834991809,0,0,0,0,0,0,0.0250824183667656,0,0,0.1377067430252,0,0,0,0,0,0,0,0,-0.00153933293068494,0.0148127654549487,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0576377752369585,0,0,0,0.0182967117490651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967879208172655,0,0,0,0,0,0.0185699248263575,0,0.135791644402804,-0.0243542495839562,0,0,0,0.00266963992827526,0,0,0,0,0,0,0,0.0206875595486679,0,0,0,0,-0.0261999517151162,0.00119676622681655,0.026526345827564,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.00671078088594922,0,0,0.230849874639878,0,0,0,0.0322325741629838,0,0,0,0,0,0.0270779727943877,0,0,0,0,0,0,0,0,0.157283687908671,0,0,0,-0.0278832157068629,0.0135047456040399,0,0,0,0.0313812829248526,0,0,0,0,0.0448724978006982,0.0936839081671458,0,0,0,0,0,0,-0.0623433510742476,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0264536680155502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126056127458293,0,0,0.117860522207153,0,0,0.0835554810950653,0,0,0,0,0.0181400518323403,0,0,0,0,0,0,0.00161364717572815,0,0,-0.025640225110794,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100016151589444,0,0,0,0.058391946516149,0,0,0,0.0807998251652183,0,0,0,0,0,0,0.0420578342449201,0.00839755340666486,-4.33680868994202e-19,0,0.0608930697233215,0.183934653212935,0,0,0,0,0,0,0.0253243708036892,0,0,0,0,0,0,0.0757939992897095,0,0.00864200731169335,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0361011510423197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764603088956662,0,0.093761397120472,0,0,0.0477337035762617,0,0,0,0.0206622956330728,0,0,0,0,0,0,0,0.140563649401733,0,0.0246255008912523,0.0309019571708493,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497126232225932,0.215385164728492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026711241268941,0,0.252828829096824,0,0.116489797355959,0,0,0,0,0,0,-8.67361737988404e-19,0.00999109887153952,0,-0.00845679382033762,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653160606422436,0,0,0.190290522225794,0.148680396610239,0,0,0,0,0,0,0,0,0,0,0,-0.368855878992451,0,0,0,0,0,0.285944916302996,0,0,0.252127864310305,0.0816822581527257,0,0,0,-0.423204609191669,0,0,0,0,0.0291464787866037,0.0129950226695324,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0.0217638003408103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791953972363147,0,0,0,0,0.0194097034728468,0,0,0.118494473777129,0.152320323944755,0.155260306618997,0,0.0526318512859048,0,0,0,0,0,0,0,0.08171802503267,0,0.00451785076523772,0,0,0,0,0,0,0
X600126.SH,0,0,0,6.93889390390723e-18,0,0,0,0.507657950105901,0,0,0.147986502154675,0.153787330651315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249767506136179,0,0,0.0247253475356755,0,0,0,0,0,0,0,0,0,0,0,0.0467193988541037,-0.0987470891056691,0,0.0478334594275713,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.0332396368095625,0,0,0,0,0,0,0,0,0,0,0.0479146898625315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288439353100581,0,0,0,0.154614036834729,0.289928944717828,0,0,0,0,0,0,0,0,-0.0204829893522738,-0.0648262679506562,0,0,0,0,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,0,0,0.548355293831908,0,0,0,0,0,0,0,0,-0.0366002312683114,0,0,0.0598959147850297,0,0,0,0,0.1045493163014,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242412189614163,0,0,0,0,0,0,0,0,0,0.00646948314182706,0.0470258413337196,0,0,0,0,0,0
X600486.SH,0,0,0,0,0,0,0,0,0,0.0356668963029671,0.0905170769135265,0.0720062745902512,0,0,0,0,0,0,0,0,0.0485013195355506,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0950259668655037,0,0.102113294473607,0,0,0,0.163344150231815,0,0,0.00591437904889275,0,0,0,0,0,0,0.0574371223463244,0,0,0,-0.0358999833013888,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0.0316011151880998,0,0,0,0,0,-0.230324444570014,0,0,0,0,0,0,0,0,0,0.0505907671072227,0,0,0,0,0,0,0,0,0,0,0.0419983922591947,0.668732784387089,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.359851237081403,0,0,0,0,0,0,0.0667038707905593,0,0,0,0,0,0,0,0,0
X600529.SH,0,0,0,0,0,0,0,0,0,0,0.224351574142966,0,0,0,0,0,0,0,0,0,-0.0119717987442784,0,0,0.0699723713718147,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0376156704969702,0,0.232604869778454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116615685970568,-0.0156254769565824,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171922486923557,0,0,0,0,0,0,0,0,0,0,0.0160474052538365,0.105549715839535,-0.0109286489809911,0,0,0,0.0770995161801213,0,0,0,0.0294899981491386,0.103198610526002,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0.0169013192541625,0,0,0,0,0.0614469540684041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521744783456672,0.0799175031499653,0.0107407884641408,0,0,0,0.035436507595945,0,0,0,0.0257648688959035,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.00220270861806096,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0210443878019417,0,0,0,0.288200663179359,0.103558100325021,0,0,0,0,0,0.352738504437405,0,0,0.185474038104979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687745808145597,0.189919698901405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382794825580685,-0.0483539822397689,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.152497503850358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944188768641583,0,0,0,0.0712330258611096,0,0,0,0.025459690048216,0,0,0.160385964539872,0,0,0.165180589270245,0,0,0,0.00886386026160784,0,0,0,0,0,0,0,0,0,-0.0180224444526588,-0.0244348658153787,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,-8.67361737988404e-19,0,-0.014832819590181,0,-0.012024767188744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952600278503782,0.0958827718897188,0.0314750747193313,0,0,0,0,0,0.0547498347145503,0,0,0,0,0.0847698355316845,0,0,0,0,0,0,0.0116859642051719,0,0.00804474507286514,-0.000706074493579013,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0.117304248954515,0,0,0,0,0,0,0,0,-0.0293881528567547,0,0.108806909156402,0.0205526949759836,0,0,0,0,0,0,0,0.00184518461771922,0.03585462424012,0,0,0,0,0.0295888917336719,0,0,0,0.0582023636181033,0,0,0,0,0,0,0,0,0,0.00432031740237435,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0.092203983372508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331500468884414,0,0.0239177003180803,0.0826237637104886,0,0,0.0306001227203088,0,0,0,0,0.0124344939299175,0.073021751707997,0,0,0.00842194390801314,0,0.054944433817673,0,0,0,0.0188090166677947,0,0,0,0,0,0,0,0,-0.0834648532816309,0.00644114384943652,-0.0123365260075506,0,0,0,0,0,0
X600612.SH,0,0,0,0,0.045902147589414,0.0896998288555316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072736522873688,0,0,0.00718253407948774,0.0844923635461697,0,0,0,0,0,0,0,0,0,0,0,-0.0341459684240368,0.0272709943361759,0.00679364787350658,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258216739460569,0,0,0.132047764819247,0,0,0,0,0,0,0.0261866454768775,-0.016032644530315,0,0,0.170585740136422,0,-0.0544853707056548,0,0.0230682073652575,0,0,0,0,0,0,0,0,-0.100140019099432,0,-0.00981043416012492,0,-0.0353331014014275,0,0,0,0
X000553.SZ,0,0,0,0,-0.0543095024778398,0,0,0,0.216527803930056,0,0,0,0,0,0,0,0,0,0,0,0.0929176565408667,0,0,0,0,0,0,0.200867290718813,0,0,0.00701279867052354,0.0617218193468836,0.343411755427929,0,0,0,0.220824879060621,0,0,0,0,-0.179750661566896,0,0,0,0,0,0,0,-0.0350158004139078,0,-0.0326320791821632,-0.0950453500389407,0,0,0,0,0,0
X002409.SZ,0,0,0,0,0,0,0,0,0,0.172332755026241,0,0,0,0,0,0,0,0,0,0,0.181796290225136,0,0,0,0,0,0,0,0,0.561539171857602,0,0.0791339469964192,0,-0.0352054051828114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04431172443491,0.0516206700677066,0,0,0,0,0,0,0
Change_TY3M,0,-0.116860254383548,0,0,0,0,0,-0.0616622089604455,0,0.0531730763080759,0,0,0,0.0339133153115052,0,0,0,0,0,0,-0.0245131200923392,0,0,0,0,0,0,0,0,0,0,-0.0462054182949385,0,0,0,0,0,0,0,0,0,0.178623113160451,0,0,0,0,0.306161095915018,0,0,-0.183527437815121,0,-0.0617761972103587,-0.20221470333114,0,0,0,0,0,0
