,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X000792.SZ,X600188.SH,X002466.SZ,X600010.SH,X000301.SZ,X600660.SH,X601600.SH,X002271.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X002326.SZ,X000408.SZ,X300037.SZ,X600219.SH,X601991.SH,X600141.SH,X600795.SH,X000786.SZ,X600803.SH,X600096.SH,X000825.SZ,X002353.SZ,X600688.SH,X002407.SZ,X000723.SZ,X000630.SZ,X000983.SZ,X000959.SZ,X600027.SH,X000898.SZ,X600352.SH,X000807.SZ,X601699.SH,X600295.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0394925459826962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131305375095216,0,0.11181979284779,0,0.0254423992657829,-3.46944695195361e-18,0,0,0,0,0,0,0,0.103014815720808,0.0710083651618842,0,0,0,-0.0109806137077158,0,0,0,-0.0666767902373869,0,0
X600028.SH,0.228854886088251,0,0,0,0,0,0,0,0,0,0,0,0.0306714781106527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105883893854807,0.0443507224221586,0.0134867965590106,0.0612589222345738,0,0,0,0.030069115861512,0,0,0.0202240518536034,0,0,0.107844753521707,0.0750996192897792,0,0,-0.00492585714550092,0,0,0,0,-4.33680868994202e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0880439887846248,0,0.0137668012558506,0,0,0,0,0,0.171296033221814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448177092037297,0,0,0,0.0563226393112124,-0.0784542406212536,0,0,0.251875379363273,0,0,0,0,0,0,0.0562935118891089,0,0,0.0115101469864681,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0316584077074347,0,0,0,0,0,0,0,0,-0.0209634700102271,0,0,0,0,0.341851381956469,0,0,0,0,0,0,0,0,0.0492731879192539,0,0,0,0,0,0,0,-0.0304074493088566,-0.00257296426205674,0,0,0,0,-0.0179249305020327,0,-0.0467707657166269,0,0,-0.0229864075030829,0,0,0,0,0.0472577095394733,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.567460509195678,0,0,0,0,0.0173342599335087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348493647171076,0,0,-0.0500283370659245,0,0,0,0,0,0,0,0,0,0,-0.0282536040074388,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.194975224653352,0,0,0,0,0.013339649203341,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.1101628836165,0,0,0,0.06763342534359,0.0845936085952082,-0.0131347669871689,0,0,0,0,0.222597703773755,0,0,0,0,0,0,0.0428274637436276,0,0.0320934184681532,0.0634446991781842,0,0,0,0,0.000922674988802798,0,0,0,0.0263199781722919,3.46944695195361e-18,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0438101137702105,0,0,0,0,0,0.288416483968848,0.275517818629394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105920139950695,0.213895026575904,0,0,0,0,0,0,0,0,0,0,0,0.0428060129631078,0,0,0.0556269994823177,0,0,0,-0.323722959788215,0,0,0,0,0,0.00648202447010946,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134207951540063,0,0.097023716708605,0,0,0.577059408115666,0,0,0,0,0,0,0,0.00224372940864275,0,0,0,-0.0139491742016735,0,0
X000792.SZ,0,0,0,0,0.0935111892768522,0,0,0,0,-0.076093076401831,0,0,0.0350425874261139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277132293210748,0,0,0,0,0,0,0,-0.031757503408265,0,0,0,0,-0.224707482241511,0,0.146669392934522,-0.0424070764288148,0,0,0,0,0,0.103953040151975,0,0,0,0.0915378806146373,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073346513103183,0,0,0,0,0,0.364072960940671,0,0,0,0,0.180135137958478,0,0,0,0.0619685303422948,0,0,0.489621033024758,0,0,0,0,-0.00196623971283706,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.470608208163883,0,0.108252572874236,0,0,0,0,0.0649929363791795,0.0543285967356433,0,0,0,0,0,0,0,0,0,0,0,0,0.0179488326801302,0.144238461855279,0,0.00985087369656603,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814385496744339,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.225315729792011,0.0958336497848755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102213369110827,0,0,0,0,0,0,0,0,0,0.0448084953538802,0,0.10196894260977,0,0.215010546840206,0,0,0,0.12261837269867,0,0,0,0,0,0,0,0,0,0
