,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X600801.SH,X600489.SH,X601158.SH,X000825.SZ,X000786.SZ,X000553.SZ,X300072.SZ,X000792.SZ,X000883.SZ,X600583.SH,X000408.SZ,X601699.SH,X000301.SZ,X002110.SZ,X600339.SH,X000630.SZ,X000027.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236720419015847,0,0,0,0,0,0,0.0603976825613837,0,0.053989286514741,0,0,0.0223861756151178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013661463428218,0,0,0,0,0,0,0,0,0,0,0,-0.0284014810773098,0.0168353976382022,0,0.0340190154651606,0,0,0.086648767105391,0,0.238388554591517,0,0,0,0,-0.00828977723597939,0.033968874473576,0,0,0,0,0,0
X600028.SH,0.285736739845023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202923165273244,0,0,0,0,0,0,0,0,0,0,0,0,0.120892720156133,0,0,0,0,0,0,0,0,0,0,0,0.0054616908115549,0,0,0,0,0,0,0
X601088.SH,0.136794657484597,0,0,0,0,0,0,0,0.0897435686122063,0,0,0,0,0,0,0,0.120916097505428,0,0,0.00313210532943904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138955989253833,0,0,0,0,0,0,0.124734555686522,0,0.0973029212347767,0.0495315929154731,0,0,0,0,0,0.000768176769951812,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0159099235192526,0.129702203502481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355206350952195,0.0651867565398506,0,0,0.512314963737416,0,0,0,0,0,0,0.216438692280502,0,0,0,0,0,0,0,0,0,0,0,0.0165797543383966,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0765908949092954,0,0,0,0,0,0,0,0,0,0,0,0,0.0601386341981867,0,0,0.605896043904568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090556674029521,0,0,0,0,0,0,0,0,0.0440136288212036,0,0,0,0,0,-0.00982909697183792,0,0,0,0,0.0243830411304735,0,0
X600011.SH,0,0,0,0.0745120052860882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646179068055373,0,0,0,0,0.145735775921329,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.161717072343478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101171462586995,0.0568792544429775,0,0,0,0,0,0
X600309.SH,0,0,0,0.0810191722587398,0,0,0,0,0,0,0,0,0,0,0,0,0.0711578407127334,0,0.00944893486102433,0,0,0.0827807827683221,0,0.22676223977156,0,0,0.0840612956632745,0.162459142406703,0,0,0,0,0,-0.204940751098112,0,0,0,0,0,0,0,0,0,0,0,0.071685753257308,0,0,0,0,-0.162220805056169,-0.0605195683926624,0.220439127196937,0,0,0,0,0,0
X600010.SH,0.171927522383716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596971342094151,0,0.109055165948564,0,0.0771677284161106,0.0473462109087014,0,0,0,0,0,0,0,0,0,0,0,0.0703127320559499,0,0,0,0.0704460342712541,0,0,0,0,0,0,0,0,0,0,0,0,-0.026728592518858,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.119984333343738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297484355083589,0.0510692259083761,0.0314589802561255,0.0268310133998669,0,0,0,0,0,-0.0380759512540473,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0487915259306418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129056378581845,0,0,0,0,0,0,0,0,0,0,0,0.427787855145974,0,0.293685908155172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022025185416482,-0.0100848813409847,0,0,0,0,0,0
