,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X601600.SH,X000708.SZ,X600111.SH,X600547.SH,X000301.SZ,X600660.SH,X600010.SH,X600886.SH,X000877.SZ,X002271.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X601699.SH,X600176.SH,X600803.SH,X601991.SH,X000983.SZ,X000786.SZ,X600489.SH,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X600219.SH,X000408.SZ,X000932.SZ,X000933.SZ,X600096.SH,X000723.SZ,X600688.SH,X002080.SZ,X000539.SZ,X600801.SH,X600157.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.158394400278361,0,0,0,0,0,0,0,0,0.104950991257647,0,0,0.0406354028624333,0,0.0692122840030501,0,0,0,0,0,0,0,0,0,0.0174339411398609,0,0,0,0.0467623384249039,0,0,0,0.0417731515137018,0,0,0,0,0,0,0.0183136994643157,-0.0216806571726874,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.047703577547463,0.119432162751379,0,0,0,0,0,0,0,0,0.0788174122821169,0,0,0,0,0.0159458813976841,0,0,0.124874099144183,0,0,0,0,0,0,0,0,0,0,0.0438834760180045,0,0,0,0,0,0,0,0,-0.0129090252293206,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.100094710644971,0,0,0,0,0,0.142631408456504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114743693269386,0,0,0,0,0.0260261667429701,0,0,0,0,0,-0.00276999480768175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055805471136253,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0114605636289018,0,0,0,0,0,0,0,0.222233584977639,0,0.117644914749596,0,0.0567036127816919,0,0.283333519056909,0,0,0.0419391113350478,0,0,0,0,0,0,0,0,0,-0.0484184281687991,0,0,0,0,0.161127647125864,0,0,0,0,0,-0.139674904032887,0,0,0,0,0.0135945441807274,-0.00809344579163649,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341177035258625,0.0519388359415258,0,0,0,0,0,0,0.0445061299346553,0,0.0073961604770357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210128522381921,0,0,0,0,0.00969360005093928,0,0,0,0,0,0
X600188.SH,0,0,0,-0.109775755228713,0,0,0,0,0,0,0,0.392850046991303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.231472962405267,0,0,0,0,0.107775762253979,0,0,0,0,-0.0137571022126926,0.0512040725238671,0,0,0,0,0.0421219296214124,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.113343139731119,0.0710798940613072,0,0,0,0,0,0,0,0.0652477507570358,0.10752932869567,0,0,0,0,0.0546873005219588,0.199478856066999,0,0,0,0,0,0,0,0,0,0,0,0,0.07712425635582,0,0,0,0,0,0,0,0,-0.0132371021591861,0,0.0161505590734008,-0.0174837572067154,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0565865387245058,0,0,0,0,0,0.0221140841513231,0,0,0,0,0,0,0,0,0.56122309021504,0,0,0.0511487451088743,0,0,0.0101817271427946,0,0,0,0,-0.139912442374199,0.0799916371343448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150209953587104,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.532045988682979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042647061636277,-0.0500155265055181,0,0,0,0,0,0,0,0.153954799909144,0,0.0019656819525466,0,0,0,0,-0.0257827260727913,0,0,0,0,0.00547370805139441,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.154285266348148,0,0,0,0,0,0,0,0,0,0,0.0577730894092016,0.0670384809620124,0,0,0,0.00400459510220706,0,0,0,0,0,-0.0518907516852711,0.0137452110872287,0,0,0,0,0,0,0,0,0,0,0,0,0.0618912286202787,0,0,0.0449297877767827,0,0.0126489757841606,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.5172581685618,0,0,0,0,0,0.0822006663662274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756763892276036,0,0.0595205985537058,0,0,0,0,0,0,0,0,0,-0.0265856290305864,0,0.047487591658222,0,-0.0288713428492219,0.0573085658804079,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.400004885987409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352109209530982,0.0185111656646159,0,0,0,0.148563837176904,0,0,0,0,0,0.142895525172557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143508433858831,0,0,0,0,0,0
